"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"QANS: Towards Quantized Neural Network Adversarial Noise Suppression","https://scispace.com/paper/qans-towards-quantized-neural-network-adversarial-noise-d4vc9i0y","2023","Journal Article","IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems","Chen-Fang Lin
Pengfei Yang
Jinpeng Liang
Quan Wang","10.1109/tcad.2023.3283935","","Neural network quantization techniques play an important role in efficiently deploying deep learning models on the hardware with limited computing and storage resources. Numerous applications of this technology, such as autopilot, necessitate not just efficiency, but also robustness. Research on the robustness of quantized networks against adversarial attacks is becoming one of the major points of interest. In this work, we rethink the impact of quantization on adversarial attacks and explore the boundary of the robustness of quantized neural networks. This study reveals that activation quantization can be used as a defense to weaken adversarial noise, but the robustness of quantized models is still limited by the amplification effect of network errors, including quantization errors and adversarial noise. To address this problem, we propose the Quantization Adversarial Noise Suppression (QANS) method that employs a Gaussian kernel regularization constraint to stabilize the model by restricting the perturbation error within two levels of tolerance. Extensive experiments are conducted with Wide ResNet and VGG-16 models on CIFAR-10 and SVHN datasets under different attack methods, including several white-box and black-box attacks. Experimental results show the proposed method achieves superior robustness to prior works. ","In this article , a Gaussian kernel regularization constraint is employed to stabilize the model by restricting the perturbation error within two levels of tolerance, which achieves superior robustness to prior works."
"On Jailbreaking Quantized Language Models Through Fault Injection Attacks","https://scispace.com/paper/on-jailbreaking-quantized-language-models-through-fault-k7kytyaiaaav","2025","Journal Article","","Tahmasivand Ahmad
Alouani, Ihsen
Fouda, Mohammed E.","10.48550/arxiv.2507.03236","","The safety alignment of Language Models (LMs) is a critical concern, yet their integrity can be challenged by direct parameter manipulation attacks, such as those potentially induced by fault injection. As LMs are increasingly deployed using low-precision quantization for efficiency, this paper investigates the efficacy of such attacks for jailbreaking aligned LMs across different quantization schemes. We propose gradient-guided attacks, including a tailored progressive bit-level search algorithm introduced herein and a comparative word-level (single weight update) attack. Our evaluation on Llama-3.2-3B, Phi-4-mini, and Llama-3-8B across FP16 (baseline), and weight-only quantization (FP8, INT8, INT4) reveals that quantization significantly influences attack success. While attacks readily achieve high success (&gt;80% Attack Success Rate, ASR) on FP16 models, within an attack budget of 25 perturbations, FP8 and INT8 models exhibit ASRs below 20% and 50%, respectively. Increasing the perturbation budget up to 150 bit-flips, FP8 models maintained ASR below 65%, demonstrating some resilience compared to INT8 and INT4 models that have high ASR. In addition, analysis of perturbation locations revealed differing architectural targets across quantization schemes, with (FP16, INT4) and (INT8, FP8) showing similar characteristics. Besides, jailbreaks induced in FP16 models were highly transferable to subsequent FP8/INT8 quantization (&lt;5% ASR difference), though INT4 significantly reduced transferred ASR (avg. 35% drop). These findings highlight that while common quantization schemes, particularly FP8, increase the difficulty of direct parameter manipulation jailbreaks, vulnerabilities can still persist, especially through post-attack quantization. ",""
"Chaotic neural network quantization and its robustness against adversarial attacks","https://scispace.com/paper/chaotic-neural-network-quantization-and-its-robustness-2pzl6szvfg","2024","Journal Article","Knowledge Based Systems","Alaa Osama
Samar I. Gadallah
Lobna A. Said
Ahmed G. Radwan
Mohammed E. Fouda","10.1016/j.knosys.2023.111319","","Achieving robustness against adversarial attacks while maintaining high accuracy remains a critical challenge in neural networks. Parameter quantization is one of the main approaches used to compress deep neural networks to have less inference time and less storage memory size. However, quantization causes severe degradation in accuracy and consequently in model robustness. This work investigates the efficacy of stochastic quantization to enhance robustness and accuracy. Noise injection during quantization is explored to understand the impact of noise types and magnitudes on model performance. A comprehensive comparison between different applying scenarios for stochastic quantization and different noise types and magnitudes was implemented in this paper. Compared to the baseline deterministic quantization, chaotic quantization achieves a comparable accuracy, however, it achieves up to a 43% increase in accuracy against various attack scenarios. This highlights stochastic quantization as a promising defense mechanism. In addition, there is a crucial role played by the choice of noise type and magnitude in stochastic quantization. Lorenz and Henon noise distributions in stochastic quantization outperform traditional uniform and Gaussian noise in defending against attacks. A transferability analysis was discussed to understand the generalizability and effectiveness of the proposed stochastic quantization techniques. A cross-validation definition was newly evaluated in this scope to analyse the model's stability and robustness against attacks. The study outperformed a quantization network technique and improved the model's robustness and stability against adversarial attacks using chaotic quantization instead of deterministic quantization or even instead of stochastic quantization using traditional noise. ","This study explores chaotic neural network quantization to enhance robustness against adversarial attacks, achieving up to 43% accuracy increase compared to deterministic quantization, and outperforming traditional stochastic quantization methods with Lorenz and Henon noise distributions."
"Enhancing Obfuscation Attack Detection via LLM: Data Augmentation, Fine-tuning, and Quantization","https://scispace.com/paper/enhancing-obfuscation-attack-detection-via-llm-data-5ffjh8ubijnv","2025","Proceedings Article","","Yun Duan
Boren Deng
Wenyu Song
Yike Zhan
Yunfan Tian","10.1109/icncis67521.2025.11296127","","Obfuscated malicious requests, commonly leveraging semantic nesting and encoding transformation to evade detection, pose a critical challenge in cybersecurity. This study proposes a method combining large language model-based data augmentation, supervised fine-tuning, and 4-bit grouped quantization to improve detection performance and model efficiency. By generating semantically consistent obfuscated samples through prompt engineering and refining the model via supervised fine-tuning, the approach achieves a 1.74% increase in detection accuracy and a 4.57% improvement in F1-score over the baseline Qwen2.5-14B-instruct model. Moreover, the model is compressed to 379MB using the GGUF format with negligible performance loss, demonstrated by a less than 0.5% decline in both accuracy and F1-score. This enables efficient deployment on storage-constrained Internet of Things devices. Experimental results confirm that the quantized model maintains excellent detection capabilities while significantly reducing storage demands, providing a reference for efficient deployment in resource-constrained edge scenarios.","This study proposes a method combining LLM-based data augmentation, fine-tuning, and quantization to enhance obfuscation attack detection, achieving a 1.74% increase in accuracy and 4.57% improvement in F1-score with negligible performance loss and significant storage reduction."
"The Trent Method: Detecting Confidence–Capacity Mismatch in Quantized Large Language Models","https://scispace.com/paper/the-trent-method-detecting-confidence-capacity-mismatch-in-s8iraujon2kh","2026","Repository","","Trent Slade","10.5281/zenodo.18252788","","This work introduces the Trent Method, a lightweight, adversarial-yet-non-hostile protocol for probing confidence calibration under ambiguity in large language models (LLMs). Rather than evaluating task correctness, the method examines how models behave after being encouraged into permissive conversational modes and subsequently exposed to abstract, constraint-heavy prompts. Using a case study of LLaMA-2-7B-Chat quantized to Q4_K_M, the method reveals a consistent behavioral failure signature: unprompted example instantiation, persistent example fixation, silent constraint violations, and unacknowledged contradiction. These behaviors indicate a confidence–capacity mismatch, where fluent continuation persists beyond the model’s ability to preserve internal consistency. Independent interpretive analyses by multiple frontier LLMs converge on the same observable failure patterns, suggesting robustness at the behavioral level while remaining agnostic about internal cognitive mechanisms. The Trent Method is presented as a diagnostic protocol for identifying overconfidence and coherence masking in resource-constrained, quantized models, complementing benchmark-based evaluation approaches. ","The Trent Method detects confidence-capacity mismatch in quantized large language models by analyzing behavioral failures, such as unprompted example instantiation and silent constraint violations, in permissive conversational modes and abstract prompts."
"The Trent Method: Detecting Confidence–Capacity Mismatch in Quantized Large Language Models","https://scispace.com/paper/the-trent-method-detecting-confidence-capacity-mismatch-in-btjziqeq34no","2026","Repository","","Trent Slade","10.5281/zenodo.18252787","","This work introduces the Trent Method, a lightweight, adversarial-yet-non-hostile protocol for probing confidence calibration under ambiguity in large language models (LLMs). Rather than evaluating task correctness, the method examines how models behave after being encouraged into permissive conversational modes and subsequently exposed to abstract, constraint-heavy prompts. Using a case study of LLaMA-2-7B-Chat quantized to Q4_K_M, the method reveals a consistent behavioral failure signature: unprompted example instantiation, persistent example fixation, silent constraint violations, and unacknowledged contradiction. These behaviors indicate a confidence–capacity mismatch, where fluent continuation persists beyond the model’s ability to preserve internal consistency. Independent interpretive analyses by multiple frontier LLMs converge on the same observable failure patterns, suggesting robustness at the behavioral level while remaining agnostic about internal cognitive mechanisms. The Trent Method is presented as a diagnostic protocol for identifying overconfidence and coherence masking in resource-constrained, quantized models, complementing benchmark-based evaluation approaches. ","The Trent Method detects confidence-capacity mismatch in quantized large language models by analyzing behavioral failures, such as unprompted example instantiation and silent constraint violations, in permissive conversational modes and abstract prompts."
"Breaking Down the Defenses: A Comparative Survey of Attacks on Large Language Models","https://scispace.com/paper/breaking-down-the-defenses-a-comparative-survey-of-attacks-3btvoo6pfx","2024","Journal Article","arXiv.org","Arijit Ghosh Chowdhury
Md Mofijul Islam
Vaibhav Kumar
Faysal Hossain Shezan
Vinija Jain
Aman Chadha","10.48550/arxiv.2403.04786","","Large Language Models (LLMs) have become a cornerstone in the field of Natural Language Processing (NLP), offering transformative capabilities in understanding and generating human-like text. However, with their rising prominence, the security and vulnerability aspects of these models have garnered significant attention. This paper presents a comprehensive survey of the various forms of attacks targeting LLMs, discussing the nature and mechanisms of these attacks, their potential impacts, and current defense strategies. We delve into topics such as adversarial attacks that aim to manipulate model outputs, data poisoning that affects model training, and privacy concerns related to training data exploitation. The paper also explores the effectiveness of different attack methodologies, the resilience of LLMs against these attacks, and the implications for model integrity and user trust. By examining the latest research, we provide insights into the current landscape of LLM vulnerabilities and defense mechanisms. Our objective is to offer a nuanced understanding of LLM attacks, foster awareness within the AI community, and inspire robust solutions to mitigate these risks in future developments.","A comprehensive survey of attacks on Large Language Models (LLMs) exploring various forms of attacks, their potential impacts, and defense strategies."
"Exploring Vulnerabilities and Protections in Large Language Models: A
  Survey","https://scispace.com/paper/exploring-vulnerabilities-and-protections-in-large-language-44yolaqzca","2024","Preprint","","Frank Weizhen Liu
Chenhui Hu","10.48550/arxiv.2406.00240","https://scispace.compdf/exploring-vulnerabilities-and-protections-in-large-language-44yolaqzca.pdf","As Large Language Models (LLMs) increasingly become key components in various AI applications, understanding their security vulnerabilities and the effectiveness of defense mechanisms is crucial. This survey examines the security challenges of LLMs, focusing on two main areas: Prompt Hacking and Adversarial Attacks, each with specific types of threats. Under Prompt Hacking, we explore Prompt Injection and Jailbreaking Attacks, discussing how they work, their potential impacts, and ways to mitigate them. Similarly, we analyze Adversarial Attacks, breaking them down into Data Poisoning Attacks and Backdoor Attacks. This structured examination helps us understand the relationships between these vulnerabilities and the defense strategies that can be implemented. The survey highlights these security challenges and discusses robust defensive frameworks to protect LLMs against these threats. By detailing these security issues, the survey contributes to the broader discussion on creating resilient AI systems that can resist sophisticated attacks. ","The security vulnerabilities and protections in large language models are explored, focusing on Prompt Hacking and Adversarial Attacks. The survey discusses various types of attacks and defense strategies."
"Survey of Vulnerabilities in Large Language Models Revealed by Adversarial Attacks","https://scispace.com/paper/survey-of-vulnerabilities-in-large-language-models-revealed-r7sy13dyde","2023","Journal Article","arXiv.org","Erfan Shayegani
Md. Abdullah Al Mamun
Yu Fu
Pedram Zaree
Yue Dong
Nael Abu-Ghazaleh","10.48550/arxiv.2310.10844","https://scispace.compdf/survey-of-vulnerabilities-in-large-language-models-revealed-r7sy13dyde.pdf","Large Language Models (LLMs) are swiftly advancing in architecture and capability, and as they integrate more deeply into complex systems, the urgency to scrutinize their security properties grows. This paper surveys research in the emerging interdisciplinary field of adversarial attacks on LLMs, a subfield of trustworthy ML, combining the perspectives of Natural Language Processing and Security. Prior work has shown that even safety-aligned LLMs (via instruction tuning and reinforcement learning through human feedback) can be susceptible to adversarial attacks, which exploit weaknesses and mislead AI systems, as evidenced by the prevalence of `jailbreak' attacks on models like ChatGPT and Bard. In this survey, we first provide an overview of large language models, describe their safety alignment, and categorize existing research based on various learning structures: textual-only attacks, multi-modal attacks, and additional attack methods specifically targeting complex systems, such as federated learning or multi-agent systems. We also offer comprehensive remarks on works that focus on the fundamental sources of vulnerabilities and potential defenses. To make this field more accessible to newcomers, we present a systematic review of existing works, a structured typology of adversarial attack concepts, and additional resources, including slides for presentations on related topics at the 62nd Annual Meeting of the Association for Computational Linguistics (ACL'24).","Research in the emerging interdisciplinary field of adversarial attacks on LLMs, a subfield of trustworthy ML, is surveyed, combining the perspectives of Natural Language Processing and Security."
"Benchmarking LLAMA Model Security Against OWASP Top 10 For LLM Applications","https://scispace.com/paper/benchmarking-llama-model-security-against-owasp-top-10-for-ui1it1lp2w0v","2026","Journal Article","","Nourin Shahin
Izzat Alsmadi","10.48550/arxiv.2601.19970","","As large language models (LLMs) move from research prototypes to enterprise systems, their security vulnerabilities pose serious risks to data privacy and system integrity. This study benchmarks various Llama model variants against the OWASP Top 10 for LLM Applications framework, evaluating threat detection accuracy, response safety, and computational overhead. Using the FABRIC testbed with NVIDIA A30 GPUs, we tested five standard Llama models and five Llama Guard variants on 100 adversarial prompts covering ten vulnerability categories. Our results reveal significant differences in security performance: the compact Llama-Guard-3-1B model achieved the highest detection rate of 76% with minimal latency (0.165s per test), whereas base models such as Llama-3.1-8B failed to detect threats (0% accuracy) despite longer inference times (0.754s). We observe an inverse relationship between model size and security effectiveness, suggesting that smaller, specialized models often outperform larger general-purpose ones in security tasks. Additionally, we provide an open-source benchmark dataset including adversarial prompts, threat labels, and attack metadata to support reproducible research in AI security, [1]. ","This study benchmarks Llama model variants against OWASP Top 10 for LLM Applications, evaluating threat detection accuracy, response safety, and computational overhead, revealing significant differences in security performance between model sizes and types."
"Preserving Fairness and Safety in Quantized LLMs Through Critical Weight Protection","https://scispace.com/paper/preserving-fairness-and-safety-in-quantized-llms-through-9qzxq43yp5ax","2026","Journal Article","","Muhammad Alif Al Hakim
Alfan Farizki Wicaksono
Fajri Koto","10.48550/arxiv.2601.12033","","Quantization is widely adopted to reduce the computational cost of large language models (LLMs); however, its implications for fairness and safety, particularly in dynamic quantization and multilingual contexts, remain underexplored. In this work, we conduct a systematic study of how static and dynamic quantization methods impact fairness and safety across benchmarks measuring intrinsic and extrinsic bias and safety alignment. For fairness, we evaluate English, French, Dutch, Spanish, and Turkish; for safety, we focus on English, Korean, and Arabic. Our findings reveal that quantization consistently degrades fairness and safety, with dynamic methods demonstrating greater stability than static ones. Moreover, fairness degradation varies across languages, while safety deterioration is especially pronounced in non-English settings. To address these risks, we introduce Critical Weight Protection, a novel technique that identifies and preserves fairness- and safety-critical weights during quantization. This approach effectively mitigates bias and safety deterioration without costly retraining or alignment, maintaining trustworthiness while retaining efficiency. ","This study examines the impact of static and dynamic quantization on fairness and safety in large language models, revealing degradation across benchmarks, and introduces Critical Weight Protection to mitigate bias and safety risks without retraining or alignment."
"Mind the Gap: A Practical Attack on GGUF Quantization","https://scispace.com/paper/mind-the-gap-a-practical-attack-on-gguf-quantization-ngiygw0b0zbz","2025","Journal Article","","Egashira Kazuki
Staab, Robin
Vero, Mark
He Jingxuan
Vechev Martin","10.48550/arxiv.2505.23786","","With the increasing size of frontier LLMs, post-training quantization has become the standard for memory-efficient deployment. Recent work has shown that basic rounding-based quantization schemes pose security risks, as they can be exploited to inject malicious behaviors into quantized models that remain hidden in full precision. However, existing attacks cannot be applied to more complex quantization methods, such as the GGUF family used in the popular ollama and llama$.$cpp frameworks. In this work, we address this gap by introducing the first attack on GGUF. Our key insight is that the quantization error -- the difference between the full-precision weights and their (de-)quantized version -- provides sufficient flexibility to construct malicious quantized models that appear benign in full precision. Leveraging this, we develop an attack that trains the target malicious LLM while constraining its weights based on quantization errors. We demonstrate the effectiveness of our attack on three popular LLMs across nine GGUF quantization data types on three diverse attack scenarios: insecure code generation ($Δ$=$88.7\%$), targeted content injection ($Δ$=$85.0\%$), and benign instruction refusal ($Δ$=$30.1\%$). Our attack highlights that (1) the most widely used post-training quantization method is susceptible to adversarial interferences, and (2) the complexity of quantization schemes alone is insufficient as a defense. ","Researchers introduce the first attack on GGUF quantization, a widely used method for memory-efficient deployment of large language models, demonstrating its susceptibility to malicious behaviors and highlighting the need for improved security measures."
"Attack and defense techniques in large language models: A survey and new perspectives","https://scispace.com/paper/attack-and-defense-techniques-in-large-language-models-a-wgfu4eq4tmxc","2025","Journal Article","","Liao, Zhiyu
Chen Kang
Lin Yuan-guo
Li, Kangkang
Liu Yunxuan
Chen Hefeng
Huang Xing-wang
Yu Yuanhui","10.48550/arxiv.2505.00976","https://scispace.compdf/attack-and-defense-techniques-in-large-language-models-a-wgfu4eq4tmxc.pdf","Large Language Models (LLMs) have become central to numerous natural language processing tasks, but their vulnerabilities present significant security and ethical challenges. This systematic survey explores the evolving landscape of attack and defense techniques in LLMs. We classify attacks into adversarial prompt attack, optimized attacks, model theft, as well as attacks on application of LLMs, detailing their mechanisms and implications. Consequently, we analyze defense strategies, including prevention-based and detection-based defense methods. Although advances have been made, challenges remain to adapt to the dynamic threat landscape, balance usability with robustness, and address resource constraints in defense implementation. We highlight open problems, including the need for adaptive scalable defenses, explainable security techniques, and standardized evaluation frameworks. This survey provides actionable insights and directions for developing secure and resilient LLMs, emphasizing the importance of interdisciplinary collaboration and ethical considerations to mitigate risks in real-world applications. ",""
"Quantization Aware Attack: Enhancing the Transferability of Adversarial
  Attacks across Target Models with Different Quantization Bitwidths","https://scispace.com/paper/quantization-aware-attack-enhancing-the-transferability-of-4llen913","2023","Posted Content","","","10.48550/arxiv.2305.05875","https://scispace.com/pdf/quantization-aware-attack-enhancing-the-transferability-of-4llen913.pdf","Quantized Neural Networks (QNNs) receive increasing attention in resource-constrained scenarios because of their excellent generalization abilities, but their robustness under realistic black-box adversarial attacks has not been deeply studied, in which the adversary requires to improve the attack capability across target models with unknown quantization bitwidths. One major challenge is that adversarial examples transfer poorly against QNNs with unknown bitwidths because of the quantization shift and gradient misalignment issues. This paper proposes the Quantization Aware Attack to enhance the attack transferability by making the substitute model ``aware of'' the target of attacking models with multiple bitwidths. Specifically, we design a training objective with multiple bitwidths to align the gradient of the substitute model with the target model with different bitwidths and thus mitigate the negative effect of the above two issues. We conduct comprehensive evaluations by performing multiple transfer-based attacks on standard models and defense models with different architectures and quantization bitwidths. Experimental results show that QAA significantly improves the adversarial transferability of the state-of-the-art attacks by 3.4%-20.9% against normally trained models and 3.7%-13.4% against adversarially trained models on average. ","In this article , the authors proposed a quantization aware attack to enhance the attack transferability by making the substitute model ''aware of'' the target of attacking models with multiple bitwidths."
"On Adversarial Robustness and Out-of-Distribution Robustness of Large
  Language Models","https://scispace.com/paper/on-adversarial-robustness-and-out-of-distribution-robustness-3zz8ftbaejse","2024","Journal Article","","Ai‐Li Yang
Jordan Tab
Parth Shah
Paul Kotchavong","10.48550/arxiv.2412.10535","https://scispace.compdf/on-adversarial-robustness-and-out-of-distribution-robustness-3zz8ftbaejse.pdf","The increasing reliance on large language models (LLMs) for diverse applications necessitates a thorough understanding of their robustness to adversarial perturbations and out-of-distribution (OOD) inputs. In this study, we investigate the correlation between adversarial robustness and OOD robustness in LLMs, addressing a critical gap in robustness evaluation. By applying methods originally designed to improve one robustness type across both contexts, we analyze their performance on adversarial and out-of-distribution benchmark datasets. The input of the model consists of text samples, with the output prediction evaluated in terms of accuracy, precision, recall, and F1 scores in various natural language inference tasks. Our findings highlight nuanced interactions between adversarial robustness and OOD robustness, with results indicating limited transferability between the two robustness types. Through targeted ablations, we evaluate how these correlations evolve with different model sizes and architectures, uncovering model-specific trends: smaller models like LLaMA2-7b exhibit neutral correlations, larger models like LLaMA2-13b show negative correlations, and Mixtral demonstrates positive correlations, potentially due to domain-specific alignment. These results underscore the importance of hybrid robustness frameworks that integrate adversarial and OOD strategies tailored to specific models and domains. Further research is needed to evaluate these interactions across larger models and varied architectures, offering a pathway to more reliable and generalizable LLMs. ","This study investigates the correlation between adversarial robustness and out-of-distribution robustness in large language models, revealing nuanced interactions and limited transferability between the two robustness types, with model-specific trends and implications for hybrid robustness frameworks."
"Quantization-Aware Interval Bound Propagation for Training Certifiably Robust Quantized Neural Networks","https://scispace.com/paper/quantization-aware-interval-bound-propagation-for-training-r8usot1f","2023","Journal Article","Proceedings of the ... AAAI Conference on Artificial Intelligence","","10.1609/aaai.v37i12.26747","https://scispace.com/pdf/quantization-aware-interval-bound-propagation-for-training-r8usot1f.pdf","We study the problem of training and certifying adversarially robust quantized neural networks (QNNs). Quantization is a technique for making neural networks more efficient by running them using low-bit integer arithmetic and is therefore commonly adopted in industry. Recent work has shown that floating-point neural networks that have been verified to be robust can become vulnerable to adversarial attacks after quantization, and certification of the quantized representation is necessary to guarantee robustness. In this work, we present quantization-aware interval bound propagation (QA-IBP), a novel method for training robust QNNs. Inspired by advances in robust learning of non-quantized networks, our training algorithm computes the gradient of an abstract representation of the actual network. Unlike existing approaches, our method can handle the discrete semantics of QNNs. Based on QA-IBP, we also develop a complete verification procedure for verifying the adversarial robustness of QNNs, which is guaranteed to terminate and produce a correct answer. Compared to existing approaches, the key advantage of our verification procedure is that it runs entirely on GPU or other accelerator devices. We demonstrate experimentally that our approach significantly outperforms existing methods and establish the new state-of-the-art for training and certifying the robustness of QNNs. ","In this article , a quantization-aware interval bound propagation (QA-IBP) method is proposed for training adversarially robust quantized neural networks (QNNs)."
"Exploring Vulnerabilities and Threats in Large Language Models: Safeguarding Against Exploitation and Misuse","https://scispace.com/paper/exploring-vulnerabilities-and-threats-in-large-language-5xqde01m73nj","2024","Journal Article","Indian Scientific Journal Of Research In Engineering And Management","Mr. Aarush Varma
Dr. Mohan Kshirsagar","10.55041/ijsrem36608","","This research paper delves into the inherent vulnerabilities and potential threats posed by large language models (LLMs), focusing on their implications across diverse applications such as natural language processing and data privacy. The study aims to identify and analyze these risks comprehensively, emphasizing the importance of mitigating strategies to prevent exploitation and misuse in LLM deployments. In recent years, LLMs have revolutionized fields like automated content generation, sentiment analysis, and conversational agents, yet their immense capabilities also raise significant security concerns. Vulnerabilities such as bias amplification, adversarial attacks, and unintended data leakage can undermine trust and compromise user privacy. Through a systematic examination of these challenges, this paper proposes safeguarding measures crucial for responsibly harnessing the potential of LLMs while minimizing associated risks. It underscores the necessity of rigorous security protocols, including robust encryption methods, enhanced authentication mechanisms, and continuous monitoring frameworks. Furthermore, the research discusses regulatory implications and ethical considerations surrounding LLM usage, advocating for transparency, accountability, and stakeholder engagement in policy- making and deployment practices. By synthesizing insights from current literature and real-world case studies, this study provides a comprehensive framework for stakeholders—developers, policymakers, and users—to navigate the complex landscape of LLM security effectively. Ultimately, this research aims to inform future advancements in LLM technology, ensuring its safe and beneficial integration into various domains while mitigating potential risks to individuals and society as a whole. Keywords— Adversarial attacks on LLMs, Bias in LLMs, Data privacy in LLMs, Ethical considerations LLMs, Exploitation of LLMs, Large Language Models (LLMs), Misuse of LLMs, Mitigation strategies for LLMs, Natural Language Processing (NLP), Regulatory frameworks LLMs, Responsible deployment of LLMs, Risks of LLMs, Security implications of LLMs, Threats to LLMs, Vulnerabilities in LLMs.","This study identifies vulnerabilities and threats in large language models, including bias amplification, adversarial attacks, and data leakage, and proposes safeguarding measures such as robust encryption, enhanced authentication, and continuous monitoring to mitigate risks and ensure responsible deployment."
"Enhancing Machine Learning Security With Robust Discretization-Based Defenses Against Adversarial Attacks","https://scispace.com/paper/enhancing-machine-learning-security-with-robust-q2nktnpdp9k1","2025","Journal Article","Advances in computational intelligence and robotics book series","Chetan Hiraman Patil
Mohd Zuber
Ankit Temurnikar","10.4018/979-8-3373-3241-3.ch019","","Machine learning (ML) models have security weaknesses, as small input perturbations cause misclassifications, risking healthcare, finance, and autonomous systems. A defense strategy using discrete representation transformation of continuous features enhances model resistance to adversarial attacks. A comparative analysis of discretization methods—quantization, binning, and entropy-based partitioning—applies to ML models like decision trees and deep neural networks. Our defense is tested on adversarial datasets (ImageNet-A, MNIST Adversarial, CIFAR-10 Adversarial) against FGSM, PGD, and CW attacks. Performance evaluation considers accuracy, robustness, adversarial transferability, and computational efficiency. Results show discretization reduces misclassification by 30% while maintaining strong prediction performance. Our research highlights its low cost compared to adversarial training, ensuring scalability. Future work explores adaptive and hybrid discretization to enhance ML security and optimize robustness-efficiency trade-offs. ","This study proposes a discretization-based defense against adversarial attacks, enhancing machine learning model security by 30% with low computational cost, outperforming adversarial training and maintaining strong prediction performance on various datasets and attacks."
"Spear: Evaluate the Adversarial Robustness of Compressed Neural Models","https://scispace.com/paper/spear-evaluate-the-adversarial-robustness-of-compressed-3m1otw4odf","2024","Journal Article","","Chong Yu
Tao Chen
Zhongxue Gan
Jiayuan Fan","10.24963/ijcai.2024/177","","As Artificial Intelligence evolves, the neural models vulnerable to adversarial attacks may produce fatal results in critical applications. This paper mainly discusses the robustness of the compressed neural models facing adversarial attacks. A few studies discuss the interaction between model compression and adversarial attack. However, they focus on the robustness against the traditional attacks designed for the dense models, not the attacks intended explicitly for the compressed models, using sparsity and quantization techniques. Compressed models often have fewer parameters and smaller sizes that are more friendly to resource-limited devices than dense models, so they are widely deployed in various edge and mobile devices. However, introducing the sparsity and quantization into neural models further imposes higher attack risks. A specific adversarial attack method (Spear) is proposed to generate the particular adversarial attack samples for evaluating the robustness of the compressed models. The Spear attack finds minimal perturbations to create the attack samples to maximize the different behaviors between the compressed and dense reference models. We demonstrate the proposed Spear attack technique can generally be applied to various networks and tasks through quantitative and ablation experiments. ","The proposed Spear attack method is proposed to generate the particular adversarial attack samples for evaluating the robustness of the compressed models, and it is demonstrated the proposed Spear attack technique can generally be applied to various networks and tasks through quantitative and ablation experiments."
"Breaking the Shield: Adversarial Jailbreak Attacks and Defense Mechanisms in Large Language Models","https://scispace.com/paper/breaking-the-shield-adversarial-jailbreak-attacks-and-hizzok5y8d6e","2025","Journal Article","","Hemraj Shobharam Lamkuche","10.1109/eites66543.2025.00023","","Large Language Models (LLMs) are increasingly used across diverse applications, raising security concerns, especially regarding jail-break attacks that bypass safety measures. This paper presents a systematic security evaluation of LLMs, exploring the effectiveness of jail-break detection methods, the security progression across model versions, the relationship between model size and vulnerability, and the impact of combined defense strategies. We evaluate both open-source (e.g., LLama, Mistral) and proprietary models (e.g., GPT-4) using four state-of-the-art attack techniques and three novel defenses. Our findings offer insights into the trade-offs between performance and safety in LLM deployment.","This paper evaluates the security of Large Language Models (LLMs) against jail-break attacks, exploring detection methods, model version vulnerabilities, and defense strategies, providing insights into performance-safety trade-offs in LLM deployment across open-source and proprietary models."
"SLMQuant: Benchmarking Small Language Model Quantization for Practical Deployment","https://scispace.com/paper/slmquant-benchmarking-small-language-model-quantization-for-vnijamzl3erb","2025","Journal Article","","Jiacheng Wang
Yejun Zeng
Jinyang Guo
Yuqing Ma
Aishan Liu
Xianglong Liu","10.1145/3746262.3761973","","Despite the growing interest in Small Language Models (SLMs) as resource-efficient alternatives to Large Language Models (LLMs), their deployment on edge devices remains challenging due to unresolved efficiency gaps in model compression. While quantization has proven effective for LLMs, its applicability to SLMs is significantly underexplored, with critical questions about differing quantization bottlenecks and efficiency profiles. This paper introduces SLMQuant, the first systematic benchmark for evaluating LLM compression techniques when applied to SLMs. Through comprehensive multi-track evaluations across diverse architectures and tasks, we analyze how state-of-the-art quantization methods perform on SLMs. Our findings reveal fundamental disparities between SLMs and LLMs in quantization sensitivity, demonstrating that direct transfer of LLM-optimized techniques leads to suboptimal results due to SLMs' unique architectural characteristics and training dynamics. We identify key factors governing effective SLM quantization and propose actionable design principles for SLM-tailored compression. SLMQuant establishes a foundational framework for advancing efficient SLM deployment on low-end devices in edge applications, and provides critical insights for deploying lightweight language models in resource-constrained scenarios.","This paper introduces SLMQuant, a benchmark for evaluating LLM compression techniques on Small Language Models (SLMs), revealing disparities in quantization sensitivity and proposing design principles for efficient SLM deployment on low-end devices."
