"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"RAG Security and Privacy: Formalizing the Threat Model and Attack Surface","https://scispace.com/paper/rag-security-and-privacy-formalizing-the-threat-model-and-speu5gj7x102","2025","Journal Article","","","10.48550/arxiv.2509.20324","https://scispace.compdf/rag-security-and-privacy-formalizing-the-threat-model-and-speu5gj7x102.pdf","Retrieval-Augmented Generation (RAG) is an emerging approach in natural language processing that combines large language models (LLMs) with external document retrieval to produce more accurate and grounded responses. While RAG has shown strong potential in reducing hallucinations and improving factual consistency, it also introduces new privacy and security challenges that differ from those faced by traditional LLMs. Existing research has demonstrated that LLMs can leak sensitive information through training data memorization or adversarial prompts, and RAG systems inherit many of these vulnerabilities. At the same time, reliance of RAG on an external knowledge base opens new attack surfaces, including the potential for leaking information about the presence or content of retrieved documents, or for injecting malicious content to manipulate model behavior. Despite these risks, there is currently no formal framework that defines the threat landscape for RAG systems. In this paper, we address a critical gap in the literature by proposing, to the best of our knowledge, the first formal threat model for retrieval-RAG systems. We introduce a structured taxonomy of adversary types based on their access to model components and data, and we formally define key threat vectors such as document-level membership inference and data poisoning, which pose serious privacy and integrity risks in real-world deployments. By establishing formal definitions and attack models, our work lays the foundation for a more rigorous and principled understanding of privacy and security in RAG systems.","This paper proposes a formal threat model for Retrieval-Augmented Generation (RAG) systems, addressing the lack of a structured framework for understanding RAG's unique security and privacy challenges, including data poisoning and membership inference attacks."
"Pirates of the RAG: Adaptively Attacking LLMs to Leak Knowledge Bases","https://scispace.com/paper/pirates-of-the-rag-adaptively-attacking-llms-to-leak-caea9z5l2qvr","2025","Journal Article","Frontiers in artificial intelligence and applications","Christian Di Maio
Cristian Cosci
Marco Maggini
Valentina Poggioni
Stefano Melacci","10.3233/faia251293","","The growing ubiquity of Retrieval-Augmented Generation (RAG) systems in several real-world services triggers severe concerns about their security. A RAG system improves the generative capabilities of a Large Language Model (LLM) by a retrieval mechanism that operates on a private knowledge base, whose unintended exposure could lead to severe consequences, including breaches of private and sensitive information. This paper presents a black-box attack to force a RAG system to leak its private knowledge base which, unlike existing approaches, is both adaptive and automatic. A relevance-based mechanism and an attacker-side open-source LLM favor the generation of effective queries to leak most of the (hidden) knowledge base. Extensive experimentation proves the quality of the proposed algorithm in different RAG pipelines and domains, compared to very recent related approaches, which turn out to be either not fully black-box, not adaptive, or not based on open-source models. The findings from our study highlight the urgent need for more robust privacy safeguards in the design and deployment of RAG systems. We have made the open-source code for our experimental procedure available for public use [12]. ",""
"Understanding and Mitigating Poisoning Attacks in Large Language Models","https://scispace.com/paper/understanding-and-mitigating-poisoning-attacks-in-large-foq57fowp65s","2025","Repository","","Allika, Krishnakanth","10.5281/zenodo.17494414","","This paper explores the growing threat of data poisoning and backdoor attacks in large language models (LLMs), revealing that even a small, fixed number of poisoned samples—around 250 documents—can compromise models up to 13B parameters. It synthesizes recent research, explains experimental methodologies from Anthropic and others, and provides actionable defense strategies for AI engineers and enterprises. The work emphasizes the urgent need for trusted data pipelines, anomaly detection, and post-training audits to ensure AI model integrity at scale. ",""
"A-MemGuard: A Proactive Defense Framework for LLM-Based Agent Memory","https://scispace.com/paper/a-memguard-a-proactive-defense-framework-for-llm-based-agent-zs0zvgbx2htu","2025","Journal Article","","Wang Yao-chen
Li Xinfeng
Li Lijun
Yin, Zhenfei
Zhan Yi
Holz, Thorsten
Lin Zhiqiang
Wang XiaoFeng","10.48550/arxiv.2510.02373","","Large Language Model (LLM) agents use memory to learn from past interactions, enabling autonomous planning and decision-making in complex environments. However, this reliance on memory introduces a critical security risk: an adversary can inject seemingly harmless records into an agent's memory to manipulate its future behavior. This vulnerability is characterized by two core aspects: First, the malicious effect of injected records is only activated within a specific context, making them hard to detect when individual memory entries are audited in isolation. Second, once triggered, the manipulation can initiate a self-reinforcing error cycle: the corrupted outcome is stored as precedent, which not only amplifies the initial error but also progressively lowers the threshold for similar attacks in the future. To address these challenges, we introduce A-MemGuard (Agent-Memory Guard), the first proactive defense framework for LLM agent memory. The core idea of our work is the insight that memory itself must become both self-checking and self-correcting. Without modifying the agent's core architecture, A-MemGuard combines two mechanisms: (1) consensus-based validation, which detects anomalies by comparing reasoning paths derived from multiple related memories and (2) a dual-memory structure, where detected failures are distilled into ``lessons'' stored separately and consulted before future actions, breaking error cycles and enabling adaptation. Comprehensive evaluations on multiple benchmarks show that A-MemGuard effectively cuts attack success rates by over 95% while incurring a minimal utility cost. This work shifts LLM memory security from static filtering to a proactive, experience-driven model where defenses strengthen over time. Our code is available in https://github.com/TangciuYueng/AMemGuard ",""
"Phantom: General Trigger Attacks on Retrieval Augmented Language
  Generation","https://scispace.com/paper/phantom-general-trigger-attacks-on-retrieval-augmented-58rvkycu6t","2024","Preprint","","Harsh Chaudhari
Giorgio Severi
John Abascal
Matthew Jagielski
Christopher A. Choquette-Choo
Milad Nasr
Cristina Nita-Rotaru
Apostol Vassilev","10.48550/arxiv.2405.20485","https://scispace.compdf/phantom-general-trigger-attacks-on-retrieval-augmented-58rvkycu6t.pdf","Retrieval Augmented Generation (RAG) expands the capabilities of modern large language models (LLMs) in chatbot applications, enabling developers to adapt and personalize the LLM output without expensive training or fine-tuning. RAG systems use an external knowledge database to retrieve the most relevant documents for a given query, providing this context to the LLM generator. While RAG achieves impressive utility in many applications, its adoption to enable personalized generative models introduces new security risks. In this work, we propose new attack surfaces for an adversary to compromise a victim's RAG system, by injecting a single malicious document in its knowledge database. We design Phantom, general two-step attack framework against RAG augmented LLMs. The first step involves crafting a poisoned document designed to be retrieved by the RAG system within the top-k results only when an adversarial trigger, a specific sequence of words acting as backdoor, is present in the victim's queries. In the second step, a specially crafted adversarial string within the poisoned document triggers various adversarial attacks in the LLM generator, including denial of service, reputation damage, privacy violations, and harmful behaviors. We demonstrate our attacks on multiple LLM architectures, including Gemma, Vicuna, and Llama. ","The paper proposes Phantom, a general trigger attacks framework against retrieval augmented language generation models, exploiting the vulnerabilities introduced by the integration of external knowledge bases."
"Safeguarding Privacy of Retrieval Data against Membership Inference Attacks: Is This Query Too Close to Home?","https://scispace.com/paper/safeguarding-privacy-of-retrieval-data-against-membership-uyjrhdkucgek","2025","Journal Article","arXiv.org","Yujin Choi
Youngjoo Park
Junyoung Byun
Jaewook Lee
Jinseong Park","10.48550/arxiv.2505.22061","","Retrieval-augmented generation (RAG) mitigates the hallucination problem in large language models (LLMs) and has proven effective for personalized usages. However, delivering private retrieved documents directly to LLMs introduces vulnerability to membership inference attacks (MIAs), which try to determine whether the target data point exists in the private external database or not. Based on the insight that MIA queries typically exhibit high similarity to only one target document, we introduce a novel similarity-based MIA detection framework designed for the RAG system. With the proposed method, we show that a simple detect-and-hide strategy can successfully obfuscate attackers, maintain data utility, and remain system-agnostic against MIA. We experimentally prove its detection and defense against various state-of-the-art MIA methods and its adaptability to existing RAG systems.","This study proposes a similarity-based framework to detect and prevent membership inference attacks on retrieval-augmented generation systems, effectively safeguarding private data while maintaining utility and system-agnostic defense against various state-of-the-art attacks."
"LeakSealer: A Semisupervised Defense for LLMs Against Prompt Injection and Leakage Attacks","https://scispace.com/paper/leaksealer-a-semisupervised-defense-for-llms-against-prompt-qlwvjnauozqe","2025","Journal Article","arXiv.org","Francesco Panebianco
Stefano Bonfanti
Francesco Trovò
Michele Carminati","10.48550/arxiv.2508.00602","https://scispace.compdf/leaksealer-a-semisupervised-defense-for-llms-against-prompt-qlwvjnauozqe.pdf","The generalization capabilities of Large Language Models (LLMs) have led to their widespread deployment across various applications. However, this increased adoption has introduced several security threats, notably in the forms of jailbreaking and data leakage attacks. Additionally, Retrieval Augmented Generation (RAG), while enhancing context-awareness in LLM responses, has inadvertently introduced vulnerabilities that can result in the leakage of sensitive information. Our contributions are twofold. First, we introduce a methodology to analyze historical interaction data from an LLM system, enabling the generation of usage maps categorized by topics (including adversarial interactions). This approach further provides forensic insights for tracking the evolution of jailbreaking attack patterns. Second, we propose LeakSealer, a model-agnostic framework that combines static analysis for forensic insights with dynamic defenses in a Human-In-The-Loop (HITL) pipeline. This technique identifies topic groups and detects anomalous patterns, allowing for proactive defense mechanisms. We empirically evaluate LeakSealer under two scenarios: (1) jailbreak attempts, employing a public benchmark dataset, and (2) PII leakage, supported by a curated dataset of labeled LLM interactions. In the static setting, LeakSealer achieves the highest precision and recall on the ToxicChat dataset when identifying prompt injection. In the dynamic setting, PII leakage detection achieves an AUPRC of $0.97$, significantly outperforming baselines such as Llama Guard.","This paper introduces LeakSealer, a model-agnostic framework for defending LLMs against prompt injection and data leakage attacks, utilizing static analysis and human-in-the-loop dynamic defenses to identify anomalous patterns and proactively prevent security threats."
"TrustRAG: Enhancing Robustness and Trustworthiness in RAG","https://scispace.com/paper/trustrag-enhancing-robustness-and-trustworthiness-in-rag-2pvsvjxehxjl","2025","Journal Article","","Huichi Zhou
Kuan J. Lee
Zhonghao Zhan
Yue Chen
Zhenhao Li","10.48550/arxiv.2501.00879","https://scispace.compdf/trustrag-enhancing-robustness-and-trustworthiness-in-rag-2pvsvjxehxjl.pdf","Retrieval-Augmented Generation (RAG) systems enhance large language models (LLMs) by integrating external knowledge sources, enabling more accurate and contextually relevant responses tailored to user queries. However, these systems remain vulnerable to corpus poisoning attacks that can significantly degrade LLM performance through the injection of malicious content. To address these challenges, we propose TrustRAG, a robust framework that systematically filters compromised and irrelevant content before it reaches the language model. Our approach implements a two-stage defense mechanism: first, it employs K-means clustering to identify potential attack patterns in retrieved documents based on their semantic embeddings, effectively isolating suspicious content. Second, it leverages cosine similarity and ROUGE metrics to detect malicious documents while resolving discrepancies between the model's internal knowledge and external information through a self-assessment process. TrustRAG functions as a plug-and-play, training-free module that integrates seamlessly with any language model, whether open or closed-source, maintaining high contextual relevance while strengthening defenses against attacks. Through extensive experimental validation, we demonstrate that TrustRAG delivers substantial improvements in retrieval accuracy, efficiency, and attack resistance compared to existing approaches across multiple model architectures and datasets. We have made TrustRAG available as open-source software at \url{https://github.com/HuichiZhou/TrustRAG}. ","TrustRAG, a robust framework, enhances Retrieval-Augmented Generation (RAG) systems by filtering compromised content through K-means clustering and cosine similarity, improving retrieval accuracy, efficiency, and attack resistance while maintaining contextual relevance."
"Injecting Falsehoods: Adversarial Man-in-the-Middle Attacks Undermining Factual Recall in LLMs","https://scispace.com/paper/injecting-falsehoods-adversarial-man-in-the-middle-attacks-7s8f962lawse","2025","Journal Article","arXiv.org","Alina Fastowski
Bardh Prenkaj
Yuxiao Li
Gjergji Kasneci","10.48550/arxiv.2511.05919","https://export.arxiv.org/pdf/2511.05919v2.pdf","LLMs are now an integral part of information retrieval. As such, their role as question answering chatbots raises significant concerns due to their shown vulnerability to adversarial man-in-the-middle (MitM) attacks. Here, we propose the first principled attack evaluation on LLM factual memory under prompt injection via Xmera, our novel, theory-grounded MitM framework. By perturbing the input given to""victim""LLMs in three closed-book and fact-based QA settings, we undermine the correctness of the responses and assess the uncertainty of their generation process. Surprisingly, trivial instruction-based attacks report the highest success rate (up to ~85.3%) while simultaneously having a high uncertainty for incorrectly answered questions. To provide a simple defense mechanism against Xmera, we train Random Forest classifiers on the response uncertainty levels to distinguish between attacked and unattacked queries (average AUC of up to ~96%). We believe that signaling users to be cautious about the answers they receive from black-box and potentially corrupt LLMs is a first checkpoint toward user cyberspace safety.","Researchers propose Xmera, a novel framework for adversarial man-in-the-middle attacks on Large Language Models (LLMs), demonstrating high success rates (~85.3%) in undermining factual recall, and developing a defense mechanism using Random Forest classifiers to detect attacked queries."
"Disabling Self-Correction in Retrieval-Augmented Generation via Stealthy Retriever Poisoning","https://scispace.com/paper/disabling-self-correction-in-retrieval-augmented-generation-c30hofxbf6pi","2025","Journal Article","arXiv.org","Yanbo Dai
Zhenlan Ji
Zongjie Li
Kuan Li
Shuai Wang","10.48550/arxiv.2508.20083","https://scispace.compdf/disabling-self-correction-in-retrieval-augmented-generation-c30hofxbf6pi.pdf","Retrieval-Augmented Generation (RAG) has become a standard approach for improving the reliability of large language models (LLMs). Prior work demonstrates the vulnerability of RAG systems by misleading them into generating attacker-chosen outputs through poisoning the knowledge base. However, this paper uncovers that such attacks could be mitigated by the strong \textit{self-correction ability (SCA)} of modern LLMs, which can reject false context once properly configured. This SCA poses a significant challenge for attackers aiming to manipulate RAG systems. In contrast to previous poisoning methods, which primarily target the knowledge base, we introduce \textsc{DisarmRAG}, a new poisoning paradigm that compromises the retriever itself to suppress the SCA and enforce attacker-chosen outputs. This compromisation enables the attacker to straightforwardly embed anti-SCA instructions into the context provided to the generator, thereby bypassing the SCA. To this end, we present a contrastive-learning-based model editing technique that performs localized and stealthy edits, ensuring the retriever returns a malicious instruction only for specific victim queries while preserving benign retrieval behavior. To further strengthen the attack, we design an iterative co-optimization framework that automatically discovers robust instructions capable of bypassing prompt-based defenses. We extensively evaluate DisarmRAG across six LLMs and three QA benchmarks. Our results show near-perfect retrieval of malicious instructions, which successfully suppress SCA and achieve attack success rates exceeding 90\% under diverse defensive prompts. Also, the edited retriever remains stealthy under several detection methods, highlighting the urgent need for retriever-centric defenses.","Researchers introduce DisarmRAG, a stealthy retriever poisoning paradigm that compromises the retriever to suppress self-correction ability in Retrieval-Augmented Generation systems, achieving near-perfect attack success rates exceeding 90% across six LLMs and three QA benchmarks."
"RAGRank: Using PageRank to Counter Poisoning in CTI LLM Pipelines","https://scispace.com/paper/ragrank-using-pagerank-to-counter-poisoning-in-cti-llm-1ir8jkns0rbq","2025","Journal Article","","Shamsi, Zain
Zhang, Daniel
Liu, Alex","10.48550/arxiv.2510.20768","","Retrieval-Augmented Generation (RAG) has emerged as the dominant architectural pattern to operationalize Large Language Model (LLM) usage in Cyber Threat Intelligence (CTI) systems. However, this design is susceptible to poisoning attacks, and previously proposed defenses can fail for CTI contexts as cyber threat information is often completely new for emerging attacks, and sophisticated threat actors can mimic legitimate formats, terminology, and stylistic conventions. To address this issue, we propose that the robustness of modern RAG defenses can be accelerated by applying source credibility algorithms on corpora, using PageRank as an example. In our experiments, we demonstrate quantitatively that our algorithm applies a lower authority score to malicious documents while promoting trusted content, using the standardized MS MARCO dataset. We also demonstrate proof-of-concept performance of our algorithm on CTI documents and feeds. ",""
"AutoTPA: Automated and Efficient Trigger-Targeted Data Poisoning in Retrieval-Augmented Generation","https://scispace.com/paper/autotpa-automated-and-efficient-trigger-targeted-data-x18n0akb013f","2025","Journal Article","","Chenhao Jin
Jian Ma
Yinghua Ma
Zhihong Zhou","10.1109/icpads67057.2025.11322925","","By synergizing external knowledge with generative capabilities, RAG is emerging as an important approach for enhancing the professionalism and reliability of Large Language Models (LLMs). However, due to the difficulty of fully ensuring the reliability of external knowledge sources, RAG systems are vulnerable to data poisoning attacks. Existing poisoning attacks are typically designed for a single specific query, exhibiting limited generalization capability. In addition, existing methods craft poisoned texts with low retrieval probability, leading to limited attack effectiveness. What is more, they also suffer from inefficiency in poisoned text construction. In this paper, we propose AutoTPA, a novel RAG poisoning attack, which targets all user queries containing the specific trigger. AutoTPA integrates dynamic query clustering, efficient and minimal candidate token set construction, as well as heuristic token evaluation algorithm, enabling automated and efficient construction of effective poisoned texts. All the attacker has to do is to determine the trigger to attack. Extensive experimental results demonstrate that AutoTPA achieves an attack success rate up to 95.5 % in less time while using only a token set sized at about 3.5 % of the original vocabulary. It significantly outperforms existing methods, showing clear advantages in both efficiency and effectiveness. ","This paper proposes AutoTPA, a novel data poisoning attack for Retrieval-Augmented Generation (RAG) systems, which targets all user queries containing a specific trigger, achieving up to 95.5% attack success rate with minimal vocabulary usage."
"Secure AI Models: Protecting LLMs from Adversarial Attacks","https://scispace.com/paper/secure-ai-models-protecting-llms-from-adversarial-attacks-283eff4mj1al","2025","Journal Article","European modern studies journal","P. B. Patel","10.59573/emsj.9(4).2025.93","","When examining the deployment of Large Language Models across high-stakes financial environments, one encounters a profound transformation that extends far beyond technological advancement to encompass fundamental challenges in cybersecurity paradigms. This article reveals how traditional security frameworks prove inadequate when confronted with the probabilistic nature of neural network systems, where adversaries exploit statistical patterns rather than discrete vulnerabilities. Through analyzing adversarial attack vectors including data poisoning, prompt injection, and model extraction techniques, it becomes apparent that LLM security demands entirely new defensive approaches. The analysis of robust safeguards demonstrates how adversarial training, sophisticated input validation, and differential privacy implementations must be orchestrated into coherent security architectures that acknowledge the unique characteristics of AI systems. Observing real-world applications in financial services and customer service domains reveals the complex tensions between operational necessity, regulatory compliance, and security imperatives. The practical implementation roadmap that emerges emphasizes how successful secure LLM deployment requires not merely technical solutions but fundamental organizational transformation, cultural shifts, and the development of interdisciplinary expertise that bridges cybersecurity, machine learning, and domain-specific business requirements. ","Large Language Models (LLMs) in high-stakes financial environments are vulnerable to adversarial attacks, requiring new defensive approaches, including adversarial training, input validation, and differential privacy, to ensure secure deployment and mitigate risks."
"Securing AI Agents Against Prompt Injection Attacks","https://scispace.com/paper/securing-ai-agents-against-prompt-injection-attacks-0i1e3904i7ix","2025","Journal Article","arXiv.org","Badrinath Ramakrishnan
Akshaya Balaji","10.48550/arxiv.2511.15759","https://export.arxiv.org/pdf/2511.15759v1.pdf","Retrieval-augmented generation (RAG) systems have become widely used for enhancing large language model capabilities, but they introduce significant security vulnerabilities through prompt injection attacks. We present a comprehensive benchmark for evaluating prompt injection risks in RAG-enabled AI agents and propose a multi-layered defense framework. Our benchmark includes 847 adversarial test cases across five attack categories: direct injection, context manipulation, instruction override, data exfiltration, and cross-context contamination. We evaluate three defense mechanisms: content filtering with embedding-based anomaly detection, hierarchical system prompt guardrails, and multi-stage response verification, across seven state-of-the-art language models. Our combined framework reduces successful attack rates from 73.2% to 8.7% while maintaining 94.3% of baseline task performance. We release our benchmark dataset and defense implementation to support future research in AI agent security.","This study presents a comprehensive benchmark for evaluating prompt injection risks in retrieval-augmented generation (RAG) AI agents and proposes a multi-layered defense framework, reducing successful attack rates from 73.2% to 8.7% while maintaining 94.3% of baseline task performance."
"The Comprehensive Review on Prompt Injection Attacks and Defense Mechanisms in Large Language Models","https://scispace.com/paper/the-comprehensive-review-on-prompt-injection-attacks-and-0yst5llfwzpp","2025","Journal Article","Science and technology of engineering, chemistry and environmental protection","Qingtian Wang","10.61173/390f5h97","","This review analyzes prompt injection attacks in large language models (LLMs) from 2019 to 2025, addressing critical security challenges as models like ChatGPT proliferate across sectors. We synthesize advances in detection, classification, and mitigation strategies, proposing a tripartite framework categorizing attacks by vector (text/image/speech), mechanism (semantic manipulation, resource exploitation), and impact (data breaches, privacy theft). Key attack vectors include the GCG algorithm, DAN jailbreaks, and resource-exhaustion tactics (e.g., Engorgio). Current defenses are evaluated for efficacy, highlighting scalability gaps and trade-offs between security and model utility. Future priorities include adaptive defense systems leveraging reinforcement learning, interdisciplinary collaboration to address ethical-technical intersections, and open threat intelligence networks for proactive vulnerability management. This work equips researchers and practitioners with actionable strategies to secure LLM ecosystems against evolving adversarial threats. ","This review synthesizes advances in detecting and mitigating prompt injection attacks in large language models, proposing a tripartite framework and evaluating current defenses, highlighting scalability gaps and future priorities for adaptive defense systems and open threat intelligence networks."
"Towards Action Hijacking of Large Language Model-based Agent","https://scispace.com/paper/towards-action-hijacking-of-large-language-model-based-agent-1hskbq9popj1","2024","Journal Article","","Yuyang Zhang
Kangjie Chen
Xudong Jiang
Yuxiang Sun
Run Wang
Lina Wang","10.48550/arxiv.2412.10807","https://scispace.compdf/towards-action-hijacking-of-large-language-model-based-agent-1hskbq9popj1.pdf","In the past few years, intelligent agents powered by large language models (LLMs) have achieved remarkable progress in performing complex tasks. These LLM-based agents receive queries as tasks and decompose them into various subtasks via the equipped LLMs to guide the action of external entities (\eg{}, tools, AI-agents) to answer the questions from users. Empowered by their exceptional capabilities of understanding and problem-solving, they are widely adopted in labor-intensive sectors including healthcare, finance, code completion, \etc{} At the same time, there are also concerns about the potential misuse of these agents, prompting the built-in safety guards from service providers. To circumvent the built-in guidelines, the prior studies proposed a multitude of attacks including memory poisoning, jailbreak, and prompt injection. These studies often fail to maintain effectiveness across safety filters employed by agents due to the restricted privileges and the harmful semantics in queries. In this paper, we introduce \Name, a novel hijacking attack to manipulate the action plans of black-box agent system. \Name first collects the action-aware memory through prompt theft from long-term memory. It then leverages the internal memory retrieval mechanism of the agent to provide an erroneous context. The huge gap between the latent spaces of the retriever and safety filters allows our method to bypass the detection easily. Extensive experimental results demonstrate the effectiveness of our apporach (\eg{}, 99.67\% ASR). Besides, our approach achieved an average bypass rate of 92.7\% for safety filters. ","Researchers propose a novel attack, Name, to hijack large language model-based agents, bypassing safety filters by manipulating internal memory and leveraging the gap between latent spaces of the retriever and safety filters, achieving 99.67% ASR and 92.7% bypass rate."
"Pirates of the RAG: Adaptively Attacking LLMs to Leak Knowledge Bases","https://scispace.com/paper/pirates-of-the-rag-adaptively-attacking-llms-to-leak-6bag6sfj11y4","2024","Journal Article","","C. Maio
Cristian Cosci
Marco Maggini
Valentina Poggioni
Stefano Melacci","10.48550/arxiv.2412.18295","https://scispace.compdf/pirates-of-the-rag-adaptively-attacking-llms-to-leak-6bag6sfj11y4.pdf","The growing ubiquity of Retrieval-Augmented Generation (RAG) systems in several real-world services triggers severe concerns about their security. A RAG system improves the generative capabilities of a Large Language Models (LLM) by a retrieval mechanism which operates on a private knowledge base, whose unintended exposure could lead to severe consequences, including breaches of private and sensitive information. This paper presents a black-box attack to force a RAG system to leak its private knowledge base which, differently from existing approaches, is adaptive and automatic. A relevance-based mechanism and an attacker-side open-source LLM favor the generation of effective queries to leak most of the (hidden) knowledge base. Extensive experimentation proves the quality of the proposed algorithm in different RAG pipelines and domains, comparing to very recent related approaches, which turn out to be either not fully black-box, not adaptive, or not based on open-source models. The findings from our study remark the urgent need for more robust privacy safeguards in the design and deployment of RAG systems. ","Researchers develop a black-box attack to leak private knowledge bases of Retrieval-Augmented Generation systems, using a relevance-based mechanism and open-source LLM, outperforming existing approaches in various pipelines and domains, highlighting the need for robust privacy safeguards."
"Securing RAG: A Risk Assessment and Mitigation Framework","https://scispace.com/paper/securing-rag-a-risk-assessment-and-mitigation-framework-8og5capru9s7","2025","Journal Article","","","10.48550/arxiv.2505.08728","","Retrieval Augmented Generation (RAG) has emerged as the de facto industry standard for user-facing NLP applications, offering the ability to integrate data without re-training or fine-tuning Large Language Models (LLMs). This capability enhances the quality and accuracy of responses but also introduces novel security and privacy challenges, particularly when sensitive data is integrated. With the rapid adoption of RAG, securing data and services has become a critical priority. This paper first reviews the vulnerabilities of RAG pipelines, and outlines the attack surface from data pre-processing and data storage management to integration with LLMs. The identified risks are then paired with corresponding mitigations in a structured overview. In a second step, the paper develops a framework that combines RAG-specific security considerations, with existing general security guidelines, industry standards, and best practices. The proposed framework aims to guide the implementation of robust, compliant, secure, and trustworthy RAG systems. ",""
"RAG-Pull: Imperceptible Attacks on RAG Systems for Code Generation","https://scispace.com/paper/rag-pull-imperceptible-attacks-on-rag-systems-for-code-kt829pjo7q1l","2025","Journal Article","","Dhar, Aritra
Cavigelli, Lukas","10.48550/arxiv.2510.11195","","Retrieval-Augmented Generation (RAG) increases the reliability and trustworthiness of the LLM response and reduces hallucination by eliminating the need for model retraining. It does so by adding external data into the LLM's context. We develop a new class of black-box attack, RAG-Pull, that inserts hidden UTF characters into queries or external code repositories, redirecting retrieval toward malicious code, thereby breaking the models' safety alignment. We observe that query and code perturbations alone can shift retrieval toward attacker-controlled snippets, while combined query-and-target perturbations achieve near-perfect success. Once retrieved, these snippets introduce exploitable vulnerabilities such as remote code execution and SQL injection. RAG-Pull's minimal perturbations can alter the model's safety alignment and increase preference towards unsafe code, therefore opening up a new class of attacks on LLMs. ",""
"Data Extraction Attacks in Retrieval-Augmented Generation via Backdoors","https://scispace.com/paper/data-extraction-attacks-in-retrieval-augmented-generation-gc26ktuoxinc","2024","Journal Article","","Yuefeng Peng
J. Wang
Yu Hong
Amir Houmansadr","10.48550/arxiv.2411.01705","https://scispace.compdf/data-extraction-attacks-in-retrieval-augmented-generation-gc26ktuoxinc.pdf","Despite significant advancements, large language models (LLMs) still struggle with providing accurate answers when lacking domain-specific or up-to-date knowledge. Retrieval-Augmented Generation (RAG) addresses this limitation by incorporating external knowledge bases, but it also introduces new attack surfaces. In this paper, we investigate data extraction attacks targeting the knowledge databases of RAG systems. We demonstrate that previous attacks on RAG largely depend on the instruction-following capabilities of LLMs, and that simple fine-tuning can reduce the success rate of such attacks to nearly zero. This makes these attacks impractical since fine-tuning is a common practice when deploying LLMs in specific domains. To further reveal the vulnerability, we propose to backdoor RAG, where a small portion of poisoned data is injected during the fine-tuning phase to create a backdoor within the LLM. When this compromised LLM is integrated into a RAG system, attackers can exploit specific triggers in prompts to manipulate the LLM to leak documents from the retrieval database. By carefully designing the poisoned data, we achieve both verbatim and paraphrased document extraction. We show that with only 3\% poisoned data, our method achieves an average success rate of 79.7\% in verbatim extraction on Llama2-7B, with a ROUGE-L score of 64.21, and a 68.6\% average success rate in paraphrased extraction, with an average ROUGE score of 52.6 across four datasets. These results underscore the privacy risks associated with the supply chain when deploying RAG systems. ","Researchers investigate data extraction attacks on Retrieval-Augmented Generation (RAG) systems, demonstrating a backdoor attack that achieves 79.7% success rate in verbatim extraction and 68.6% in paraphrased extraction with 3% poisoned data, highlighting privacy risks in RAG system deployment."
"RAG Safety: Exploring Knowledge Poisoning Attacks to Retrieval-Augmented Generation","https://scispace.com/paper/rag-safety-exploring-knowledge-poisoning-attacks-to-y9cnwxseqxlq","2025","Journal Article","arXiv.org","Tianzhe Zhao
Jiaoyan Chen
Yanchi Ru
Haiping Zhu
Nan Hu
Jun Liu
Qika Lin","10.48550/arxiv.2507.08862","https://scispace.compdf/rag-safety-exploring-knowledge-poisoning-attacks-to-y9cnwxseqxlq.pdf","Retrieval-Augmented Generation (RAG) enhances large language models (LLMs) by retrieving external data to mitigate hallucinations and outdated knowledge issues. Benefiting from the strong ability in facilitating diverse data sources and supporting faithful reasoning, knowledge graphs (KGs) have been increasingly adopted in RAG systems, giving rise to KG-based RAG (KG-RAG) methods. Though RAG systems are widely applied in various applications, recent studies have also revealed its vulnerabilities to data poisoning attacks, where malicious information injected into external knowledge sources can mislead the system into producing incorrect or harmful responses. However, these studies focus exclusively on RAG systems using unstructured textual data sources, leaving the security risks of KG-RAG largely unexplored, despite the fact that KGs present unique vulnerabilities due to their structured and editable nature. In this work, we conduct the first systematic investigation of the security issue of KG-RAG methods through data poisoning attacks. To this end, we introduce a practical, stealthy attack setting that aligns with real-world implementation. We propose an attack strategy that first identifies adversarial target answers and then inserts perturbation triples to complete misleading inference chains in the KG, increasing the likelihood that KG-RAG methods retrieve and rely on these perturbations during generation. Through extensive experiments on two benchmarks and four recent KG-RAG methods, our attack strategy demonstrates strong effectiveness in degrading KG-RAG performance, even with minimal KG perturbations. In-depth analyses are also conducted to understand the safety threats within the internal stages of KG-RAG systems and to explore the robustness of LLMs against adversarial knowledge.","This study investigates knowledge poisoning attacks on Retrieval-Augmented Generation (RAG) systems using knowledge graphs (KGs), introducing a stealthy attack strategy that degrades KG-RAG performance with minimal KG perturbations, highlighting safety threats and LLM robustness concerns."
