"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Large Model Agents: State-of-the-Art, Cooperation Paradigms, Security
  and Privacy, and Future Trends","https://scispace.com/paper/large-model-agents-state-of-the-art-cooperation-paradigms-a7qed1erc5xt","2024","Journal Article","","Yuntao Wang
Yanghe Pan
Quan Zhao
Yi Deng
Zhou Su
Linkang Du
Tom H. Luan","10.48550/arxiv.2409.14457","https://scispace.compdf/large-model-agents-state-of-the-art-cooperation-paradigms-a7qed1erc5xt.pdf","- **Relevance Score:** 35/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses blockchain to record model logs for provenance; discusses prompt‑stealing defenses and privacy leaks in LM agents; lacks unified scenario linking lateral movement, trust, and AI memory.","Large Model (LM) agents, powered by large foundation models such as GPT-4 and DALL-E 2, represent a significant step towards achieving Artificial General Intelligence (AGI). LM agents exhibit key characteristics of autonomy, embodiment, and connectivity, allowing them to operate across physical, virtual, and mixed-reality environments while interacting seamlessly with humans, other agents, and their surroundings. This paper provides a comprehensive survey of the state-of-the-art in LM agents, focusing on the architecture, cooperation paradigms, security, privacy, and future prospects. Specifically, we first explore the foundational principles of LM agents, including general architecture, key components, enabling technologies, and modern applications. Then, we discuss practical collaboration paradigms from data, computation, and knowledge perspectives towards connected intelligence of LM agents. Furthermore, we systematically analyze the security vulnerabilities and privacy breaches associated with LM agents, particularly in multi-agent settings. We also explore their underlying mechanisms and review existing and potential countermeasures. Finally, we outline future research directions for building robust and secure LM agent ecosystems. "
"Multi-Agent Systems Execute Arbitrary Malicious Code","https://scispace.com/paper/multi-agent-systems-execute-arbitrary-malicious-code-zj3pdug203l5","2025","Journal Article","arXiv.org","Harold Triedman
Rishi Jha
Vitaly Shmatikov","10.48550/arxiv.2503.12188","https://scispace.compdf/multi-agent-systems-execute-arbitrary-malicious-code-zj3pdug203l5.pdf","- **Relevance Score:** 32/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Shows how malicious content hijacks multi‑agent LLM orchestration and spreads across agents, but lacks discussion of trust, provenance, lineage, or AI memory mechanisms.","Multi-agent systems coordinate LLM-based agents to perform tasks on users'behalf. In real-world applications, multi-agent systems will inevitably interact with untrusted inputs, such as malicious Web content, files, email attachments, and more. Using several recently proposed multi-agent frameworks as concrete examples, we demonstrate that adversarial content can hijack control and communication within the system to invoke unsafe agents and functionalities. This results in a complete security breach, up to execution of arbitrary malicious code on the user's device or exfiltration of sensitive data from the user's containerized environment. For example, when agents are instantiated with GPT-4o, Web-based attacks successfully cause the multi-agent system execute arbitrary malicious code in 58-90\% of trials (depending on the orchestrator). In some model-orchestrator configurations, the attack success rate is 100\%. We also demonstrate that these attacks succeed even if individual agents are not susceptible to direct or indirect prompt injection, and even if they refuse to perform harmful actions. We hope that these results will motivate development of trust and security models for multi-agent systems before they are widely deployed."
"Securing Agentic AI: Threat Modeling and Risk Analysis for Network Monitoring Agentic AI System","https://scispace.com/paper/securing-agentic-ai-threat-modeling-and-risk-analysis-for-o0mknxrq5047","2025","Journal Article","arXiv.org","P. Zambare
Venkata Nikhil Thanikella
Ying Liu","10.48550/arxiv.2508.10043","https://scispace.compdf/securing-agentic-ai-threat-modeling-and-risk-analysis-for-o0mknxrq5047.pdf","- **Relevance Score:** 32/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses MAESTRO layers to model memory and reasoning threats in agentic AI, but lacks lateral‑movement scenarios, explicit trust provenance, and a unified multi‑agent security narrative.","When combining Large Language Models (LLMs) with autonomous agents, used in network monitoring and decision-making systems, this will create serious security issues. In this research, the MAESTRO framework consisting of the seven layers threat modeling architecture in the system was used to expose, evaluate, and eliminate vulnerabilities of agentic AI. The prototype agent system was constructed and implemented, using Python, LangChain, and telemetry in WebSockets, and deployed with inference, memory, parameter tuning, and anomaly detection modules. Two practical threat cases were confirmed as follows: (i) resource denial of service by traffic replay denial-of-service, and (ii) memory poisoning by tampering with the historical log file maintained by the agent. These situations resulted in measurable levels of performance degradation, i.e. telemetry updates were delayed, and computational loads were increased, as a result of poor system adaptations. It was suggested to use a multilayered defense-in-depth approach with memory isolation, validation of planners and anomaly response systems in real-time. These findings verify that MAESTRO is viable in operational threat mapping, prospective risk scoring, and the basis of the resilient system design. The authors bring attention to the importance of the enforcement of memory integrity, paying attention to the adaptation logic monitoring, and cross-layer communication protection that guarantee the agentic AI reliability in adversarial settings."
"System-Level Defense against Indirect Prompt Injection Attacks: An
  Information Flow Control Perspective","https://scispace.com/paper/system-level-defense-against-indirect-prompt-injection-53qmtl9zwl9q","2024","Journal Article","","Fangzhou Wu
Ethan Cecchetti
Chaowei Xiao","10.48550/arxiv.2409.19091","https://scispace.compdf/system-level-defense-against-indirect-prompt-injection-53qmtl9zwl9q.pdf","- **Relevance Score:** 32/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses information‑flow control to block conditional prompt injection, tracks malicious data across intermediate outputs, but lacks multi‑agent context and explicit trust or provenance mechanisms.","Large Language Model-based systems (LLM systems) are information and query processing systems that use LLMs to plan operations from natural-language prompts and feed the output of each successive step into the LLM to plan the next. This structure results in powerful tools that can process complex information from diverse sources but raises critical security concerns. Malicious information from any source may be processed by the LLM and can compromise the query processing, resulting in nearly arbitrary misbehavior. To tackle this problem, we present a system-level defense based on the principles of information flow control that we call an f-secure LLM system. An f-secure LLM system disaggregates the components of an LLM system into a context-aware pipeline with dynamically generated structured executable plans, and a security monitor filters out untrusted input into the planning process. This structure prevents compromise while maximizing flexibility. We provide formal models for both existing LLM systems and our f-secure LLM system, allowing analysis of critical security guarantees. We further evaluate case studies and benchmarks showing that f-secure LLM systems provide robust security while preserving functionality and efficiency. Our code is released at https://github.com/fzwark/Secure_LLM_System. "
"AgentLeak: A Benchmark for Internal-Channel Privacy Leakage in Multi-Agent LLM Systems","https://scispace.com/paper/83UowZL8bX8J","","","","F El Yagoubi
G Badu-Marfo
R Al Mallah","","https://ieeexplore.ieee.org/iel8/6287639/6514899/11569042.pdf","- **Relevance Score:** 32/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses benchmark to expose internal-channel privacy leaks in multi‑agent LLMs, highlighting data propagation risks but lacks trust provenance, lineage, and comprehensive memory protection mechanisms.",""
"Breaking Agents: Compromising Autonomous LLM Agents Through Malfunction
  Amplification","https://scispace.com/paper/breaking-agents-compromising-autonomous-llm-agents-through-2k80p0wyo9u8","2024","Journal Article","","Boyang Zhang
Yanzhen. Tan
Yun Shen
Ahmed Salem
Michael Backes
Savvas Zannettou
Yang Zhang","10.48550/arxiv.2407.20859","https://scispace.compdf/breaking-agents-compromising-autonomous-llm-agents-through-2k80p0wyo9u8.pdf","- **Relevance Score:** 30/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses attack on autonomous LLM agents to highlight security gaps, but lacks integrated trust/provenance framework and explicit lateral‑movement modeling; touches on agent memory manipulation.","Recently, autonomous agents built on large language models (LLMs) have experienced significant development and are being deployed in real-world applications. These agents can extend the base LLM's capabilities in multiple ways. For example, a well-built agent using GPT-3.5-Turbo as its core can outperform the more advanced GPT-4 model by leveraging external components. More importantly, the usage of tools enables these systems to perform actions in the real world, moving from merely generating text to actively interacting with their environment. Given the agents' practical applications and their ability to execute consequential actions, it is crucial to assess potential vulnerabilities. Such autonomous systems can cause more severe damage than a standalone language model if compromised. While some existing research has explored harmful actions by LLM agents, our study approaches the vulnerability from a different perspective. We introduce a new type of attack that causes malfunctions by misleading the agent into executing repetitive or irrelevant actions. We conduct comprehensive evaluations using various attack methods, surfaces, and properties to pinpoint areas of susceptibility. Our experiments reveal that these attacks can induce failure rates exceeding 80\% in multiple scenarios. Through attacks on implemented and deployable agents in multi-agent scenarios, we accentuate the realistic risks associated with these vulnerabilities. To mitigate such attacks, we propose self-examination detection methods. However, our findings indicate these attacks are difficult to detect effectively using LLMs alone, highlighting the substantial risks associated with this vulnerability. "
"INFA-Guard: Mitigating Malicious Propagation via Infection-Aware Safeguarding in LLM-Based Multi-Agent Systems","https://scispace.com/paper/infa-guard-mitigating-malicious-propagation-via-infection-eg48uwx2y6c2","2026","Journal Article","","Yijin Zhou
Xiaoya Lu
Dongrui Liu
Junchi Yan
Jing Shao","10.48550/arxiv.2601.14667","","- **Relevance Score:** 27/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses infection‑aware detection to defend multi‑agent LLMs against viral attacks, but lacks trust provenance, lineage tracking, and AI memory discussion, limiting integrated scenario coverage.","The rapid advancement of Large Language Model (LLM)-based Multi-Agent Systems (MAS) has introduced significant security vulnerabilities, where malicious influence can propagate virally through inter-agent communication. Conventional safeguards often rely on a binary paradigm that strictly distinguishes between benign and attack agents, failing to account for infected agents i.e., benign entities converted by attack agents. In this paper, we propose Infection-Aware Guard, INFA-Guard, a novel defense framework that explicitly identifies and addresses infected agents as a distinct threat category. By leveraging infection-aware detection and topological constraints, INFA-Guard accurately localizes attack sources and infected ranges. During remediation, INFA-Guard replaces attackers and rehabilitates infected ones, avoiding malicious propagation while preserving topological integrity. Extensive experiments demonstrate that INFA-Guard achieves state-of-the-art performance, reducing the Attack Success Rate (ASR) by an average of 33%, while exhibiting cross-model robustness, superior topological generalization, and high cost-effectiveness. "
"Logic layer Prompt Control Injection (LPCI): A Novel Security Vulnerability Class in Agentic Systems","https://scispace.com/paper/logic-layer-prompt-control-injection-lpci-a-novel-security-z4fngc0p1wez","2025","Journal Article","arXiv.org","Hammad Atta
Ken Huang
Manish Bhatt
Kamal Ahmed
Muhammad Aziz Ul Haq
Yasir Mehmood","10.48550/arxiv.2507.10457","https://scispace.compdf/logic-layer-prompt-control-injection-lpci-a-novel-security-z4fngc0p1wez.pdf","- **Relevance Score:** 27/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses cryptographic hash chaining and author timestamps for provenance; implements tamper‑evident memory entries and role validation to protect AI memory. Does not address multi‑agent contexts or lateral‑movement attacks.","The integration of large language models (LLMs) into enterprise systems has introduced a new class of covert security vulnerabilities, particularly within logic execution layers and persistent memory contexts. This paper introduces Logic-layer Prompt Control Injection (LPCI), a novel category of attacks that embeds encoded, delayed, and conditionally triggered payloads within memory, vector stores, or tool outputs. These payloads can bypass conventional input filters and trigger unauthorised behaviour across sessions."
"Agents Under Siege: Breaking Pragmatic Multi-Agent LLM Systems with Optimized Prompt Attacks","https://scispace.com/paper/agents-under-siege-breaking-pragmatic-multi-agent-llm-1wtrhuzd8wik","2025","Journal Article","arXiv.org","Rana Muhammad Shahroz Khan
Zhen Tan
Sukwon Yun
Charles Flemming
Tianlong Chen","10.48550/arxiv.2504.00218","https://scispace.compdf/agents-under-siege-breaking-pragmatic-multi-agent-llm-1wtrhuzd8wik.pdf","- **Relevance Score:** 27/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on optimizing prompt attacks across multi‑agent LLMs and shows safety mechanisms fail, but lacks discussion of trust, provenance, lineage, or AI memory.",""
"Trustworthy, Responsible, and Safe AI: A Comprehensive Architectural
  Framework for AI Safety with Challenges and Mitigations","https://scispace.com/paper/trustworthy-responsible-and-safe-ai-a-comprehensive-2k6sr26p81fs","2024","Journal Article","","Chen Chen
Ziyao Liu
W.M. Wang L.H. Jiang
Si Qi Goh
Kwok‐Yan Lam","10.48550/arxiv.2408.12935","https://scispace.compdf/trustworthy-responsible-and-safe-ai-a-comprehensive-2k6sr26p81fs.pdf","- **Relevance Score:** 27/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Discusses multi‑agent LLM threats, transferability, and collusion; lacks detailed mechanisms for trust, provenance, lineage, AI memory, or lateral‑movement attack models.","AI Safety is an emerging area of critical importance to the safe adoption and deployment of AI systems. With the rapid proliferation of AI and especially with the recent advancement of Generative AI (or GAI), the technology ecosystem behind the design, development, adoption, and deployment of AI systems has drastically changed, broadening the scope of AI Safety to address impacts on public safety and national security. In this paper, we propose a novel architectural framework for understanding and analyzing AI Safety; defining its characteristics from three perspectives: Trustworthy AI, Responsible AI, and Safe AI. We provide an extensive review of current research and advancements in AI safety from these perspectives, highlighting their key challenges and mitigation approaches. Through examples from state-of-the-art technologies, particularly Large Language Models (LLMs), we present innovative mechanism, methodologies, and techniques for designing and testing AI safety. Our goal is to promote advancement in AI safety research, and ultimately enhance people's trust in digital transformation. "
"A Multi-Agent System for Cybersecurity Threat Detection and Correlation Using Large Language Models","https://scispace.com/paper/a-multi-agent-system-for-cybersecurity-threat-detection-and-v6uo85j474bh","2025","Journal Article","IEEE Access","Yasser Hmimou
Mohamed Tabaa
Azeddine Khiat
Zineb Hidila","10.1109/access.2025.3602681","https://ieeexplore.ieee.org/iel8/6287639/6514899/11141466.pdf","- **Relevance Score:** 25/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses multi‑agent LLMs for threat detection, but focuses on external cyber‑attack detection rather than securing the LLMs themselves; lacks discussion of lateral movement, trust provenance, or AI memory management.","As cyber-attacks rapidly evolve across communication, infrastructure and data layers, traditional security solutions such as rule-based intrusion detection systems (IDS) or signature-based antivirus programs are effective at detecting known threats, but they often lack the contextual understanding and semantic interpretation necessary to detect complex or evolving attacks. For example, spear-phishing campaigns, advanced persistent threats (APTs), and multi-stage attacks often escape detection due to their subtle and context-dependent nature. This limitation creates a critical gap in detecting coordinated or subtle attack patterns that span multiple systems and domains. The need for semantic understanding, cross-domain visibility, and adaptive detection is increasingly urgent, particularly as threat actors employ polymorphic and AI-driven strategies that traditional systems cannot interpret or correlate effectively. This paper presents a modular multi-agent architecture that integrates established cybersecurity analysis tools with large language models (LLMs) to achieve intelligent, explicable and highly accurate detection of threats across diverse data types. Three specialized agents: 1) email verification, 2) log analysis, and 3) IP address scanning each operate independently with tailored detection pipelines that combine domain-specific tools and LLM-powered semantic analysis components to identify, characterize, and report threats specific to their domain. At the core of the system lies a contextual recommendation system that processes and cross-analyzes the outputs of all specialized agents to detect complex threat patterns such as multi-vector, time-based, or stealth attacks that would otherwise evade isolated detection mechanisms. The evaluation on benchmark datasets, including CIC-IDS 2017, SpamAssassin, and custom simulated network environments, demonstrates threat detection accuracy of 93.6%, multi-agent correlation accuracy of 87%, and false positive reduction of 41.3% compared to traditional approaches. The use of LLMs for both structured explanations and chain-of-thought reporting further enhances analyst confidence and reduces triage time."
"CyberRAG: An agentic RAG cyber attack classification and reporting tool","https://scispace.com/paper/cyberrag-an-agentic-rag-cyber-attack-classification-and-j2lu31cdsswx","2025","Journal Article","arXiv.org","Francesco Blefari
Cristian Cosentino
F. A. Pironti
Angelo Furfaro
Fabrizio Marozzo","10.48550/arxiv.2507.02424","https://scispace.compdf/cyberrag-an-agentic-rag-cyber-attack-classification-and-j2lu31cdsswx.pdf","- **Relevance Score:** 25/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on using LLMs for cyber‑attack classification and threat attribution, without addressing multi‑agent security, lateral movement, provenance, or AI memory aspects.","Intrusion Detection and Prevention Systems (IDS/IPS) in large enterprises can generate hundreds of thousands of alerts per hour, overwhelming security analysts with logs that demand deep, rapidly evolving domain expertise. Conventional machine-learning detectors trim the alert volume but still yield high false-positive rates, while standard single-pass Retrieval-Augmented Generation (RAG) pipelines often retrieve irrelevant context and fail to justify their predictions. To overcome these shortcomings, we present CyberRAG, a modular, agent-based RAG framework that delivers real-time classification, explanation, and structured reporting for cyber-attacks. A central LLM agent orchestrates (i) a pool of fine-tuned specialized classifiers, each tailored to a distinct attack family; (ii) tool adapters for enrichment and alerting; and (iii) an iterative retrieval-and-reason loop that continuously queries a domain-specific knowledge base until the evidence is both relevant and self-consistent. Unlike traditional RAG systems, CyberRAG embraces an agentic design that enables dynamic control flow and adaptive reasoning. This agent-centric architecture refines its threat labels and natural-language justifications autonomously, reducing false positives and enhancing interpretability. The framework is fully extensible: new attack types can be supported by simply adding a classifier without retraining the core agent. CyberRAG has been evaluated achieving over 94% accuracy per class and pushing final classification accuracy to 94.92% through semantic orchestration. Generated explanations score up to 0.94 in BERTScore and 4.9/5 in GPT-4-based expert evaluation. These results show that agentic, specialist-oriented RAG can pair high detection accuracy with trustworthy, SOC-ready prose, offering a practical and scalable path toward semi-autonomous cyber-defence workflows."
"Unique Security and Privacy Threats of Large Language Models: A Comprehensive Survey","https://scispace.com/paper/unique-security-and-privacy-threats-of-large-language-models-i2cqijuvo3mc","2025","Journal Article","ACM Computing Surveys","Shang Wang
Tianqing Zhu
Bo Liu
Ming Ding
Dayong Ye
Wanlei Zhou
Philip S. Yu","10.1145/3764113","https://scispace.compdf/unique-security-and-privacy-threats-of-large-language-models-i2cqijuvo3mc.pdf","- **Relevance Score:** 23/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Survey covers multi‑agent LLM threats and defenses, but lacks a unified scenario linking lateral movement, trust provenance, and AI memory; provides little on propagation or lineage tracking.","With the rapid development of artificial intelligence, large language models (LLMs) have made remarkable advancements in natural language processing. These models are trained on vast datasets to exhibit powerful language understanding and generation capabilities across various applications, including chatbots, and agents. However, LLMs have revealed a variety of privacy and security issues throughout their life cycle, drawing significant academic and industrial attention. Moreover, the risks faced by LLMs differ significantly from those encountered by traditional language models. Given that current surveys lack a clear taxonomy of unique threat models across diverse scenarios, we emphasize the unique privacy and security threats associated with four specific scenarios: pre-training, fine-tuning, deployment, and LLM-based agents. Addressing the characteristics of each risk, this survey outlines and analyzes potential countermeasures. Research on attack and defense situations can offer feasible research directions, enabling more areas to benefit from LLMs. "
"Shadows in the Code: Exploring the Risks and Defenses of LLM-based Multi-Agent Software Development Systems","https://scispace.com/paper/shadows-in-the-code-exploring-the-risks-and-defenses-of-llm-xqj48w51ol2k","2025","Journal Article","arXiv.org","Xiaoqing Wang
Keman Huang
Bin Liang
Hongyu Li
Xiaoyong Du","10.48550/arxiv.2511.18467","https://export.arxiv.org/pdf/2511.18467v1.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on IMBIA attacks and defenses in multi‑agent coding pipelines, but lacks discussion of lateral movement, trust provenance, lineage tracking, or AI memory mechanisms.","The rapid advancement of Large Language Model (LLM)-driven multi-agent systems has significantly streamlined software developing tasks, enabling users with little technical expertise to develop executable applications. While these systems democratize software creation through natural language requirements, they introduce significant security risks that remain largely unexplored. We identify two risky scenarios: Malicious User with Benign Agents (MU-BA) and Benign User with Malicious Agents (BU-MA). We introduce the Implicit Malicious Behavior Injection Attack (IMBIA), demonstrating how multi-agent systems can be manipulated to generate software with concealed malicious capabilities beneath seemingly benign applications, and propose Adv-IMBIA as a defense mechanism. Evaluations across ChatDev, MetaGPT, and AgentVerse frameworks reveal varying vulnerability patterns, with IMBIA achieving attack success rates of 93%, 45%, and 71% in MU-BA scenarios, and 71%, 84%, and 45% in BU-MA scenarios. Our defense mechanism reduced attack success rates significantly, particularly in the MU-BA scenario. Further analysis reveals that compromised agents in the coding and testing phases pose significantly greater security risks, while also identifying critical agents that require protection against malicious user exploitation. Our findings highlight the urgent need for robust security measures in multi-agent software development systems and provide practical guidelines for implementing targeted, resource-efficient defensive strategies."
"TAMAS: Benchmarking Adversarial Risks in Multi-Agent LLM Systems","https://scispace.com/paper/tamas-benchmarking-adversarial-risks-in-multi-agent-llm-u5i0m93hw0mt","2025","Journal Article","","Kumaraguru, Ponnurangam
Ganu, Tanuja","10.48550/arxiv.2511.05269","https://export.arxiv.org/pdf/2511.05269v1.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses TAMAS benchmark to evaluate adversarial robustness of multi‑agent LLMs, but lacks discussion of trust, provenance, AI memory, or lateral‑movement attack dynamics.","Large Language Models (LLMs) have demonstrated strong capabilities as autonomous agents through tool use, planning, and decision-making abilities, leading to their widespread adoption across diverse tasks. As task complexity grows, multi-agent LLM systems are increasingly used to solve problems collaboratively. However, safety and security of these systems remains largely under-explored. Existing benchmarks and datasets predominantly focus on single-agent settings, failing to capture the unique vulnerabilities of multi-agent dynamics and co-ordination. To address this gap, we introduce $\textbf{T}$hreats and $\textbf{A}$ttacks in $\textbf{M}$ulti-$\textbf{A}$gent $\textbf{S}$ystems ($\textbf{TAMAS}$), a benchmark designed to evaluate the robustness and safety of multi-agent LLM systems. TAMAS includes five distinct scenarios comprising 300 adversarial instances across six attack types and 211 tools, along with 100 harmless tasks. We assess system performance across ten backbone LLMs and three agent interaction configurations from Autogen and CrewAI frameworks, highlighting critical challenges and failure modes in current multi-agent deployments. Furthermore, we introduce Effective Robustness Score (ERS) to assess the tradeoff between safety and task effectiveness of these frameworks. Our findings show that multi-agent systems are highly vulnerable to adversarial attacks, underscoring the urgent need for stronger defenses. TAMAS provides a foundation for systematically studying and improving the safety of multi-agent LLM systems. "
"Prompt Injection Attacks in Large Language Models and AI Agent Systems: A Comprehensive Review of Vulnerabilities, Attack Vectors, and Defense Mechanisms","https://scispace.com/paper/prompt-injection-attacks-in-large-language-models-and-ai-dsv4ibw3x43q","2025","Repository","","Said Gulyamov
Andrey Rodionov
Rustam Khursanov
Kambariddin Mekhmonov
Djakhongir Babaev
Akmaljon Rakhimjonov","10.20944/preprints202511.0088.v1","","- **Relevance Score:** 22/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on prompt injection across AI agents, detailing tool poisoning and credential theft, but lacks cohesive scenario linking lateral movement, provenance tracking, or memory protection.","Large Language Models (LLMs) have rapidly transformed artificial intelligence applica-tions across industries, yet their integration into production systems has unveiled critical security vulnerabilities, chief among them prompt injection attacks. This comprehensive review synthesizes research from 2023-2025, analyzing over 120 peer-reviewed papers, industry security reports, and documented real-world exploits. We examine the taxonomy of prompt injection techniques, including direct jailbreaking and indirect injection through external content. The rise of AI agent systems and the Model Context Protocol (MCP) has dramatically expanded attack surfaces, introducing vulnerabilities such as tool poisoning and credential theft. We document critical incidents including GitHub Copilot&amp;#039;s CVE-2025-53773 remote code execution vulnerability (CVSS 9.6) and ChatGPT&amp;#039;s Windows license key exposure. Research demonstrates that just five carefully crafted documents can manipulate AI responses 90% of the time through Retrieval-Augmented Generation (RAG) poisoning. This review provides actionable mitigation strategies based on OWASP Top 10 for LLM Applications 2025, identifies fundamental limitations including the stochastic nature problem and alignment paradox, and proposes research directions for architectur-ally secure AI systems. Our analysis reveals that prompt injection represents a funda-mental architectural vulnerability requiring defense-in-depth approaches rather than singular solutions. "
"Agent Security Bench (ASB): Formalizing and Benchmarking Attacks and Defenses in LLM-based Agents","https://scispace.com/paper/agent-security-bench-asb-formalizing-and-benchmarking-1g55p20nd37a","2024","Journal Article","arXiv.org","Hanrong Zhang
Jingyuan Huang
Kai Mei
Yifei Yao
Zhenting Wang
Chenlu Zhan
Hongwei Wang
Yongfeng Zhang","10.48550/arxiv.2410.02644","https://scispace.compdf/agent-security-bench-asb-formalizing-and-benchmarking-1g55p20nd37a.pdf","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses ASB benchmark to evaluate single‑agent LLM attacks, includes memory‑poisoning scenarios, but lacks multi‑agent context, lateral‑movement modeling, and provenance/trust mechanisms.","Although LLM-based agents, powered by Large Language Models (LLMs), can use external tools and memory mechanisms to solve complex real-world tasks, they may also introduce critical security vulnerabilities. However, the existing literature does not comprehensively evaluate attacks and defenses against LLM-based agents. To address this, we introduce Agent Security Bench (ASB), a comprehensive framework designed to formalize, benchmark, and evaluate the attacks and defenses of LLM-based agents, including 10 scenarios (e.g., e-commerce, autonomous driving, finance), 10 agents targeting the scenarios, over 400 tools, 23 different types of attack/defense methods, and 8 evaluation metrics. Based on ASB, we benchmark 10 prompt injection attacks, a memory poisoning attack, a novel Plan-of-Thought backdoor attack, a mixed attack, and 10 corresponding defenses across 13 LLM backbones with nearly 90,000 testing cases in total. Our benchmark results reveal critical vulnerabilities in different stages of agent operation, including system prompt, user prompt handling, tool usage, and memory retrieval, with the highest average attack success rate of 84.30\%, but limited effectiveness shown in current defenses, unveiling important works to be done in terms of agent security for the community. Our code can be found at https://github.com/agiresearch/ASB."
"Security and Privacy Challenges in Multi-Agent Language Model Ecosystems","https://scispace.com/paper/security-and-privacy-challenges-in-multi-agent-language-8i8ao5v625mu","2025","Journal Article","Advances in computational intelligence and robotics book series","Pawan Kumar Goel","10.4018/979-8-3373-1419-8.ch008","","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses homomorphic encryption and differential privacy to protect multi‑agent LLM data, but lacks discussion of lateral movement, provenance, lineage, or AI memory mechanisms.","The integration of multi-agent systems with language models is a significant area in artificial intelligence, enabling collaborative problem-solving and decision-making. However, this integration also presents security and privacy challenges, such as data leakage, adversarial attacks, and unauthorized access. Existing literature highlights these issues, such as the lack of robust frameworks for data integrity, the difficulty of balancing transparency with privacy, and the absence of mechanisms to detect and mitigate malicious agent behavior. To address these, a novel decentralized privacy-preserving framework is proposed, leveraging homomorphic encryption and differential privacy. Experimental results show that this framework reduces data leakage by 40% and improves adversarial attack resilience by 35% compared to existing methods, while maintaining high computational efficiency. This approach enhances security and privacy in multi-agent systems, setting a new benchmark for future research. "
"The trust paradox in llm-based multi-agent systems: When collaboration becomes a security vulnerability","https://scispace.com/paper/the-trust-paradox-in-llm-based-multi-agent-systems-when-rku69q3k8ni8","2025","Journal Article","","Xu Zijie
Wu Shiqing
Zhang Le-feng
he han","10.48550/arxiv.2510.18563","https://arxiv.org/pdf/2510.18563","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses trust‑parameterized experiments to expose over‑exposure and authorization drift in LLM agents, but lacks lateral‑movement scenarios, provenance tracking, and memory protection details.","Multi-agent systems powered by large language models are advancing rapidly, yet the tension between mutual trust and security remains underexplored. We introduce and empirically validate the Trust-Vulnerability Paradox (TVP): increasing inter-agent trust to enhance coordination simultaneously expands risks of over-exposure and over-authorization. To investigate this paradox, we construct a scenario-game dataset spanning 3 macro scenes and 19 sub-scenes, and run extensive closed-loop interactions with trust explicitly parameterized. Using Minimum Necessary Information (MNI) as the safety baseline, we propose two unified metrics: Over-Exposure Rate (OER) to detect boundary violations, and Authorization Drift (AD) to capture sensitivity to trust levels. Results across multiple model backends and orchestration frameworks reveal consistent trends: higher trust improves task success but also heightens exposure risks, with heterogeneous trust-to-risk mappings across systems. We further examine defenses such as Sensitive Information Repartitioning and Guardian-Agent enablement, both of which reduce OER and attenuate AD. Overall, this study formalizes TVP, establishes reproducible baselines with unified metrics, and demonstrates that trust must be modeled and scheduled as a first-class security variable in multi-agent system design. "
"Liva: A multi-agent llm-assisted system for iot vulnerability analysis","https://scispace.com/paper/Kxr6QNCKEyUJ","","","","Z Yang
H Peng
Y Jiang
J Liu
H Luo","","","- **Relevance Score:** 17/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses multi‑agent LLMs for IoT taint analysis, but lacks cohesive security scenario, lateral‑movement, provenance, or AI memory discussions; only touches generic multi‑agent security.",""
