"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Editorial: Special Issue on Artificial Intelligence for Security","https://scispace.com/paper/editorial-special-issue-on-artificial-intelligence-for-l4adtfttmski","2025","Journal Article","","Wei Bao
Cong Wang","10.53941/tai.2025.100012","","The unprecedented rise of Artificial Intelligence (AI) in recent years has not only revolutionized automation, reasoning, and language understanding but has also introduced new vectors of risk and vulnerability. As AI systems, especially large language models (LLMs), become increasingly embedded in safety-critical domains such as healthcare, finance, and infrastructure, their security becomes not just a technical concern but also a societal imperative. This special issue on AI Security in the Transactions on Artificial Intelligence (TAI) brings together contemporary research on the threats, defenses, and emerging paradigms associated with secure AI deployment. ","This special issue on AI Security explores the intersection of Artificial Intelligence and security, highlighting threats, defenses, and emerging paradigms in secure AI deployment, particularly in safety-critical domains like healthcare, finance, and infrastructure."
"Bridging AI and Software Security: A Comparative Vulnerability Assessment of LLM Agent Deployment Paradigms","https://scispace.com/paper/bridging-ai-and-software-security-a-comparative-q59i9f6jbftv","2025","Journal Article","arXiv.org","Tarek Gasmi
Ramzi Guesmi
Ines Belhadj
Jihene Bennaceur","10.48550/arxiv.2507.06323","","Large Language Model (LLM) agents face security vulnerabilities spanning AI-specific and traditional software domains, yet current research addresses these separately. This study bridges this gap through comparative evaluation of Function Calling architecture and Model Context Protocol (MCP) deployment paradigms using a unified threat classification framework. We tested 3,250 attack scenarios across seven language models, evaluating simple, composed, and chained attacks targeting both AI-specific threats (prompt injection) and software vulnerabilities (JSON injection, denial-of-service). Function Calling showed higher overall attack success rates (73.5% vs 62.59% for MCP), with greater system-centric vulnerability while MCP exhibited increased LLM-centric exposure. Attack complexity dramatically amplified effectiveness, with chained attacks achieving 91-96% success rates. Counterintuitively, advanced reasoning models demonstrated higher exploitability despite better threat detection. Results demonstrate that architectural choices fundamentally reshape threat landscapes. This work establishes methodological foundations for cross-domain LLM agent security assessment and provides evidence-based guidance for secure deployment. Code and experimental materials are available at https: // github. com/ theconsciouslab-ai/llm-agent-security.","This study bridges AI and software security gaps by comparing Function Calling and Model Context Protocol (MCP) deployment paradigms for Large Language Model (LLM) agents, revealing architectural choices fundamentally reshape threat landscapes and inform secure deployment."
"A Systematic Review of Prompt Injection Attacks on Large Language Models: Trends, Taxonomy, Evaluation, Defenses, and Opportunities","https://scispace.com/paper/a-systematic-review-of-prompt-injection-attacks-on-large-htwhdgp2w045","2026","Journal Article","IEEE Access","J Duarte
Guilherme Dieguez Candido
José Ricardo A. De Britto Filho
João Souza Neto
E. R. Costa
João Paulo J. Da Costa
Laerte Peotta de Melo","10.1109/access.2026.3656849","","Large Language Models (LLMs) are increasingly integrated into various infrastructure and interactive applications. However, their inherent linguistic flexibility introduces security vulnerabilities, particularly through Prompt Injection (PI) attacks. This systematic review provides a comprehensive synthesis of the evolving landscape of PI attacks, including their development trends, classification schemes, evaluation methodologies, defense strategies, and areas for future research. We analyze the evolution of attacks from basic natural language overrides to complex multi-turn manipulations, indirect injections using structured formats such as JSON and XML, and tool-assisted exploits involving automated prompt generation and multi-modal inputs like images. PI attacks are categorized by the level of manipulation, including character, word, sentence, and semantic levels, and by adversarial intent, such as prompt leaking and harmful content generation. The study analyzes these techniques within different LLM architectures and application contexts, including machine translation and Chain of Thought reasoning. It also reviews common evaluation benchmarks, datasets, and metrics. Mitigation strategies examined include automated red teaming frameworks, input validation, content filtering, and alignment through training. It differentiates itself from previous works by conducting a systematic review specifically focused on immediate injection, organizing its attacks, defenses and research gaps. Finally, this review identifies major research challenges and suggests critical directions for improving LLM safety and robustness. ","This systematic review synthesizes the landscape of Prompt Injection attacks on Large Language Models, analyzing trends, taxonomy, evaluation, defenses, and opportunities, highlighting evolving attack techniques, classification schemes, and mitigation strategies for improving LLM safety and robustness."
"Artificial intelligence (AI) Security Threats","https://scispace.com/paper/artificial-intelligence-ai-security-threats-5pmrrj0a62kc","2025","Repository","","Khan Masood","10.5281/zenodo.17563339","","The document titled ""AI Security Threats"" authored by Masood I. Khan is a comprehensive report focused on various security threats, privacy attacks, and misuse scenarios related to artificial intelligence systems. It categorizes different types of AI threats across multiple dimensions including training phase, input manipulation, privacy, intellectual property theft, supply chain, human factors, and infrastructure vulnerabilities. Key content includes detailed descriptions of threat categories such as data poisoning, model inversion, adversarial attacks, backdoor attacks, evasion attacks, privacy leakage, model stealing, API attacks, hardware vulnerabilities, and social engineering using AI. For each threat, the document outlines examples, impacts, and suggested mitigation strategies like data sanitization, differential privacy, adversarial training, access controls, authentication, and secure training pipelines. The report also covers emerging threats such as AI-enhanced social engineering, automated malware generation using AI, deepfake generation, prompt injection, and attacks on distributed learning systems. It emphasizes critical impacts like data breaches, loss of intellectual property, misclassification in autonomous systems, fraud, and denial of service. Overall, this document serves as an in-depth resource for understanding the range of technical and human-centered security challenges faced by AI technologies and provides actionable guidance to mitigate these risks in AI development and deployment environments. ","This report categorizes AI security threats across multiple dimensions, including training phase, input manipulation, and infrastructure vulnerabilities, and provides mitigation strategies for data poisoning, model inversion, and other threats, emphasizing critical impacts on data breaches and intellectual property loss."
"To Protect the LLM Agent Against the Prompt Injection Attack with Polymorphic Prompt","https://scispace.com/paper/to-protect-the-llm-agent-against-the-prompt-injection-attack-nka0jqpm7azu","2025","Journal Article","","Wang Zhilong
Zhang Lan
Bahsi Hayretdin
Liu Peng","10.48550/arxiv.2506.05739","","LLM agents are widely used as agents for customer support, content generation, and code assistance. However, they are vulnerable to prompt injection attacks, where adversarial inputs manipulate the model's behavior. Traditional defenses like input sanitization, guard models, and guardrails are either cumbersome or ineffective. In this paper, we propose a novel, lightweight defense mechanism called Polymorphic Prompt Assembling (PPA), which protects against prompt injection with near-zero overhead. The approach is based on the insight that prompt injection requires guessing and breaking the structure of the system prompt. By dynamically varying the structure of system prompts, PPA prevents attackers from predicting the prompt structure, thereby enhancing security without compromising performance. We conducted experiments to evaluate the effectiveness of PPA against existing attacks and compared it with other defense methods. ",""
"The Vulnerabilities of Artificial Intelligence Models and Potential Defenses","https://scispace.com/paper/the-vulnerabilities-of-artificial-intelligence-models-and-jtezsvse849b","2024","Repository","","","10.25776/exm9-0a28","","The rapid integration of artificial intelligence (AI) into various commercial products has raised concerns about the security risks posed by adversarial attacks. These attacks manipulate input data to disrupt the functioning of AI models, potentially leading to severe consequences such as self-driving car crashes, financial losses, or data breaches. We will explore neural networks, their weaknesses, and potential defenses. We will discuss adversarial attacks including data poisoning, backdoor attacks, evasion attacks, and prompt injection. Then, we will explore defense strategies such as data protection, input sanitization, and adversarial training. By understanding how adversarial attacks work and the defenses against them, we can improve the security and reliability of AI system to come. ",""
"Securing AI Agents with Information-Flow Control","https://scispace.com/paper/securing-ai-agents-with-information-flow-control-i4quo34zr054","2025","Journal Article","arXiv.org","Manuel Costa
Boris Köpf
Aashish Kolluri
Andrew Paverd
Mark Russinovich
Ahmed Salem
Shruti Tople
Lukas Wutschitz
Santiago Zanella-B'eguelin","10.48550/arxiv.2505.23643","https://scispace.compdf/securing-ai-agents-with-information-flow-control-i4quo34zr054.pdf","As AI agents become increasingly autonomous and capable, ensuring their security against vulnerabilities such as prompt injection becomes critical. This paper explores the use of information-flow control (IFC) to provide security guarantees for AI agents. We present a formal model to reason about the security and expressiveness of agent planners. Using this model, we characterize the class of properties enforceable by dynamic taint-tracking and construct a taxonomy of tasks to evaluate security and utility trade-offs of planner designs. Informed by this exploration, we present Fides, a planner that tracks confidentiality and integrity labels, deterministically enforces security policies, and introduces novel primitives for selectively hiding information. Its evaluation in AgentDojo demonstrates that this approach enables us to complete a broad range of tasks with security guarantees. A tutorial to walk readers through the the concepts introduced in the paper can be found at https://github.com/microsoft/fides","This paper explores information-flow control (IFC) to secure AI agents against vulnerabilities like prompt injection, presenting a formal model, taxonomy, and a planner (Fides) that tracks labels, enforces policies, and selectively hides information to ensure security guarantees."
"Breaking the Code: Security Assessment of AI Code Agents Through Systematic Jailbreaking Attacks","https://scispace.com/paper/breaking-the-code-security-assessment-of-ai-code-agents-40hl8z8p42yo","2025","Journal Article","","Saha, Shoumik
Chen Jifan
Gouda, Sanjay Krishna
Wang Zijian
Kumar Varun","10.48550/arxiv.2510.01359","https://scispace.compdf/breaking-the-code-security-assessment-of-ai-code-agents-40hl8z8p42yo.pdf","Code-capable large language model (LLM) agents are increasingly embedded into software engineering workflows where they can read, write, and execute code, raising the stakes of safety-bypass (""jailbreak"") attacks beyond text-only settings. Prior evaluations emphasize refusal or harmful-text detection, leaving open whether agents actually compile and run malicious programs. We present JAWS-BENCH (Jailbreaks Across WorkSpaces), a benchmark spanning three escalating workspace regimes that mirror attacker capability: empty (JAWS-0), single-file (JAWS-1), and multi-file (JAWS-M). We pair this with a hierarchical, executable-aware Judge Framework that tests (i) compliance, (ii) attack success, (iii) syntactic correctness, and (iv) runtime executability, moving beyond refusal to measure deployable harm. Using seven LLMs from five families as backends, we find that under prompt-only conditions in JAWS-0, code agents accept 61% of attacks on average; 58% are harmful, 52% parse, and 27% run end-to-end. Moving to single-file regime in JAWS-1 drives compliance to ~ 100% for capable models and yields a mean ASR (Attack Success Rate) ~ 71%; the multi-file regime (JAWS-M) raises mean ASR to ~ 75%, with 32% instantly deployable attack code. Across models, wrapping an LLM in an agent substantially increases vulnerability -- ASR raises by 1.6x -- because initial refusals are frequently overturned during later planning/tool-use steps. Category-level analyses identify which attack classes are most vulnerable and most readily deployable, while others exhibit large execution gaps. These findings motivate execution-aware defenses, code-contextual safety filters, and mechanisms that preserve refusal decisions throughout the agent's multi-step reasoning and tool use. ",""
"Formalizing and Benchmarking Prompt Injection Attacks and Defenses","https://scispace.com/paper/formalizing-and-benchmarking-prompt-injection-attacks-and-3s79nha51k33","","","","Yupei Liu
Yuqi Jia
Runpeng Geng
Jinyuan Jia
Neil Zhenqiang Gong","10.5555/3698900.3699003","","A prompt injection attack aims to inject malicious instruction/data into theinput of an LLM-Integrated Application such that it produces results as anattacker desires. Existing works are limited to case studies. As a result, theliterature lacks a systematic understanding of prompt injection attacks andtheir defenses. We aim to bridge the gap in this work. In particular, wepropose a framework to formalize prompt injection attacks. Existing attacks arespecial cases in our framework. Moreover, based on our framework, we design anew attack by combining existing ones. Using our framework, we conduct asystematic evaluation on 5 prompt injection attacks and 10 defenses with 10LLMs and 7 tasks. Our work provides a common benchmark for quantitativelyevaluating future prompt injection attacks and defenses. To facilitate researchon this topic, we make our platform public athttps://github.com/liu00222/Open-Prompt-Injection.","This study formalizes and benchmarks prompt injection attacks and defenses in LLM-integrated applications, proposing a framework to evaluate 5 attacks and 10 defenses across 10 LLMs and 7 tasks, providing a common benchmark for future research."
"Securing AI Agents in Cyber-Physical Systems: A Survey of Environmental Interactions, Deepfake Threats, and Defenses","https://scispace.com/paper/securing-ai-agents-in-cyber-physical-systems-a-survey-of-8n65ospgqj43","2026","Journal Article","","Mohsen Hatami
Van Tuan Pham
Hozefa Lakadawala
Yu Yi Chen","10.48550/arxiv.2601.20184","","The increasing integration of AI agents into cyber-physical systems (CPS) introduces new security risks that extend beyond traditional cyber or physical threat models. Recent advances in generative AI enable deepfake and semantic manipulation attacks that can compromise agent perception, reasoning, and interaction with the physical environment, while emerging protocols such as the Model Context Protocol (MCP) further expand the attack surface through dynamic tool use and cross-domain context sharing. This survey provides a comprehensive review of security threats targeting AI agents in CPS, with a particular focus on environmental interactions, deepfake-driven attacks, and MCP-mediated vulnerabilities. We organize the literature using the SENTINEL framework, a lifecycle-aware methodology that integrates threat characterization, feasibility analysis under CPS constraints, defense selection, and continuous validation. Through an end-to-end case study grounded in a real-world smart grid deployment, we quantitatively illustrate how timing, noise, and false-positive costs constrain deployable defenses, and why detection mechanisms alone are insufficient as decision authorities in safety-critical CPS. The survey highlights the role of provenance- and physics-grounded trust mechanisms and defense-in-depth architectures, and outlines open challenges toward trustworthy AI-enabled CPS. ","This survey reviews security threats to AI agents in cyber-physical systems, focusing on environmental interactions, deepfake attacks, and emerging protocols like MCP, and proposes a lifecycle-aware framework (SENTINEL) for threat characterization and defense selection."
"GenTel-Safe: A Unified Benchmark and Shielding Framework for Defending
  Against Prompt Injection Attacks","https://scispace.com/paper/gentel-safe-a-unified-benchmark-and-shielding-framework-for-6t9yckiq12yx","2024","Journal Article","","Rongchang Li
Minjie Chen
Chang Wen Hu
Han Chen
Xing Wu
Meng Han","10.48550/arxiv.2409.19521","https://scispace.compdf/gentel-safe-a-unified-benchmark-and-shielding-framework-for-6t9yckiq12yx.pdf","Large Language Models (LLMs) like GPT-4, LLaMA, and Qwen have demonstrated remarkable success across a wide range of applications. However, these models remain inherently vulnerable to prompt injection attacks, which can bypass existing safety mechanisms, highlighting the urgent need for more robust attack detection methods and comprehensive evaluation benchmarks. To address these challenges, we introduce GenTel-Safe, a unified framework that includes a novel prompt injection attack detection method, GenTel-Shield, along with a comprehensive evaluation benchmark, GenTel-Bench, which compromises 84812 prompt injection attacks, spanning 3 major categories and 28 security scenarios. To prove the effectiveness of GenTel-Shield, we evaluate it together with vanilla safety guardrails against the GenTel-Bench dataset. Empirically, GenTel-Shield can achieve state-of-the-art attack detection success rates, which reveals the critical weakness of existing safeguarding techniques against harmful prompts. For reproducibility, we have made the code and benchmarking dataset available on the project page at https://gentellab.github.io/gentel-safe.github.io/. ","Researchers introduce GenTel-Safe, a unified framework for defending against prompt injection attacks in Large Language Models, featuring a novel detection method (GenTel-Shield) and comprehensive benchmark (GenTel-Bench) with 84812 attacks across 3 categories and 28 scenarios."
"Attacking LLMs and AI Agents: Advertisement Embedding Attacks Against Large Language Models","https://scispace.com/paper/attacking-llms-and-ai-agents-advertisement-embedding-attacks-79rhs7gz7d7i","2025","Journal Article","arXiv.org","Jinwen Tang
Xingran Huang","10.48550/arxiv.2508.17674","https://scispace.compdf/attacking-llms-and-ai-agents-advertisement-embedding-attacks-79rhs7gz7d7i.pdf","We introduce Advertisement Embedding Attacks (AEA), a new class of LLM security threats that stealthily inject promotional or malicious content into model outputs and AI agents. AEA operate through two low-cost vectors: (1) hijacking third-party service-distribution platforms to prepend adversarial prompts, and (2) publishing back-doored open-source checkpoints fine-tuned with attacker data. Unlike conventional attacks that degrade accuracy, AEA subvert information integrity, causing models to return covert ads, propaganda, or hate speech while appearing normal. We detail the attack pipeline, map five stakeholder victim groups, and present an initial prompt-based self-inspection defense that mitigates these injections without additional model retraining. Our findings reveal an urgent, under-addressed gap in LLM security and call for coordinated detection, auditing, and policy responses from the AI-safety community.","Researchers introduce Advertisement Embedding Attacks (AEA) that inject covert ads, propaganda, or hate speech into large language models and AI agents through low-cost vectors, highlighting an urgent security gap and need for coordinated detection and policy responses."
"A Novel Security Framework against Prompt Injection Attacks","https://scispace.com/paper/a-novel-security-framework-against-prompt-injection-attacks-hg5q7otmasbx","2025","Journal Article","","Yumei Zhao
Xiaoming Li","10.1109/ccai65422.2025.11189427","","Large Language Models (LLMs) have demonstrated remarkable capabilities in natural language processing, but their widespread adoption has introduced critical security vulnerabilities, particularly prompt injection attacks-where attackers design input prompts to induce the model to generate malicious or inappropriate content, potentially leading to sensitive information leakage, execution of malicious instructions, or other security risks. Traditional defense mechanisms, which typically rely on keyword filtering or simple rule matching, struggle to cope with the increasingly complex and dynamically evolving attack methods. To address these risks, researchers have developed defense mechanisms ranging from input sanitization and adversarial training to runtime monitoring.This paper proposes a security framework based on LLMs, aiming to conduct an in-depth analysis of the threat posed by prompt injection attacks and achieve comprehensive risk monitoring of model outputs. The framework analyzes input prompts from multiple dimensions to identify malicious prompts and their potential attack behaviors while simultaneously monitoring and evaluating the output generated by the LLM. Through in-depth analysis of attack techniques and monitoring of model outputs, the proposed framework can effectively recognize and defeat various types of attacks, reduce the potential threats posed by prompt injection attacks, and ensure the security and reliability of LLMs in practical applications. Experimental results show that the framework can achieve over 93% detection accuracy.","This paper proposes a novel security framework against prompt injection attacks in Large Language Models, analyzing input prompts from multiple dimensions to identify malicious behavior and achieve over 93% detection accuracy through comprehensive risk monitoring."
"PromptSleuth: Detecting Prompt Injection via Semantic Intent Invariance","https://scispace.com/paper/promptsleuth-detecting-prompt-injection-via-semantic-intent-24osdbww3ucg","2025","Journal Article","arXiv.org","Mengxiao Wang
Yuxuan Zhang
Guofei Gu","10.48550/arxiv.2508.20890","https://scispace.compdf/promptsleuth-detecting-prompt-injection-via-semantic-intent-24osdbww3ucg.pdf","Large Language Models (LLMs) are increasingly integrated into real-world applications, from virtual assistants to autonomous agents. However, their flexibility also introduces new attack vectors-particularly Prompt Injection (PI), where adversaries manipulate model behavior through crafted inputs. As attackers continuously evolve with paraphrased, obfuscated, and even multi-task injection strategies, existing benchmarks are no longer sufficient to capture the full spectrum of emerging threats. To address this gap, we construct a new benchmark that systematically extends prior efforts. Our benchmark subsumes the two widely-used existing ones while introducing new manipulation techniques and multi-task scenarios, thereby providing a more comprehensive evaluation setting. We find that existing defenses, though effective on their original benchmarks, show clear weaknesses under our benchmark, underscoring the need for more robust solutions. Our key insight is that while attack forms may vary, the adversary's intent-injecting an unauthorized task-remains invariant. Building on this observation, we propose PromptSleuth, a semantic-oriented defense framework that detects prompt injection by reasoning over task-level intent rather than surface features. Evaluated across state-of-the-art benchmarks, PromptSleuth consistently outperforms existing defense while maintaining comparable runtime and cost efficiency. These results demonstrate that intent-based semantic reasoning offers a robust, efficient, and generalizable strategy for defending LLMs against evolving prompt injection threats.","Researchers propose PromptSleuth, a semantic-oriented defense framework that detects prompt injection attacks on Large Language Models by reasoning over task-level intent, outperforming existing defenses while maintaining efficiency and generalizability."
"Backdoor-Powered Prompt Injection Attacks Nullify Defense Methods","https://scispace.com/paper/backdoor-powered-prompt-injection-attacks-nullify-defense-kr3vrap36s5y","2025","Journal Article","","Chen Yu-lin
Li, Haoran
Sui-yuan
Song Yang-qiu
Hooi, Bryan","10.48550/arxiv.2510.03705","","With the development of technology, large language models (LLMs) have dominated the downstream natural language processing (NLP) tasks. However, because of the LLMs' instruction-following abilities and inability to distinguish the instructions in the data content, such as web pages from search engines, the LLMs are vulnerable to prompt injection attacks. These attacks trick the LLMs into deviating from the original input instruction and executing the attackers' target instruction. Recently, various instruction hierarchy defense strategies are proposed to effectively defend against prompt injection attacks via fine-tuning. In this paper, we explore more vicious attacks that nullify the prompt injection defense methods, even the instruction hierarchy: backdoor-powered prompt injection attacks, where the attackers utilize the backdoor attack for prompt injection attack purposes. Specifically, the attackers poison the supervised fine-tuning samples and insert the backdoor into the model. Once the trigger is activated, the backdoored model executes the injected instruction surrounded by the trigger. We construct a benchmark for comprehensive evaluation. Our experiments demonstrate that backdoor-powered prompt injection attacks are more harmful than previous prompt injection attacks, nullifying existing prompt injection defense methods, even the instruction hierarchy techniques. ",""
"Prompt Injection Mitigation with Agentic AI, Nested Learning, and AI Sustainability via Semantic Caching","https://scispace.com/paper/prompt-injection-mitigation-with-agentic-ai-nested-learning-a1n54jhgtxqg","2026","Journal Article","","Diego Gosmar
Deborah A. Dahl","10.48550/arxiv.2601.13186","","Prompt injection remains a central obstacle to the safe deployment of large language models, particularly in multi-agent settings where intermediate outputs can propagate or amplify malicious instructions. Building on earlier work that introduced a four-metric Total Injection Vulnerability Score (TIVS), this paper extends the evaluation framework with semantic similarity-based caching and a fifth metric (Observability Score Ratio) to yield TIVS-O, investigating how defence effectiveness interacts with transparency in a HOPE-inspired Nested Learning architecture. The proposed system combines an agentic pipeline with Continuum Memory Systems that implement semantic similarity-based caching across 301 synthetically generated injection-focused prompts drawn from ten attack families, while a fourth agent performs comprehensive security analysis using five key performance indicators. In addition to traditional injection metrics, OSR quantifies the richness and clarity of security-relevant reasoning exposed by each agent, enabling an explicit analysis of trade-offs between strict mitigation and auditability. Experiments show that the system achieves secure responses with zero high-risk breaches, while semantic caching delivers substantial computational savings, achieving a 41.6% reduction in LLM calls and corresponding decreases in latency, energy consumption, and carbon emissions. Five TIVS-O configurations reveal optimal trade-offs between mitigation strictness and forensic transparency. These results indicate that observability-aware evaluation can reveal non-monotonic effects within multi-agent pipelines and that memory-augmented agents can jointly maximize security robustness, real-time performance, operational cost savings, and environmental sustainability without modifying underlying model weights, providing a production-ready pathway for secure and green LLM deployments. ","This paper proposes a novel system combining agentic AI, nested learning, and semantic caching to mitigate prompt injection attacks in large language models, achieving secure responses with zero high-risk breaches and substantial computational savings."
"Securing the Autonomous Future A Comprehensive Analysis of Security Challenges and Mitigation Strategies for AI Agents","https://scispace.com/paper/securing-the-autonomous-future-a-comprehensive-analysis-of-3oo5884w7045","2024","Journal Article","Indian Scientific Journal Of Research In Engineering And Management","A. Sengupta","10.55041/ijsrem40091","","The proliferation of Artificial Intelligence (AI) agents, characterized by their autonomy and capacity for independent decision-making, presents both unprecedented opportunities and novel security challenges. This research paper provides a comprehensive analysis of the security landscape surrounding AI agents, examining the unique vulnerabilities stemming from their inherent characteristics and the emerging threat vectors targeting these autonomous systems. We delve into a categorized framework of potential attacks, ranging from data poisoning and adversarial manipulation to physical tampering and exploitation of autonomy. Furthermore, we critically evaluate existing and propose novel mitigation strategies, encompassing secure development practices, robustness training, explainable AI techniques for monitoring, and the crucial role of ethical and regulatory frameworks. This paper contributes to the growing body of knowledge on AI security, offering insights for researchers, developers, and policymakers navigating the complexities of securing the autonomous future. Keywords: Artificial Intelligence, AI Agents, Autonomous Systems, Cybersecurity, Machine Learning Security, Adversarial Attacks, Data Poisoning, Robotics Security, Ethical AI, AI Governance ","This research provides a comprehensive analysis of AI agent security challenges and mitigation strategies, categorizing vulnerabilities and emerging threats, and evaluating existing and proposing novel solutions for securing autonomous systems against data poisoning, adversarial attacks, and physical tampering."
"Securing Artificial Intelligence: Exploring Attack Scenarios and Defense Strategies","https://scispace.com/paper/securing-artificial-intelligence-exploring-attack-scenarios-15sc2cv2kb","2024","Journal Article","","İrem Zehra Altun
Abdurrahman Emre Özkök","10.1109/isdfs60797.2024.10527288","","In today's landscape, the widespread integration of artificial intelligence (AI) solutions across diverse domains has become commonplace. Yet, despite its omnipresence, AI applications, often lack adequate protection, leaving them vulnerable to various threats. Consequently, businesses find themselves in need of clear guidance to navigate these risks effectively. This study aims to address this gap by shedding light on attacker activities targeting AI applications, offering robust defense mechanisms, and creating a comprehensive checklist for evaluating current processes. By analyzing attack and defense strategies, it is clear that although these methods are similar to those used in traditional information systems, their implementation in AI contexts differs significantly. This study provides detailed implementation insights and a security checklist to help organizations assess process maturity quickly. By identifying and addressing security gaps promptly, organizations can enhance the resilience of their AI infrastructure.","Securing AI systems requires tailored defense strategies and a comprehensive checklist for evaluating current processes. Although attack methods are similar to traditional information systems, implementation in AI contexts differs significantly. The study provides implementation insights and a security checklist to help organizations assess process maturity and enhance AI infrastructure resilience."
"Prompt Injection: A Security Challenge for Modern AI Communication","https://scispace.com/paper/prompt-injection-a-security-challenge-for-modern-ai-m8yjbli5l7ix","2026","Repository","","Katarina Šmakić","10.5281/zenodo.18203184","","Prompt injection attacks pose a multifaceted security threat to large language models (LLMs), undermining not just output content but also meaning, intentionality and trust in AI-mediated communication. Through qualitative analysis of documented text-based and multimodal attacks, this study reveals consistent patterns of tonal shift, narrative distortion and epistemic asymmetry that serve manipulative agendas. Drawing on concepts from data colonialism and surveillance capitalism, we argue these attacks constitute symbolic and ideological exploits rather than mere technical flaws. A layered defense model is proposed combining secure-by-design engineering, regulatory oversight and critical discourse analysis grounded in linguistics, media studies, and ethics, in order to detect and counter manipulative meaning constructions. An interdisciplinary security framework is essential to preserve the integrity, autonomy and societal trust in AI communication systems. ","""Prompt injection attacks compromise LLMs, manipulating output meaning and trust in AI communication, revealing patterns of tonal shift, narrative distortion, and epistemic asymmetry; a layered defense model is proposed to counter manipulative meaning constructions and preserve AI system integrity."""
"Prompt Injection: A Security Challenge for Modern AI Communication","https://scispace.com/paper/prompt-injection-a-security-challenge-for-modern-ai-myd6pmsh81zb","2026","Repository","","Katarina Šmakić","10.5281/zenodo.18203183","","Prompt injection attacks pose a multifaceted security threat to large language models (LLMs), undermining not just output content but also meaning, intentionality and trust in AI-mediated communication. Through qualitative analysis of documented text-based and multimodal attacks, this study reveals consistent patterns of tonal shift, narrative distortion and epistemic asymmetry that serve manipulative agendas. Drawing on concepts from data colonialism and surveillance capitalism, we argue these attacks constitute symbolic and ideological exploits rather than mere technical flaws. A layered defense model is proposed combining secure-by-design engineering, regulatory oversight and critical discourse analysis grounded in linguistics, media studies, and ethics, in order to detect and counter manipulative meaning constructions. An interdisciplinary security framework is essential to preserve the integrity, autonomy and societal trust in AI communication systems. ","""Prompt injection attacks compromise LLMs, manipulating output meaning and trust in AI communication, revealing patterns of tonal shift, narrative distortion, and epistemic asymmetry; a layered defense model is proposed to counter manipulative meaning constructions and preserve AI system integrity."""
"A Multi-Agent LLM Defense Pipeline Against Prompt Injection Attacks","https://scispace.com/paper/a-multi-agent-llm-defense-pipeline-against-prompt-injection-znh193viz5c9","2025","Journal Article","","Mridha, M. F.
Shin Jungpil","10.48550/arxiv.2509.14285","https://scispace.compdf/a-multi-agent-llm-defense-pipeline-against-prompt-injection-znh193viz5c9.pdf","Prompt injection attacks represent a major vulnerability in Large Language Model (LLM) deployments, where malicious instructions embedded in user inputs can override system prompts and induce unintended behaviors. This paper presents a novel multi-agent defense framework that employs specialized LLM agents in coordinated pipelines to detect and neutralize prompt injection attacks in real-time. We evaluate our approach using two distinct architectures: a sequential chain-of-agents pipeline and a hierarchical coordinator-based system. Our comprehensive evaluation on 55 unique prompt injection attacks, grouped into 8 categories and totaling 400 attack instances across two LLM platforms (ChatGLM and Llama2), demonstrates significant security improvements. Without defense mechanisms, baseline Attack Success Rates (ASR) reached 30% for ChatGLM and 20% for Llama2. Our multi-agent pipeline achieved 100% mitigation, reducing ASR to 0% across all tested scenarios. The framework demonstrates robustness across multiple attack categories including direct overrides, code execution attempts, data exfiltration, and obfuscation techniques, while maintaining system functionality for legitimate queries. ",""
"InjecAgent: Benchmarking Indirect Prompt Injections in Tool-Integrated Large Language Model Agents","https://scispace.com/paper/injecagent-benchmarking-indirect-prompt-injections-in-tool-2uzss4iynh","2024","Journal Article","arXiv.org","Qiusi Zhan
Zhixiang Liang
Zifan Ying
Daniel Kang","10.48550/arxiv.2403.02691","","Recent work has embodied LLMs as agents, allowing them to access tools, perform actions, and interact with external content (e.g., emails or websites). However, external content introduces the risk of indirect prompt injection (IPI) attacks, where malicious instructions are embedded within the content processed by LLMs, aiming to manipulate these agents into executing detrimental actions against users. Given the potentially severe consequences of such attacks, establishing benchmarks to assess and mitigate these risks is imperative. In this work, we introduce InjecAgent, a benchmark designed to assess the vulnerability of tool-integrated LLM agents to IPI attacks. InjecAgent comprises 1,054 test cases covering 17 different user tools and 62 attacker tools. We categorize attack intentions into two primary types: direct harm to users and exfiltration of private data. We evaluate 30 different LLM agents and show that agents are vulnerable to IPI attacks, with ReAct-prompted GPT-4 vulnerable to attacks 24% of the time. Further investigation into an enhanced setting, where the attacker instructions are reinforced with a hacking prompt, shows additional increases in success rates, nearly doubling the attack success rate on the ReAct-prompted GPT-4. Our findings raise questions about the widespread deployment of LLM Agents. Our benchmark is available at https://github.com/uiuc-kang-lab/InjecAgent.","InjecAgent is a benchmark designed to assess the vulnerability of tool-integrated LLM agents to indirect prompt injection (IPI) attacks. It includes 1,054 test cases and evaluates 30 different LLM agents. Findings suggest that agents are vulnerable to IPI attacks, with ReAct-prompted GPT-4 vulnerable to attacks 24% of the time."
