"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"FinVault: Benchmarking Financial Agent Safety in Execution-Grounded Environments","https://scispace.com/paper/finvault-benchmarking-financial-agent-safety-in-execution-d3yqeyf7r2ol","2026","Journal Article","","Zhi Yang
Runguo Li
Qiqi Qiang
Jiashun Wang
Fangqi Lou
Mingqun Li
Dongpo Cheng
Rui Xu
Heng Lian
Shuo Zhang
Xiaolong Liang
Xiaoming Huang
Zheng Wei
Zhaowei Liu
Xin Guo
Huacan Wang
Ronghao Chen
Liwen Zhang","10.48550/arxiv.2601.07853","","- **Relevance Score:** 73/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Introduces FinVault benchmark for stateful financial agents, details concrete prompt‑injection attacks, evaluates existing defenses without proposing new ones, and situates work within AI agent security.","Financial agents powered by large language models (LLMs) are increasingly deployed for investment analysis, risk assessment, and automated decision-making, where their abilities to plan, invoke tools, and manipulate mutable state introduce new security risks in high-stakes and highly regulated financial environments. However, existing safety evaluations largely focus on language-model-level content compliance or abstract agent settings, failing to capture execution-grounded risks arising from real operational workflows and state-changing actions. To bridge this gap, we propose FinVault, the first execution-grounded security benchmark for financial agents, comprising 31 regulatory case-driven sandbox scenarios with state-writable databases and explicit compliance constraints, together with 107 real-world vulnerabilities and 963 test cases that systematically cover prompt injection, jailbreaking, financially adapted attacks, as well as benign inputs for false-positive evaluation. Experimental results reveal that existing defense mechanisms remain ineffective in realistic financial agent settings, with average attack success rates (ASR) still reaching up to 50.0\% on state-of-the-art models and remaining non-negligible even for the most robust systems (ASR 6.7\%), highlighting the limited transferability of current safety designs and the need for stronger financial-specific defenses. Our code can be found at https://github.com/aifinlab/FinVault. "
"AgentSecBench: Measuring Prompt Injection, Privacy Leakage, and Tool-Use Integrity in LLM Agents","https://scispace.com/paper/HLDKB1Zw0LkJ","","","","F Alpay
T Alpay","","https://arxiv.org/pdf/2605.26269","- **Relevance Score:** 73/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses a comprehensive benchmark to measure prompt injection, privacy leaks, and tool-use integrity in LLM agents; details concrete injection attacks; offers limited mitigation discussion; firmly placed in AI agent security research.",""
"WAInjectBench: Benchmarking Prompt Injection Detections for Web Agents","https://scispace.com/paper/wainjectbench-benchmarking-prompt-injection-detections-for-fsiwwh38lr0p","2025","Journal Article","","Liu Yinuo
Xu Ruohan
Wang Xilong
JIA Yuqi
Gong, Neil Zhenqiang","10.48550/arxiv.2510.01354","https://scispace.compdf/wainjectbench-benchmarking-prompt-injection-detections-for-fsiwwh38lr0p.pdf","- **Relevance Score:** 72/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Provides a systematic benchmark of prompt‑injection attacks and detectors for web agents, detailing concrete attack variants and detection defenses, though it does not focus exclusively on stateful memory‑preserving agents.","Multiple prompt injection attacks have been proposed against web agents. At the same time, various methods have been developed to detect general prompt injection attacks, but none have been systematically evaluated for web agents. In this work, we bridge this gap by presenting the first comprehensive benchmark study on detecting prompt injection attacks targeting web agents. We begin by introducing a fine-grained categorization of such attacks based on the threat model. We then construct datasets containing both malicious and benign samples: malicious text segments generated by different attacks, benign text segments from four categories, malicious images produced by attacks, and benign images from two categories. Next, we systematize both text-based and image-based detection methods. Finally, we evaluate their performance across multiple scenarios. Our key findings show that while some detectors can identify attacks that rely on explicit textual instructions or visible image perturbations with moderate to high accuracy, they largely fail against attacks that omit explicit instructions or employ imperceptible perturbations. Our datasets and code are released at: https://github.com/Norrrrrrr-lyn/WAInjectBench. "
"Prompt Injection Attacks on Agentic Coding Assistants: A Systematic Analysis of Vulnerabilities in Skills, Tools, and Protocol Ecosystems","https://scispace.com/paper/prompt-injection-attacks-on-agentic-coding-assistants-a-vpynnq89e8je","2026","Journal Article","","Narek Maloyan
Dmitry Namiot","10.48550/arxiv.2601.17548","","- **Relevance Score:** 71/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses taxonomy to map prompt injection across stateful coding agents, catalogs 42 attack techniques, evaluates 18 defenses, provides meta‑analysis success rates, and situates work within AI agent security.","The proliferation of agentic AI coding assistants, including Claude Code, GitHub Copilot, Cursor, and emerging skill-based architectures, has fundamentally transformed software development workflows. These systems leverage Large Language Models (LLMs) integrated with external tools, file systems, and shell access through protocols like the Model Context Protocol (MCP). However, this expanded capability surface introduces critical security vulnerabilities. In this \textbf{Systematization of Knowledge (SoK)} paper, we present a comprehensive analysis of prompt injection attacks targeting agentic coding assistants. We propose a novel three-dimensional taxonomy categorizing attacks across \textit{delivery vectors}, \textit{attack modalities}, and \textit{propagation behaviors}. Our meta-analysis synthesizes findings from 78 recent studies (2021--2026), consolidating evidence that attack success rates against state-of-the-art defenses exceed 85\% when adaptive attack strategies are employed. We systematically catalog 42 distinct attack techniques spanning input manipulation, tool poisoning, protocol exploitation, multimodal injection, and cross-origin context poisoning. Through critical analysis of 18 defense mechanisms reported in prior work, we identify that most achieve less than 50\% mitigation against sophisticated adaptive attacks. We contribute: (1) a unified taxonomy bridging disparate attack classifications, (2) the first systematic analysis of skill-based architecture vulnerabilities with concrete exploit chains, and (3) a defense-in-depth framework grounded in the limitations we identify. Our findings indicate that the security community must treat prompt injection as a first-class vulnerability class requiring architectural-level mitigations rather than ad-hoc filtering approaches. "
"The landscape of prompt injection threats in llm agents: From taxonomy to analysis","https://scispace.com/paper/wzTocvlVtkUJ","","","","P Wang
X Li
C Xiang
J Zhang
Y Li
L Zhang","","https://arxiv.org/pdf/2602.10453","- **Relevance Score:** 70/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Provides taxonomy and concrete prompt‑injection attacks on memory‑bearing LLM agents, introduces AGENTPI benchmark for systematic evaluation, situates work in agent security, but offers limited defense proposals.",""
"Agentvigil: Automatic black-box red-teaming for indirect prompt injection against llm agents","https://scispace.com/paper/agentvigil-automatic-black-box-red-teaming-for-indirect-ce69a2ralj51","2025","Journal Article","","Zhun Wang
Vincent Siu
Zhe Ye
Tianneng Shi
Yuzhou Nie
Xuandong Zhao
Chenguang Wang
Guo Wenbo
Dawn Song","10.18653/v1/2025.findings-emnlp.1258","https://aclanthology.org/anthology-files/anthology-files/pdf/findings/2025.findings-emnlp.1258.pdf","- **Relevance Score:** 70/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses automatic black‑box red‑teaming to craft indirect prompt injections for stateful LLM agents, details concrete attack pipelines, evaluates success rates extensively, situates work in AI agent security, but offers limited defensive proposals.",","
"Prompt Injection 2.0: Hybrid AI Threats","https://scispace.com/paper/prompt-injection-2-0-hybrid-ai-threats-ooogubw7mvdy","2025","Journal Article","arXiv.org","Jeremy McHugh
Kristina Sekrst
Jonathan Rodriguez Cefalu","10.48550/arxiv.2507.13169","","- **Relevance Score:** 68/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Analyzes hybrid prompt injection attacks on autonomous agents, details concrete exploit chains, proposes isolation and privilege‑separation defenses, includes benchmarks showing WAF/CSRF failures, and situates work within AI agent security, though stateful memory aspects are only touched on.","Prompt injection attacks, where malicious input is designed to manipulate AI systems into ignoring their original instructions and following unauthorized commands instead, were first discovered by Preamble, Inc. in May 2022 and responsibly disclosed to OpenAI. Over the last three years, these attacks have continued to pose a critical security threat to LLM-integrated systems. The emergence of agentic AI systems, where LLMs autonomously perform multistep tasks through tools and coordination with other agents, has fundamentally transformed the threat landscape. Modern prompt injection attacks can now combine with traditional cybersecurity exploits to create hybrid threats that systematically evade traditional security controls. This paper presents a comprehensive analysis of Prompt Injection 2.0, examining how prompt injections integrate with Cross-Site Scripting (XSS), Cross-Site Request Forgery (CSRF), and other web security vulnerabilities to bypass traditional security measures. We build upon Preamble's foundational research and mitigation technologies, evaluating them against contemporary threats, including AI worms, multi-agent infections, and hybrid cyber-AI attacks. Our analysis incorporates recent benchmarks that demonstrate how traditional web application firewalls, XSS filters, and CSRF tokens fail against AI-enhanced attacks. We also present architectural solutions that combine prompt isolation, runtime security, and privilege separation with novel threat detection capabilities."
"Prompt Injection Detection and Mitigation via AI Multi-Agent NLP Frameworks","https://scispace.com/paper/prompt-injection-detection-and-mitigation-via-ai-multi-agent-4wfp2krf54cd","2025","Journal Article","arXiv.org","Diego Gosmar
Deborah A. Dahl
Dario Gosmar","10.48550/arxiv.2503.11517","https://scispace.compdf/prompt-injection-detection-and-mitigation-via-ai-multi-agent-4wfp2krf54cd.pdf","- **Relevance Score:** 68/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses multi‑agent NLP framework to study injection attacks, provides 500 varied prompts, proposes detection (PromptShield) and prevention redesigns, evaluates success rates, and situates work within AI agent security.",""
"Agents at Risk: How Users Unwittingly Undermine LLM Safety","https://scispace.com/paper/http://arxiv.org/abs/2601.10758v3","2026","Preprint","","Fengchao Chen
Tingmin Wu
Van Nguyen
Surya. Nepal
Carsten Rudolph","","https://arxiv.org/pdf/2601.10758v3","- **Relevance Score:** 68/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Introduces UReCoM attack on LLM agents, evaluates multiple defenses, provides extensive experiments on commercial agents, and discusses broader security implications, though stateful memory focus is limited.","Large language model (LLM)-based agents are increasingly deployed in applications, such as trip-planning agents and web-use agents, to perform complex planning and execution tasks. Prior work has shown that LLM-based agents are vulnerable to context confusion, where external adversarial content incorporated into the agent's reasoning context may be treated as task-relevant constraints. However, external malicious content can enter the agent context via channels beyond retrieval. In this work, we introduce the User-Relayed Context Manipulation (UReCoM) attack, in which attackers manipulate benign users into relaying adversarial content within user requests, thereby relocating external adversarial content into user-provided task context. Our experimental evaluation shows that UReCoM outperforms five prompt-injection baselines (naive, context ignoring, fake completion, escape-character attacks, and combined attacks) under prevention-based (Sandwich, StruQ, and SecAlign) and detection-based defenses (Perplexity detection, DataSentinel, and CausalArmor). Additionally, UReCoM shows that LLMs can reject explicit malicious instructions more reliably than they can identify adversarial task entities, such as promotion codes, embedded within user requests. On 12 commercial LLM-based agents, we find that validation of adversarial task entities is largely prompt-driven rather than default, highlighting a design flaw in current agent frameworks. These results indicate that current defenses and deployed agents remain insufficient against user-relayed context manipulations, highlighting the need for task-entity-level prevention and default safety verification in LLM-based agents."
"A systematic survey of security threats and defenses in LLM-based AI agents: A layered attack surface framework","https://scispace.com/paper/UhpD7ok79McJ","","","","K Chu","","https://arxiv.org/pdf/2604.23338","- **Relevance Score:** 67/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Survey details prompt injection in stateful agents, outlines concrete attack vectors, reviews existing defenses, lacks original benchmarks, and situates work firmly in AI agent security.",""
"AgentDojo: A Dynamic Environment to Evaluate Attacks and Defenses for
  LLM Agents","https://scispace.com/paper/agentdojo-a-dynamic-environment-to-evaluate-attacks-and-4201ufpfov","2024","Preprint","","Edoardo Debenedetti
Jie Zhang
Mislav Balunović
Luca Beurer-Kellner
M. Fischer
Florian Tramèr","10.48550/arxiv.2406.13352","https://scispace.compdf/agentdojo-a-dynamic-environment-to-evaluate-attacks-and-4201ufpfov.pdf","- **Relevance Score:** 65/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses a dynamic environment to test prompt injection on stateful LLM agents, details concrete injection attacks and success rates, provides extensive benchmarks, but offers little on defenses.","AI agents aim to solve complex tasks by combining text-based reasoning with external tool calls. Unfortunately, AI agents are vulnerable to prompt injection attacks where data returned by external tools hijacks the agent to execute malicious tasks. To measure the adversarial robustness of AI agents, we introduce AgentDojo, an evaluation framework for agents that execute tools over untrusted data. To capture the evolving nature of attacks and defenses, AgentDojo is not a static test suite, but rather an extensible environment for designing and evaluating new agent tasks, defenses, and adaptive attacks. We populate the environment with 97 realistic tasks (e.g., managing an email client, navigating an e-banking website, or making travel bookings), 629 security test cases, and various attack and defense paradigms from the literature. We find that AgentDojo poses a challenge for both attacks and defenses: state-of-the-art LLMs fail at many tasks (even in the absence of attacks), and existing prompt injection attacks break some security properties but not all. We hope that AgentDojo can foster research on new design principles for AI agents that solve common tasks in a reliable and robust manner. We release the code for AgentDojo at https://github.com/ethz-spylab/agentdojo. "
"Prompt Injection Detection and Mitigation with AI Multiagent NLP-based Agentic Frameworks","https://scispace.com/paper/ag-G9IKDyzEJ","","","","D Gosmar
DA Dahl
D Gosmar","","","- **Relevance Score:** 65/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses multi‑agent framework to detect and mitigate prompt injection, describes concrete injection attacks, proposes mitigation strategies, includes limited experimental metrics, and situates work within AI agent security.",""
"Prompt Injection Attacks in Large Language Models and AI Agent Systems: A Comprehensive Review of Vulnerabilities, Attack Vectors, and Defense …","https://scispace.com/paper/t1DaE6OG9TgJ","","","","S Gulyamov
S Gulyamov
A Rodionov
R Khursanov","","","- **Relevance Score:** 65/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Reviews prompt injection across LLMs and agent systems, detailing attack techniques and defenses, and places them in AI agent security, but offers limited original benchmarks and only general discussion of stateful agents.",""
"A Systematic Review of Prompt Injection Attacks on Large Language Models: Trends, Taxonomy, Evaluation, Defenses, and Opportunities","https://scispace.com/paper/a-systematic-review-of-prompt-injection-attacks-on-large-htwhdgp2w045","2026","Journal Article","IEEE Access","J Duarte
Guilherme Dieguez Candido
José Ricardo A. De Britto Filho
João Souza Neto
E. R. Costa
João Paulo J. Da Costa
Laerte Peotta de Melo","10.1109/access.2026.3656849","","- **Relevance Score:** 63/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Reviews multi‑turn prompt injections and defenses, details many attack techniques and evaluation benchmarks, but focuses on LLMs broadly rather than stateful autonomous agents.","Large Language Models (LLMs) are increasingly integrated into various infrastructure and interactive applications. However, their inherent linguistic flexibility introduces security vulnerabilities, particularly through Prompt Injection (PI) attacks. This systematic review provides a comprehensive synthesis of the evolving landscape of PI attacks, including their development trends, classification schemes, evaluation methodologies, defense strategies, and areas for future research. We analyze the evolution of attacks from basic natural language overrides to complex multi-turn manipulations, indirect injections using structured formats such as JSON and XML, and tool-assisted exploits involving automated prompt generation and multi-modal inputs like images. PI attacks are categorized by the level of manipulation, including character, word, sentence, and semantic levels, and by adversarial intent, such as prompt leaking and harmful content generation. The study analyzes these techniques within different LLM architectures and application contexts, including machine translation and Chain of Thought reasoning. It also reviews common evaluation benchmarks, datasets, and metrics. Mitigation strategies examined include automated red teaming frameworks, input validation, content filtering, and alignment through training. It differentiates itself from previous works by conducting a systematic review specifically focused on immediate injection, organizing its attacks, defenses and research gaps. Finally, this review identifies major research challenges and suggests critical directions for improving LLM safety and robustness. "
"A multi-agent LLM defense pipeline against prompt injection attacks","https://scispace.com/paper/a-multi-agent-llm-defense-pipeline-against-prompt-injection-znh193viz5c9","2025","Journal Article","","Mridha, M. F.
Shin Jungpil","10.48550/arxiv.2509.14285","https://arxiv.org/pdf/2509.14285","- **Relevance Score:** 62/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses multi-agent pipeline to detect and neutralize 55 prompt injection attacks, reports 0% ASR, but does not focus on stateful memory across interactions.","Prompt injection attacks represent a major vulnerability in Large Language Model (LLM) deployments, where malicious instructions embedded in user inputs can override system prompts and induce unintended behaviors. This paper presents a novel multi-agent defense framework that employs specialized LLM agents in coordinated pipelines to detect and neutralize prompt injection attacks in real-time. We evaluate our approach using two distinct architectures: a sequential chain-of-agents pipeline and a hierarchical coordinator-based system. Our comprehensive evaluation on 55 unique prompt injection attacks, grouped into 8 categories and totaling 400 attack instances across two LLM platforms (ChatGLM and Llama2), demonstrates significant security improvements. Without defense mechanisms, baseline Attack Success Rates (ASR) reached 30% for ChatGLM and 20% for Llama2. Our multi-agent pipeline achieved 100% mitigation, reducing ASR to 0% across all tested scenarios. The framework demonstrates robustness across multiple attack categories including direct overrides, code execution attempts, data exfiltration, and obfuscation techniques, while maintaining system functionality for legitimate queries. "
"Securing Agentic AI: A Comprehensive Threat Analysis of Model Context Protocol Systems with Layered Defense Strategies","https://scispace.com/paper/securing-agentic-ai-a-comprehensive-threat-analysis-of-model-gw8ahjp5bjh3","2025","Repository","","Shruti Lohani","10.20944/preprints202510.2087.v1","","- **Relevance Score:** 62/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses MCP threat model to detail prompt injection and novel attacks, proposes layered defenses via Strands Agents, but lacks empirical benchmarks; firmly placed in AI agent security literature.","The rise of agentic artificial intelligence, powered by the Model Context Protocol (MCP), creates a complex and evolving security landscape. This article presents a comprehensive analysis of the MCP threat ecosystem through a structured five-layer architectural model: Prompt \&amp;amp; Reasoning, Tool \&amp;amp; Supply Chain, Execution \&amp;amp; Configuration, Protocol \&amp;amp; Network, and Data \&amp;amp; Telemetry. We examine over twenty distinct attack vectors ranging from well-documented prompt injection to novel threats like composability chaining and MCP sampling manipulation, and their manifestations across each architectural layer. Drawing from recent security research by Microsoft, CyberArk, Palo Alto Networks, and others, we analyze real-world vulnerabilities including CVE-2025-32711 (EchoLeak) and CVE-2025-6514 to demonstrate how traditional attack vectors evolve in agentic environments. We present actionable defense strategies, highlighting how modern frameworks like Strands Agents provide essential security controls through identity management, comprehensive observability, and zero-trust tool execution architectures for building secure, observable, and resilient agentic systems. "
"A Systematization of Security Vulnerabilities in Computer Use Agents","https://scispace.com/paper/a-systematization-of-security-vulnerabilities-in-computer-285nvj3m3mnj","2025","Journal Article","arXiv.org","Daniel Jones
Giorgio Severi
Martin Pouliot
Gary Lopez
Joris de Gruyter
Santiago Zanella-Béguelin
Justin Song
Blake Bullwinkel
Pamela Cortez
Amanda Minnich","10.48550/arxiv.2507.05445","https://scispace.compdf/a-systematization-of-security-vulnerabilities-in-computer-285nvj3m3mnj.pdf","- **Relevance Score:** 58/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses indirect prompt injection to expose CUAs' perception layer, details concrete exploitation scenarios, outlines architectural gaps and challenges, but lacks concrete defenses and experimental benchmarks.","Computer Use Agents (CUAs), autonomous systems that interact with software interfaces via browsers or virtual machines, are rapidly being deployed in consumer and enterprise environments. These agents introduce novel attack surfaces and trust boundaries that are not captured by traditional threat models. Despite their growing capabilities, the security boundaries of CUAs remain poorly understood. In this paper, we conduct a systematic threat analysis and testing of real-world CUAs under adversarial conditions. We identify seven classes of risks unique to the CUA paradigm, and analyze three concrete exploit scenarios in depth: (1) clickjacking via visual overlays that mislead interface-level reasoning, (2) indirect prompt injection that enables Remote Code Execution (RCE) through chained tool use, and (3) CoT exposure attacks that manipulate implicit interface framing to hijack multi-step reasoning. These case studies reveal deeper architectural flaws across current CUA implementations. Namely, a lack of input provenance tracking, weak interface-action binding, and insufficient control over agent memory and delegation. We conclude by proposing a CUA-specific security evaluation framework and design principles for safe deployment in adversarial and high-stakes settings."
"Recent advancements in LLM Red-Teaming: Techniques, Defenses, and
  Ethical Considerations","https://scispace.com/paper/recent-advancements-in-llm-red-teaming-techniques-defenses-1t86jlb4amm4","2024","Journal Article","","Tarun Raheja
Nilay Pochhi","10.48550/arxiv.2410.09097","https://scispace.compdf/recent-advancements-in-llm-red-teaming-techniques-defenses-1t86jlb4amm4.pdf","- **Relevance Score:** 57/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses extensive jailbreak and prompt injection attacks; proposes defenses like LED and Self Defense; introduces benchmarks (JailbreakBench, BIPIA); lacks focus on stateful agents, only broadly addresses AI security.","Large Language Models (LLMs) have demonstrated remarkable capabilities in natural language processing tasks, but their vulnerability to jailbreak attacks poses significant security risks. This survey paper presents a comprehensive analysis of recent advancements in attack strategies and defense mechanisms within the field of Large Language Model (LLM) red-teaming. We analyze various attack methods, including gradient-based optimization, reinforcement learning, and prompt engineering approaches. We discuss the implications of these attacks on LLM safety and the need for improved defense mechanisms. This work aims to provide a thorough understanding of the current landscape of red-teaming attacks and defenses on LLMs, enabling the development of more secure and reliable language models. "
"Prompt Injection Attacks and Defenses in LLM-Integrated Applications","https://scispace.com/paper/prompt-injection-attacks-and-defenses-in-llm-integrated-hp3voda8na","2023","Journal Article","arXiv.org","Yupei Liu
Yuqi Jia
Runpeng Geng
Jinyuan Jia
Neil Zhenqiang Gong","10.48550/arxiv.2310.12815","https://scispace.compdf/prompt-injection-attacks-and-defenses-in-llm-integrated-hp3voda8na.pdf","- **Relevance Score:** 57/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses formal framework to define and systematize prompt injection attacks; proposes defenses and evaluates them experimentally, but does not focus on stateful agents, only broadly addresses AI application security.","Large Language Models (LLMs) are increasingly deployed as the backend for a variety of real-world applications called LLM-Integrated Applications. Multiple recent works showed that LLM-Integrated Applications are vulnerable to prompt injection attacks, in which an attacker injects malicious instruction/data into the input of those applications such that they produce results as the attacker desires. However, existing works are limited to case studies. As a result, the literature lacks a systematic understanding of prompt injection attacks and their defenses. We aim to bridge the gap in this work. In particular, we propose a general framework to formalize prompt injection attacks. Existing attacks, which are discussed in research papers and blog posts, are special cases in our framework. Our framework enables us to design a new attack by combining existing attacks. Moreover, we also propose a framework to systematize defenses against prompt injection attacks. Using our frameworks, we conduct a systematic evaluation on prompt injection attacks and their defenses with 10 LLMs and 7 tasks. We hope our frameworks can inspire future research in this field. Our code is available at https://github.com/liu00222/Open-Prompt-Injection."
"Cybersecurity AI: Hacking the AI Hackers via Prompt Injection","https://scispace.com/paper/cybersecurity-ai-hacking-the-ai-hackers-via-prompt-injection-bh5gi0sw3s84","2025","Journal Article","arXiv.org","Victor Mayoral Vilches
Per Mannermaa Rynning","10.48550/arxiv.2508.21669","https://scispace.compdf/cybersecurity-ai-hacking-the-ai-hackers-via-prompt-injection-bh5gi0sw3s84.pdf","- **Relevance Score:** 56/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses prompt injection to expose AI hackers, details concrete injection attacks, suggests mitigation ideas, but lacks systematic benchmarks and focuses less on stateful memory handling.","We demonstrate how AI-powered cybersecurity tools can be turned against themselves through prompt injection attacks. Prompt injection is reminiscent of cross-site scripting (XSS): malicious text is hidden within seemingly trusted content, and when the system processes it, that text is transformed into unintended instructions. When AI agents designed to find and exploit vulnerabilities interact with malicious web servers, carefully crafted reponses can hijack their execution flow, potentially granting attackers system access. We present proof-of-concept exploits against the Cybersecurity AI (CAI) framework and its CLI tool, and detail our mitigations against such attacks in a multi-layered defense implementation. Our findings indicate that prompt injection is a recurring and systemic issue in LLM-based architectures, one that will require dedicated work to address, much as the security community has had to do with XSS in traditional web applications."
"Security in Decentralized AI: A Systematic Analysis of Context Manipulation Attacks on Web3 Agents","https://scispace.com/paper/security-in-decentralized-ai-a-systematic-analysis-of-ze7eupt7qlos","2025","Journal Article","","","10.5281/zenodo.17351780","","- **Relevance Score:** 56/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses prompt injection taxonomy for Web3 agents; details concrete context‑manipulation attacks; proposes mitigation frameworks but lacks extensive benchmarks; firmly placed in AI agent security literature.","This report presents a systematic analysis of context manipulation attacks targeting decentralized AI systems and Web3 agents. It explores how adversarial modifications of shared or retrieved context can compromise reasoning, coordination, and output integrity across agent-based blockchain environments. The study categorizes existing attack surfaces, including knowledge base poisoning, prompt injection, and agent backdoors, within decentralized architectures that rely on on-chain and off-chain data. A structured taxonomy of attack vectors, mitigation frameworks, and evaluation benchmarks is proposed to strengthen the security of decentralized AI and multi-agent ecosystems. "
"Caging the Agents: A Zero Trust Security Architecture for Autonomous AI in Healthcare","https://scispace.com/paper/http://arxiv.org/abs/2603.17419v1","2026","Preprint","","Saikat Maiti","","https://arxiv.org/pdf/2603.17419v1","- **Relevance Score:** 56/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses a prompt integrity framework to protect agents, outlines threat model and attacks, but lacks deep focus on stateful injection techniques and systematic benchmark; strong defense discussion and situates work in AI agent security.","Autonomous AI agents powered by large language models are being deployed in production with capabilities including shell execution, file system access, database queries, and multi-party communication. Recent red teaming research demonstrates that these agents exhibit critical vulnerabilities in realistic settings: unauthorized compliance with non-owner instructions, sensitive information disclosure, identity spoofing, cross-agent propagation of unsafe practices, and indirect prompt injection through external resources [7]. In healthcare environments processing Protected Health Information, every such vulnerability becomes a potential HIPAA violation. This paper presents a security architecture deployed for nine autonomous AI agents in production at a healthcare technology company. We develop a six-domain threat model for agentic AI in healthcare covering credential exposure, execution capability abuse, network egress exfiltration, prompt integrity failures, database access risks, and fleet configuration drift. We implement four-layer defense in depth: (1) kernel level workload isolation using gVisor on Kubernetes, (2) credential proxy sidecars preventing agent containers from accessing raw secrets, (3) network egress policies restricting each agent to allowlisted destinations, and (4) a prompt integrity framework with structured metadata envelopes and untrusted content labeling. We report results from 90 days of deployment including four HIGH severity findings discovered and remediated by an automated security audit agent, progressive fleet hardening across three VM image generations, and defense coverage mapped to all eleven attack patterns from recent literature. All configurations, audit tooling, and the prompt integrity framework are released as open source."
"Architecting Secure AI Agents: Perspectives on System-Level Defenses Against Indirect Prompt Injection Attacks","https://scispace.com/paper/http://arxiv.org/abs/2603.30016v1","2026","Preprint","","Chong Xiang
Drew Zagieboylo
Shaona Ghosh
Sanjay Kariyappa
Kai Greshake
Hanshen Xiao
Chaowei Xiao
G. Edward Suh","","https://arxiv.org/pdf/2603.30016v1","- **Relevance Score:** 56/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses system-level defenses to mitigate indirect prompt injection in autonomous agents; outlines attack scenarios but lacks concrete methods and empirical benchmarks; firmly situated in AI agent security discourse.","AI agents, predominantly powered by large language models (LLMs), are vulnerable to indirect prompt injection, in which malicious instructions embedded in untrusted data can trigger dangerous agent actions. This position paper discusses our vision for system-level defenses against indirect prompt injection attacks. We articulate three positions: (1) dynamic replanning and security policy updates are often necessary for dynamic tasks and realistic environments; (2) certain context-dependent security decisions would still require LLMs (or other learned models), but should only be made within system designs that strictly constrain what the model can observe and decide; (3) in inherently ambiguous cases, personalization and human interaction should be treated as core design considerations. In addition to our main positions, we discuss limitations of existing benchmarks that can create a false sense of utility and security. We also highlight the value of system-level defenses, which serve as the skeleton of agentic systems by structuring and controlling agent behaviors, integrating rule-based and model-based security checks, and enabling more targeted research on model robustness and human interaction."
"Bridging AI and Software Security: A Comparative Vulnerability Assessment of LLM Agent Deployment Paradigms","https://scispace.com/paper/bridging-ai-and-software-security-a-comparative-q59i9f6jbftv","2025","Journal Article","arXiv.org","Tarek Gasmi
Ramzi Guesmi
Ines Belhadj
Jihene Bennaceur","10.48550/arxiv.2507.06323","","- **Relevance Score:** 53/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses prompt injection tests across deployment paradigms, but not focused on stateful agents; details concrete attack scenarios and success rates; lacks proposed defenses; provides extensive benchmark data; situates work within AI agent security.","Large Language Model (LLM) agents face security vulnerabilities spanning AI-specific and traditional software domains, yet current research addresses these separately. This study bridges this gap through comparative evaluation of Function Calling architecture and Model Context Protocol (MCP) deployment paradigms using a unified threat classification framework. We tested 3,250 attack scenarios across seven language models, evaluating simple, composed, and chained attacks targeting both AI-specific threats (prompt injection) and software vulnerabilities (JSON injection, denial-of-service). Function Calling showed higher overall attack success rates (73.5% vs 62.59% for MCP), with greater system-centric vulnerability while MCP exhibited increased LLM-centric exposure. Attack complexity dramatically amplified effectiveness, with chained attacks achieving 91-96% success rates. Counterintuitively, advanced reasoning models demonstrated higher exploitability despite better threat detection. Results demonstrate that architectural choices fundamentally reshape threat landscapes. This work establishes methodological foundations for cross-domain LLM agent security assessment and provides evidence-based guidance for secure deployment. Code and experimental materials are available at https: // github. com/ theconsciouslab-ai/llm-agent-security."
