"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"TRiSM for Agentic AI: A Review of Trust, Risk, and Security Management in LLM-based Agentic Multi-Agent Systems","https://scispace.com/paper/trism-for-agentic-ai-a-review-of-trust-risk-and-security-a3j8pey913o3","2025","Journal Article","arXiv.org","Shaina Raza
Ranjan Sapkota
Manoj Karkee
Christos Emmanouilidis","10.48550/arxiv.2506.04133","https://scispace.compdf/trism-for-agentic-ai-a-review-of-trust-risk-and-security-a3j8pey913o3.pdf","Agentic AI systems, built upon large language models (LLMs) and deployed in multi-agent configurations, are redefining intelligence, autonomy, collaboration, and decision-making across enterprise and societal domains. This review presents a structured analysis of Trust, Risk, and Security Management (TRiSM) in the context of LLM-based Agentic Multi-Agent Systems (AMAS). We begin by examining the conceptual foundations of Agentic AI and highlight its architectural distinctions from traditional AI agents. We then adapt and extend the AI TRiSM framework for Agentic AI, structured around key pillars: \textit{ Explainability, ModelOps, Security, Privacy} and \textit{their Lifecycle Governance}, each contextualized to the challenges of AMAS. A risk taxonomy is proposed to capture the unique threats and vulnerabilities of Agentic AI, ranging from coordination failures to prompt-based adversarial manipulation. To support practical assessment in Agentic AI works, we introduce two novel metrics: the Component Synergy Score (CSS), which quantifies the quality of inter-agent collaboration, and the Tool Utilization Efficacy (TUE), which evaluates the efficiency of tool use within agent workflows. We further discuss strategies for improving explainability in Agentic AI, as well as approaches to enhancing security and privacy through encryption, adversarial robustness, and regulatory compliance. The review concludes with a research roadmap for the responsible development and deployment of Agentic AI, highlighting key directions to align emerging systems with TRiSM principles-ensuring safety, transparency, and accountability in their operation.","This review examines Trust, Risk, and Security Management (TRiSM) in Large Language Model (LLM)-based Agentic Multi-Agent Systems (AMAS), proposing a structured framework, risk taxonomy, and novel metrics to ensure safety, transparency, and accountability in Agentic AI systems."
"Securing Large Language Models: Threats, Vulnerabilities and Responsible Practices","https://scispace.com/paper/securing-large-language-models-threats-vulnerabilities-and-1chm0odf4g","2024","Journal Article","arXiv.org","Sara Abdali
Richard Anarfi
C. J. Barberan
Jia He","10.48550/arxiv.2403.12503","","Large language models (LLMs) have significantly transformed the landscape of Natural Language Processing (NLP). Their impact extends across a diverse spectrum of tasks, revolutionizing how we approach language understanding and generations. Nevertheless, alongside their remarkable utility, LLMs introduce critical security and risk considerations. These challenges warrant careful examination to ensure responsible deployment and safeguard against potential vulnerabilities. This research paper thoroughly investigates security and privacy concerns related to LLMs from five thematic perspectives: security and privacy concerns, vulnerabilities against adversarial attacks, potential harms caused by misuses of LLMs, mitigation strategies to address these challenges while identifying limitations of current strategies. Lastly, the paper recommends promising avenues for future research to enhance the security and risk management of LLMs.","Large language models introduce security and privacy concerns that require careful examination to ensure responsible deployment and mitigate vulnerabilities."
"The Best Defense is a Good Offense: Countering LLM-Powered Cyberattacks","https://scispace.com/paper/the-best-defense-is-a-good-offense-countering-llm-powered-5u9hi65evkt7","2024","Journal Article","","Daniel Ayzenshteyn
Roy Weiss
Yisroel Mirsky","10.48550/arxiv.2410.15396","https://scispace.compdf/the-best-defense-is-a-good-offense-countering-llm-powered-5u9hi65evkt7.pdf","As large language models (LLMs) continue to evolve, their potential use in automating cyberattacks becomes increasingly likely. With capabilities such as reconnaissance, exploitation, and command execution, LLMs could soon become integral to autonomous cyber agents, capable of launching highly sophisticated attacks. In this paper, we introduce novel defense strategies that exploit the inherent vulnerabilities of attacking LLMs. By targeting weaknesses such as biases, trust in input, memory limitations, and their tunnel-vision approach to problem-solving, we develop techniques to mislead, delay, or neutralize these autonomous agents. We evaluate our defenses under black-box conditions, starting with single prompt-response scenarios and progressing to real-world tests using custom-built CTF machines. Our results show defense success rates of up to 90\%, demonstrating the effectiveness of turning LLM vulnerabilities into defensive strategies against LLM-driven cyber threats. ","Researchers develop novel defense strategies against LLM-powered cyberattacks by exploiting vulnerabilities such as biases, trust in input, and memory limitations, achieving up to 90% defense success rates in black-box evaluations and real-world tests."
"Breaking Agent Backbones: Evaluating the Security of Backbone LLMs in AI Agents","https://scispace.com/paper/breaking-agent-backbones-evaluating-the-security-of-backbone-70yn5y29fpju","2025","Journal Article","","Mathys, Max
Rojas-Carulla, Mateo
Davies, Xander
Souly, Alexandra
Pfister, Niklas","10.48550/arxiv.2510.22620","","AI agents powered by large language models (LLMs) are being deployed at scale, yet we lack a systematic understanding of how the choice of backbone LLM affects agent security. The non-deterministic sequential nature of AI agents complicates security modeling, while the integration of traditional software with AI components entangles novel LLM vulnerabilities with conventional security risks. Existing frameworks only partially address these challenges as they either capture specific vulnerabilities only or require modeling of complete agents. To address these limitations, we introduce threat snapshots: a framework that isolates specific states in an agent's execution flow where LLM vulnerabilities manifest, enabling the systematic identification and categorization of security risks that propagate from the LLM to the agent level. We apply this framework to construct the $\operatorname{b}^3$ benchmark, a security benchmark based on 194331 unique crowdsourced adversarial attacks. We then evaluate 31 popular LLMs with it, revealing, among other insights, that enhanced reasoning capabilities improve security, while model size does not correlate with security. We release our benchmark, dataset, and evaluation code to facilitate widespread adoption by LLM providers and practitioners, offering guidance for agent developers and incentivizing model developers to prioritize backbone security improvements. ","Researchers introduce ""threat snapshots"" to systematically evaluate the security of AI agents powered by large language models, revealing that enhanced reasoning capabilities improve security, while model size does not correlate with security, and releasing a benchmark and dataset for widespread adoption."
"IP Leakage Attacks Targeting LLM-Based Multi-Agent Systems","https://scispace.com/paper/ip-leakage-attacks-targeting-llm-based-multi-agent-systems-rd66a547akeg","2025","Journal Article","","Wang Liwen
Wang Wenxuan
Wang Shuai
Li, Zongjie
Ji, Zhenlan
Wu, Daoyuan
Cheung Shing-Chi","10.48550/arxiv.2505.12442","https://scispace.compdf/ip-leakage-attacks-targeting-llm-based-multi-agent-systems-rd66a547akeg.pdf","The rapid advancement of Large Language Models (LLMs) has led to the emergence of Multi-Agent Systems (MAS) to perform complex tasks through collaboration. However, the intricate nature of MAS, including their architecture and agent interactions, raises significant concerns regarding intellectual property (IP) protection. In this paper, we introduce MASLEAK, a novel attack framework designed to extract sensitive information from MAS applications. MASLEAK targets a practical, black-box setting, where the adversary has no prior knowledge of the MAS architecture or agent configurations. The adversary can only interact with the MAS through its public API, submitting attack query $q$ and observing outputs from the final agent. Inspired by how computer worms propagate and infect vulnerable network hosts, MASLEAK carefully crafts adversarial query $q$ to elicit, propagate, and retain responses from each MAS agent that reveal a full set of proprietary components, including the number of agents, system topology, system prompts, task instructions, and tool usages. We construct the first synthetic dataset of MAS applications with 810 applications and also evaluate MASLEAK against real-world MAS applications, including Coze and CrewAI. MASLEAK achieves high accuracy in extracting MAS IP, with an average attack success rate of 87% for system prompts and task instructions, and 92% for system architecture in most cases. We conclude by discussing the implications of our findings and the potential defenses. ",""
"Exposing Weak Links in Multi-Agent Systems under Adversarial Prompting","https://scispace.com/paper/exposing-weak-links-in-multi-agent-systems-under-adversarial-2gu16u6osrd3","2025","Journal Article","arXiv.org","Nirmit Arora
Sathvik Joel
Ishan Kavathekar
Palak
Rohan Gandhi
Yash Pandya
Tanuja Ganu
Aditya Kanade
Akshay Uttama Nambi","10.48550/arxiv.2511.10949","","LLM-based agents are increasingly deployed in multi-agent systems (MAS). As these systems move toward real-world applications, their security becomes paramount. Existing research largely evaluates single-agent security, leaving a critical gap in understanding the vulnerabilities introduced by multi-agent design. However, existing systems fall short due to lack of unified frameworks and metrics focusing on unique rejection modes in MAS. We present SafeAgents, a unified and extensible framework for fine-grained security assessment of MAS. SafeAgents systematically exposes how design choices such as plan construction strategies, inter-agent context sharing, and fallback behaviors affect susceptibility to adversarial prompting. We introduce Dharma, a diagnostic measure that helps identify weak links within multi-agent pipelines. Using SafeAgents, we conduct a comprehensive study across five widely adopted multi-agent architectures (centralized, decentralized, and hybrid variants) on four datasets spanning web tasks, tool use, and code generation. Our findings reveal that common design patterns carry significant vulnerabilities. For example, centralized systems that delegate only atomic instructions to sub-agents obscure harmful objectives, reducing robustness. Our results highlight the need for security-aware design in MAS. Link to code is https://github.com/microsoft/SafeAgents","This study exposes vulnerabilities in multi-agent systems under adversarial prompting, introducing SafeAgents, a unified framework for security assessment, and Dharma, a diagnostic measure, revealing design patterns that carry significant vulnerabilities in widely adopted architectures."
"Secure Engineering of Autonomous AI Agents: A Threat-Driven Development Framework","https://scispace.com/paper/secure-engineering-of-autonomous-ai-agents-a-threat-driven-cfe0v4wz310l","2025","Journal Article","","Tanvir Ahmed
Samiul Hasan
Ahammed Shorif
Ahasanul Hoque
Shadman Sajid
Md. Badiuzzaman Biplob","10.20944/preprints202508.1003.v1","","The integration of generative AI( Gen- AI) agents within business settings presents unique security challenges that differ from those of traditional systems. These agents extend beyond introductory LLMs, flaunting their ability to reason, retain information, and operate autonomously. This exploration introduces a comprehensive trouble model specifically adapted for Gen-AI agents, highlighting the new challenges associated with their independence, enduring memory access, advanced logic, and integration with tools. The study identifies nine significant pitfalls, grouped into five crucial categories: functional prosecution vulnerabilities, concession of trust boundaries, vulnerabilities within the cognitive armature, temporal continuity pitfalls, and governance endurance. Real-world issues, such as detainments in exploitability, cross-system spread, side movement, and subtle thing misalignment, are difficult to spot using current fabrics and conventional styles. To address these challenges, this study proposes two supplementary frameworks. The advanced trouble Framework for Autonomous AI Agents (ATFAA) categorizes pitfalls material to agents, while SHIELD offers practical threat mitigation strategies to reduce organizational exposure. While focusing on earlier AI security and LLM exploration, this study focuses on what distinguishes these agents and underscores the significance of these features. Eventually, Study 1 argues for a new security perspective for GenAI agents. Without reassessing our threat models and defenses to incorporate their specific infrastructures and actions, we threaten transubstantiating an important new tool into a substantial liability for enterprises. ","This study proposes a threat-driven development framework for secure engineering of autonomous AI agents, introducing a comprehensive trouble model and two supplementary frameworks (ATFAA and SHIELD) to mitigate vulnerabilities and reduce organizational exposure to Gen-AI agent-specific challenges."
"Evaluating and Exploiting Security Vulnerabilities in Large Language Models (LLMs) for Offensive Penetration Testing","https://scispace.com/paper/evaluating-and-exploiting-security-vulnerabilities-in-large-7sm0kd1g1412","2025","Journal Article","","M Muhil
A Ramnarayan
U. Abhinav
M. Lakshmi","10.1109/iccpct65132.2025.11176591","","Large Language Models (LLMs) are increasingly vital in AI systems, but their security vulnerabilities require deeper investigation. This paper introduces a novel offensive penetration testing framework designed to systematically evaluate these security risks in leading LLMs. We probed six state-of-the-art models using five distinct exploit strategies, including prompt injection, multi-turn jailbreaks, and context manipulation techniques like Hybrid Agent Roleplay Exploitation (HARE) and Token Economy Poisoning. Our experiments demonstrate significant security gaps: many tested LLMs suffer from context-dependent security failures, delayed moderation responses, and the potential for stealthy leakage of sensitive information. By quantifying each model’s vulnerability through success rate, stealth, and novelty metrics, we reveal varying degrees of susceptibility. Based on these findings, we propose targeted alignment strategies to address the identified weaknesses. This research underscores the urgent need for robust security measures and contributes towards building more secure, context-aware LLMs suitable for safety-critical applications.","This study evaluates security vulnerabilities in six state-of-the-art Large Language Models (LLMs) using five exploit strategies, revealing significant security gaps, including context-dependent failures and sensitive information leakage, and proposes targeted alignment strategies to address these weaknesses."
"AutoRedTeamer: Autonomous Red Teaming with Lifelong Attack Integration","https://scispace.com/paper/autoredteamer-autonomous-red-teaming-with-lifelong-attack-93ts2sxspyin","2025","Journal Article","","Andy Zhou
Kevin Wu
Francesco Pinto
Z. Chen
Yi Zeng
Yang Yu
Shuang Yang
Oluwasanmi Koyejo
Jing Zou
Bo Li","10.70777/si.v2i2.14433","","As large language models (LLMs) become increasingly capable, security and safety evaluation are crucial. While current red teaming approaches have made strides in assessing LLM vulnerabilities, they often rely heavily on human input and lack comprehensive coverage of emerging attack vectors. This paper introduces AutoRedTeamer, a novel framework for fully automated, end-to-end red teaming against LLMs. AutoRedTeamer combines a multi-agent architecture with a memory-guided attack selection mechanism to enable continuous discovery and integration of new attack vectors. The dual-agent framework consists of a red teaming agent that can operate from high-level risk categories alone to generate and execute test cases, and a strategy proposer agent that autonomously discovers and implements new attacks by analyzing recent research. This modular design allows AutoRedTeamer to adapt to emerging threats while maintaining strong performance on existing attack vectors. We demonstrate AutoRedTeamer’s effectiveness across diverse evaluation settings, achieving 20% higher attack success rates on HarmBench against Llama-3.1-70B while reducing computational costs by 46% compared to existing approaches. AutoRedTeamer also matches the diversity of human-curated benchmarks in generating test cases, providing a comprehensive, scalable, and continuously evolving framework for evaluating the security of AI systems. ","AutoRedTeamer, a novel framework, enables fully automated red teaming against large language models with a multi-agent architecture and memory-guided attack selection, achieving 20% higher attack success rates and 46% reduced computational costs."
"LLM in the Middle: A Systematic Review of Threats and Mitigations to Real-World LLM-based Systems","https://scispace.com/paper/llm-in-the-middle-a-systematic-review-of-threats-and-wfcgl30kltdg","2025","Journal Article","","Vitor Hugo Galhardo Moia
Hitaj, Briland
Lindqvist Ulf","10.48550/arxiv.2509.10682","https://scispace.compdf/llm-in-the-middle-a-systematic-review-of-threats-and-wfcgl30kltdg.pdf","The success and wide adoption of generative AI (GenAI), particularly large language models (LLMs), has attracted the attention of cybercriminals seeking to abuse models, steal sensitive data, or disrupt services. Moreover, providing security to LLM-based systems is a great challenge, as both traditional threats to software applications and threats targeting LLMs and their integration must be mitigated. In this survey, we shed light on security and privacy concerns of such LLM-based systems by performing a systematic review and comprehensive categorization of threats and defensive strategies considering the entire software and LLM life cycles. We analyze real-world scenarios with distinct characteristics of LLM usage, spanning from development to operation. In addition, threats are classified according to their severity level and to which scenarios they pertain, facilitating the identification of the most relevant threats. Recommended defense strategies are systematically categorized and mapped to the corresponding life cycle phase and possible attack strategies they attenuate. This work paves the way for consumers and vendors to understand and efficiently mitigate risks during integration of LLMs in their respective solutions or organizations. It also enables the research community to benefit from the discussion of open challenges and edge cases that may hinder the secure and privacy-preserving adoption of LLM-based systems. ",""
"Multi-Agent AI Framework for Threat Mitigation and Resilience in Machine Learning Systems","https://scispace.com/paper/multi-agent-ai-framework-for-threat-mitigation-and-uvges5rwmgo3","2026","Journal Article","ACM Transactions on Software Engineering and Methodology","Armstrong Foundjem
Lionel Nganyewou Tidjon
Léuson Da Silva
Foutse Khomh","10.1145/3780095","","Machine learning (ML) increasingly underpins foundation models and autonomous pipelines in high-stakes domains such as finance, healthcare, and national infrastructure, rendering these systems prime targets for sophisticated adversarial threats. Attackers now leverage advanced Tactics, Techniques, and Procedures (TTPs) spanning data poisoning, model extraction, prompt injection, automated jailbreaking, training data exfiltration, and—more recently— preference-guided black-box optimization that exploits models’ own comparative judgments to craft successful attacks iteratively. These emerging text-only, query-based methods demonstrate that larger and better-calibrated models can be paradoxically more vulnerable to introspection-driven jailbreaks and cross-modal manipulations. While traditional cybersecurity frameworks offer partial mitigation, they lack ML-specific threat modeling and fail to capture evolving attack vectors across foundation, multimodal, and federated settings. Objective: This research empirically characterizes modern ML security risks by identifying dominant attacker TTPs, exposed vulnerabilities, and lifecycle stages most frequently targeted in foundation-model, multimodal, and retrieval-augmented (RAG) pipelines. The study also assesses the scalability of current defenses against generative and introspection-based attacks, highlighting the need for adaptive, ML-aware security mechanisms. Methods: We conduct a large-scale empirical analysis of ML security, extracting 93 distinct threats from multiple sources: real-world incidents in MITRE ATLAS (26), the AI Incident Database (12), and peer-reviewed literature (55), supplemented by 854 ML repositories from GitHub and the Python Advisory database. A multi-agent reasoning system with enhanced Retrieval-Augmented Generation (RAG)—powered by ChatGPT-4o (temperature 0.4)—automatically extracts TTPs, vulnerabilities, and lifecycle stages from over 300 scientific articles using evidence-grounded reasoning. The resulting ontology-driven threat graph supports cross-source validation and lifecycle mapping. Results: Our analysis uncovers multiple unreported threats beyond current ATLAS coverage, including model-stealing attacks against commercial LLM APIs, data leakage through parameter memorization, and preference-guided query optimization enabling text-only jailbreaks and multimodal adversarial examples. Gradient-based obstinate attacks , MASTERKEY automated jailbreaking , federated learning poisoning , diffusion backdoor embedding , and preference-oriented optimization leakage emerge as dominant TTPs, disproportionately impacting pretraining and inference. Graph-based dependency analysis shows that specific ML libraries and model hubs exhibit dense vulnerability clusters lacking effective issue-tracking and patch-propagation mechanisms. Conclusion: This study underscores the urgent need for adaptive, ML-specific security frameworks that address introspection-based and preference-guided attacks alongside classical adversarial vectors. Robust dependency management, automated threat intelligence, and continuous monitoring are essential to mitigate supply-chain and inference-time risks throughout the ML lifecycle. By unifying empirical evidence from incidents, literature, and repositories, this research delivers a comprehensive threat landscape for next-generation AI systems and establishes a foundation for proactive, multi-agent security governance in the era of large-scale and generative AI. ","This research develops a multi-agent AI framework to mitigate threats and enhance resilience in machine learning systems, identifying dominant attacker tactics, exposed vulnerabilities, and lifecycle stages most frequently targeted, and assessing the scalability of current defenses against generative and introspection-based attacks."
"Flooding Spread of Manipulated Knowledge in LLM-Based Multi-Agent
  Communities","https://scispace.com/paper/flooding-spread-of-manipulated-knowledge-in-llm-based-multi-3cyrttopwn","2024","Journal Article","","Tianjie Ju
Yiting Wang
Xinbei Ma
Pengzhou Cheng
Haodong Zhao
Yulong Wang
Lifeng Liu
Jialin Xie
Zhuosheng Zhang
Gongshen Liu","10.48550/arxiv.2407.07791","https://scispace.compdf/flooding-spread-of-manipulated-knowledge-in-llm-based-multi-3cyrttopwn.pdf","The rapid adoption of large language models (LLMs) in multi-agent systems has highlighted their impressive capabilities in various applications, such as collaborative problem-solving and autonomous negotiation. However, the security implications of these LLM-based multi-agent systems have not been thoroughly investigated, particularly concerning the spread of manipulated knowledge. In this paper, we investigate this critical issue by constructing a detailed threat model and a comprehensive simulation environment that mirrors real-world multi-agent deployments in a trusted platform. Subsequently, we propose a novel two-stage attack method involving Persuasiveness Injection and Manipulated Knowledge Injection to systematically explore the potential for manipulated knowledge (i.e., counterfactual and toxic knowledge) spread without explicit prompt manipulation. Our method leverages the inherent vulnerabilities of LLMs in handling world knowledge, which can be exploited by attackers to unconsciously spread fabricated information. Through extensive experiments, we demonstrate that our attack method can successfully induce LLM-based agents to spread both counterfactual and toxic knowledge without degrading their foundational capabilities during agent communication. Furthermore, we show that these manipulations can persist through popular retrieval-augmented generation frameworks, where several benign agents store and retrieve manipulated chat histories for future interactions. This persistence indicates that even after the interaction has ended, the benign agents may continue to be influenced by manipulated knowledge. Our findings reveal significant security risks in LLM-based multi-agent systems, emphasizing the imperative need for robust defenses against manipulated knowledge spread, such as introducing ``guardian'' agents and advanced fact-checking tools. ","This study investigates the spread of manipulated knowledge in LLM-based multi-agent systems, proposing a novel two-stage attack method that exploits LLM vulnerabilities to induce agents to spread counterfactual and toxic knowledge without explicit prompt manipulation."
"Agentic AI Security: Threats, Defenses, Evaluation, and Open Challenges","https://scispace.com/paper/agentic-ai-security-threats-defenses-evaluation-and-open-gjv4lpqp3c35","2025","Journal Article","","Chhabra Anshuman
Mohapatra, Prasant","10.48550/arxiv.2510.23883","","Agentic AI systems powered by large language models (LLMs) and endowed with planning, tool use, memory, and autonomy, are emerging as powerful, flexible platforms for automation. Their ability to autonomously execute tasks across web, software, and physical environments creates new and amplified security risks, distinct from both traditional AI safety and conventional software security. This survey outlines a taxonomy of threats specific to agentic AI, reviews recent benchmarks and evaluation methodologies, and discusses defense strategies from both technical and governance perspectives. We synthesize current research and highlight open challenges, aiming to support the development of secure-by-design agent systems. ",""
"Terrarium: Revisiting the Blackboard for Multi-Agent Safety, Privacy, and Security Studies","https://scispace.com/paper/terrarium-revisiting-the-blackboard-for-multi-agent-safety-lxkwusgdbqkl","2025","Journal Article","","Nakamura, Mason
Kumar Abhinav
Mahmud, Saaduddin
Abdelnabi, Sahar
Zilberstein, Shlomo","10.48550/arxiv.2510.14312","","A multi-agent system (MAS) powered by large language models (LLMs) can automate tedious user tasks such as meeting scheduling that requires inter-agent collaboration. LLMs enable nuanced protocols that account for unstructured private data, user constraints, and preferences. However, this design introduces new risks, including misalignment and attacks by malicious parties that compromise agents or steal user data. In this paper, we propose the Terrarium framework for fine-grained study on safety, privacy, and security in LLM-based MAS. We repurpose the blackboard design, an early approach in multi-agent systems, to create a modular, configurable testbed for multi-agent collaboration. We identify key attack vectors such as misalignment, malicious agents, compromised communication, and data poisoning. We implement three collaborative MAS scenarios with four representative attacks to demonstrate the framework's flexibility. By providing tools to rapidly prototype, evaluate, and iterate on defenses and designs, Terrarium aims to accelerate progress toward trustworthy multi-agent systems. ","This paper proposes Terrarium, a modular framework for studying safety, privacy, and security in multi-agent systems powered by large language models, leveraging the blackboard design to create a configurable testbed for evaluating attack vectors and defenses."
"Unvalidated Trust: Cross-Stage Vulnerabilities in Large Language Model Architectures","https://scispace.com/paper/unvalidated-trust-cross-stage-vulnerabilities-in-large-sk93hqflybzs","2025","Journal Article","","Schwarz, Dominik","10.48550/arxiv.2510.27190","https://scispace.compdf/unvalidated-trust-cross-stage-vulnerabilities-in-large-sk93hqflybzs.pdf","As Large Language Models (LLMs) are increasingly integrated into automated, multi-stage pipelines, risk patterns that arise from unvalidated trust between processing stages become a practical concern. This paper presents a mechanism-centered taxonomy of 41 recurring risk patterns in commercial LLMs. The analysis shows that inputs are often interpreted non-neutrally and can trigger implementation-shaped responses or unintended state changes even without explicit commands. We argue that these behaviors constitute architectural failure modes and that string-level filtering alone is insufficient. To mitigate such cross-stage vulnerabilities, we recommend zero-trust architectural principles, including provenance enforcement, context sealing, and plan revalidation, and we introduce ""Countermind"" as a conceptual blueprint for implementing these defenses. ",""
"Systematization of Knowledge: Security and Safety in the Model Context Protocol Ecosystem","https://scispace.com/paper/systematization-of-knowledge-security-and-safety-in-the-1r7d0rbg33zz","2025","Journal Article","arXiv.org","Shiva Gaire
S. Gyawali
Saroj Mishra
Suman Niroula
Dilip Thakur
Umesh Yadav","10.48550/arxiv.2512.08290","https://export.arxiv.org/pdf/2512.08290v2.pdf","The Model Context Protocol (MCP) has emerged as the de facto standard for connecting Large Language Models (LLMs) to external data and tools, effectively functioning as the""USB-C for Agentic AI.""While this decoupling of context and execution solves critical interoperability challenges, it introduces a profound new threat landscape where the boundary between epistemic errors (hallucinations) and security breaches (unauthorized actions) dissolves. This Systematization of Knowledge (SoK) aims to provide a comprehensive taxonomy of risks in the MCP ecosystem, distinguishing between adversarial security threats (e.g., indirect prompt injection, tool poisoning) and epistemic safety hazards (e.g., alignment failures in distributed tool delegation). We analyze the structural vulnerabilities of MCP primitives, specifically Resources, Prompts, and Tools, and demonstrate how""context""can be weaponized to trigger unauthorized operations in multi-agent environments. Furthermore, we survey state-of-the-art defenses, ranging from cryptographic provenance (ETDI) to runtime intent verification, and conclude with a roadmap for securing the transition from conversational chatbots to autonomous agentic operating systems.","This SoK paper systematizes knowledge on security and safety risks in the Model Context Protocol (MCP) ecosystem, identifying adversarial threats and epistemic hazards, analyzing structural vulnerabilities, and surveying defenses for securing agentic AI operating systems."
"Mind the Gap: Time-of-Check to Time-of-Use Vulnerabilities in LLM-Enabled Agents","https://scispace.com/paper/mind-the-gap-time-of-check-to-time-of-use-vulnerabilities-in-6c3zyz4bs1ld","2025","Journal Article","","Hong， Sanghyun","10.48550/arxiv.2508.17155","","Large Language Model (LLM)-enabled agents are rapidly emerging across a wide range of applications, but their deployment introduces vulnerabilities with security implications. While prior work has examined prompt-based attacks (e.g., prompt injection) and data-oriented threats (e.g., data exfiltration), time-of-check to time-of-use (TOCTOU) remain largely unexplored in this context. TOCTOU arises when an agent validates external state (e.g., a file or API response) that is later modified before use, enabling practical attacks such as malicious configuration swaps or payload injection. In this work, we present the first study of TOCTOU vulnerabilities in LLM-enabled agents. We introduce TOCTOU-Bench, a benchmark with 66 realistic user tasks designed to evaluate this class of vulnerabilities. As countermeasures, we adapt detection and mitigation techniques from systems security to this setting and propose prompt rewriting, state integrity monitoring, and tool-fusing. Our study highlights challenges unique to agentic workflows, where we achieve up to 25% detection accuracy using automated detection methods, a 3% decrease in vulnerable plan generation, and a 95% reduction in the attack window. When combining all three approaches, we reduce the TOCTOU vulnerabilities from an executed trajectory from 12% to 8%. Our findings open a new research direction at the intersection of AI safety and systems security. ",""
"From Assistants to Adversaries: Exploring the Security Risks of Mobile LLM Agents","https://scispace.com/paper/from-assistants-to-adversaries-exploring-the-security-risks-rca68mkmeio3","2025","Journal Article","","Wang Chao
Liu, Tianming
Zhao Yanjie
Wang Haoyu","10.48550/arxiv.2505.12981","https://scispace.compdf/from-assistants-to-adversaries-exploring-the-security-risks-rca68mkmeio3.pdf","The growing adoption of large language models (LLMs) has led to a new paradigm in mobile computing--LLM-powered mobile AI agents--capable of decomposing and automating complex tasks directly on smartphones. However, the security implications of these agents remain largely unexplored. In this paper, we present the first comprehensive security analysis of mobile LLM agents, encompassing three representative categories: System-level AI Agents developed by original equipment manufacturers (e.g., YOYO Assistant), Third-party Universal Agents (e.g., Zhipu AI AutoGLM), and Emerging Agent Frameworks (e.g., Alibaba Mobile Agent). We begin by analyzing the general workflow of mobile agents and identifying security threats across three core capability dimensions: language-based reasoning, GUI-based interaction, and system-level execution. Our analysis reveals 11 distinct attack surfaces, all rooted in the unique capabilities and interaction patterns of mobile LLM agents, and spanning their entire operational lifecycle. To investigate these threats in practice, we introduce AgentScan, a semi-automated security analysis framework that systematically evaluates mobile LLM agents across all 11 attack scenarios. Applying AgentScan to nine widely deployed agents, we uncover a concerning trend: every agent is vulnerable to targeted attacks. In the most severe cases, agents exhibit vulnerabilities across eight distinct attack vectors. These attacks can cause behavioral deviations, privacy leakage, or even full execution hijacking. Based on these findings, we propose a set of defensive design principles and practical recommendations for building secure mobile LLM agents. Our disclosures have received positive feedback from two major device vendors. Overall, this work highlights the urgent need for standardized security practices in the fast-evolving landscape of LLM-driven mobile automation. ",""
"PeerGuard: Defending Multi-Agent Systems Against Backdoor Attacks Through Mutual Reasoning","https://scispace.com/paper/peerguard-defending-multi-agent-systems-against-backdoor-asigbij8100k","2025","Journal Article","arXiv.org","Falong Fan
Xi Li","10.48550/arxiv.2505.11642","https://scispace.compdf/peerguard-defending-multi-agent-systems-against-backdoor-asigbij8100k.pdf","Multi-agent systems leverage advanced AI models as autonomous agents that interact, cooperate, or compete to complete complex tasks across applications such as robotics and traffic management. Despite their growing importance, safety in multi-agent systems remains largely underexplored, with most research focusing on single AI models rather than interacting agents. This work investigates backdoor vulnerabilities in multiagent systems and proposes a defense mechanism based on agent interactions. By leveraging reasoning abilities, each agent evaluates responses from others to detect illogical reasoning processes, which indicate poisoned agents. Experiments on LLM-based multi-agent systems, including ChatGPT series and Llama 3, demonstrate the effectiveness of the proposed method, achieving high accuracy in identifying poisoned agents while minimizing false positives on clean agents. We believe this work provides insights into multi-agent system safety and contributes to the development of robust, trustworthy AI interactions. Our code is available in the link11https://github.com/LeongVan/PeerGuard at the footnote.","This paper, PeerGuard, proposes a defense mechanism against backdoor attacks in multi-agent systems by leveraging mutual reasoning among agents to detect poisoned agents, achieving high accuracy in identifying poisoned agents with minimal false positives."
