"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"ConSCompF: Consistency-focused Similarity Comparison Framework for Generative Large Language Models","https://scispace.com/paper/conscompf-consistency-focused-similarity-comparison-mqwj0dai5i0t","2025","Journal Article","Journal of Artificial Intelligence Research","Alexey Karev
Dong Xu","10.1613/jair.1.17028","https://scispace.compdf/conscompf-consistency-focused-similarity-comparison-mqwj0dai5i0t.pdf","- **Relevance Score:** 25/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses quantization experiments to detect output changes, but focuses on consistency benchmarking for large models, without security, robustness, or small‑model analysis.",""
"Scaling Law for Quantization-Aware Training","https://scispace.com/paper/http://arxiv.org/abs/2505.14302v1","2025","Preprint","","Mengzhao Chen
Chaoyi Zhang
Jing Liu
Yutao Zeng
Zeyue Xue
Zhiheng Liu
Yunshui Li
Jin Ma
Jie Huang
Xun Zhou
Ping Luo","","https://arxiv.org/pdf/2505.14302v1","- **Relevance Score:** 25/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on QAT scaling laws for 4-bit precision across model sizes, without addressing security, robustness, adversarial attacks, or specifically targeting sub‑billion‑parameter LLMs.","Large language models (LLMs) demand substantial computational and memory resources, creating deployment challenges. Quantization-aware training (QAT) addresses these challenges by reducing model precision while maintaining performance. However, the scaling behavior of QAT, especially at 4-bit precision (W4A4), is not well understood. Existing QAT scaling laws often ignore key factors such as the number of training tokens and quantization granularity, which limits their applicability. This paper proposes a unified scaling law for QAT that models quantization error as a function of model size, training data volume, and quantization group size. Through 268 QAT experiments, we show that quantization error decreases as model size increases, but rises with more training tokens and coarser quantization granularity. To identify the sources of W4A4 quantization error, we decompose it into weight and activation components. Both components follow the overall trend of W4A4 quantization error, but with different sensitivities. Specifically, weight quantization error increases more rapidly with more training tokens. Further analysis shows that the activation quantization error in the FC2 layer, caused by outliers, is the primary bottleneck of W4A4 QAT quantization error. By applying mixed-precision quantization to address this bottleneck, we demonstrate that weight and activation quantization errors can converge to similar levels. Additionally, with more training data, weight quantization error eventually exceeds activation quantization error, suggesting that reducing weight quantization error is also important in such scenarios. These findings offer key insights for improving QAT research and development."
"Exploring Novel Perspectives on Model Compression Techniques and Their Impact on Adversarial Robustness in Deep Learning: A Comprehensive Review and Analysis","https://scispace.com/paper/exploring-novel-perspectives-on-model-compression-techniques-6bolvffy8zdg","2025","Journal Article","","Amirreza Darvishzadeh
Hadi Salloum
Bader Rasheed
Marko Pezer
Manuel Mazzara","10.20944/preprints202507.0074.v1","","- **Relevance Score:** 22/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Reviews quantization, pruning, distillation for general models and robustness, but lacks focus on small LLMs, specific security impact, or targeted adversarial analysis for such models.","This paper presents a comprehensive review of model compression and adversarial robustness, two critical facets of deep learning that enhance the efficiency and security of neural networks, particularly in resource-constrained environments or when security concerns are paramount. The core novelty of this work lies in its exploration of how various model compression techniques—pruning, quantization, and knowledge distillation—affect adversarial robustness. We specifically investigate whether compressing neural networks compromises their robustness or, under certain conditions, enhances it. Our review rigorously evaluates these compression methods, analyzing their effectiveness across standard testing setups and discussing the trade-offs they impose. Additionally, we introduce a general benchmarking pipeline that assesses the robustness of compressed models against a range of adversarial attacks, factoring in compression rate and model complexity. Through a comparative analysis, we examine the performance of different compression strategies, providing the first comprehensive study of their interaction with adversarial robustness. To the best of our knowledge, this work is the first to systematically explore and compare all three major model compression techniques within this context. "
"Durable quantization conditioned misalignment attack on large language models","https://scispace.com/paper/O0LW5Y2ICjIJ","","","","P Dong
H Li
S Guo","","https://openreview.net/pdf?id=41uZB8bDFh","- **Relevance Score:** 22/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on large LLMs, not small ones; discusses quantization‑conditioned attacks but without evaluating robustness or security for sub‑billion‑parameter models.",""
"The Best Defense is a Good Offense: Countering LLM-Powered Cyberattacks","https://scispace.com/paper/the-best-defense-is-a-good-offense-countering-llm-powered-5u9hi65evkt7","2024","Journal Article","","Daniel Ayzenshteyn
Roy Weiss
Yisroel Mirsky","10.48550/arxiv.2410.15396","https://scispace.compdf/the-best-defense-is-a-good-offense-countering-llm-powered-5u9hi65evkt7.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Mentions quantized tools but does not study quantization effects on small LLMs, nor evaluate robustness or adversarial attacks on such models; focuses on defense strategies for LLM-powered cyber agents.","As large language models (LLMs) continue to evolve, their potential use in automating cyberattacks becomes increasingly likely. With capabilities such as reconnaissance, exploitation, and command execution, LLMs could soon become integral to autonomous cyber agents, capable of launching highly sophisticated attacks. In this paper, we introduce novel defense strategies that exploit the inherent vulnerabilities of attacking LLMs. By targeting weaknesses such as biases, trust in input, memory limitations, and their tunnel-vision approach to problem-solving, we develop techniques to mislead, delay, or neutralize these autonomous agents. We evaluate our defenses under black-box conditions, starting with single prompt-response scenarios and progressing to real-world tests using custom-built CTF machines. Our results show defense success rates of up to 90\%, demonstrating the effectiveness of turning LLM vulnerabilities into defensive strategies against LLM-driven cyber threats. "
"Adversarial Contrastive Learning for LLM Quantization Attacks","https://scispace.com/paper/adversarial-contrastive-learning-for-llm-quantization-au8quktwuwzr","2026","Journal Article","","D.-Y. Song
Zhiwei Xu
Hai Wan
Xibin Zhao
Pengfei Su
Dong Li","10.48550/arxiv.2601.02680","","- **Relevance Score:** 18/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses gradient‑based contrastive loss to craft quantization attacks, showing high success rates; however, targets full‑scale LLMs, not sub‑billion‑parameter models, and focuses on attack efficacy rather than broad robustness metrics.","Model quantization is critical for deploying large language models (LLMs) on resource-constrained hardware, yet recent work has revealed severe security risks that benign LLMs in full precision may exhibit malicious behaviors after quantization. In this paper, we propose Adversarial Contrastive Learning (ACL), a novel gradient-based quantization attack that achieves superior attack effectiveness by explicitly maximizing the gap between benign and harmful responses probabilities. ACL formulates the attack objective as a triplet-based contrastive loss, and integrates it with a projected gradient descent two-stage distributed fine-tuning strategy to ensure stable and efficient optimization. Extensive experiments demonstrate ACL's remarkable effectiveness, achieving attack success rates of 86.00% for over-refusal, 97.69% for jailbreak, and 92.40% for advertisement injection, substantially outperforming state-of-the-art methods by up to 44.67%, 18.84%, and 50.80%, respectively. "
"When Quantization Affects Confidence of Large Language Models?","https://scispace.com/paper/when-quantization-affects-confidence-of-large-language-1xlgex2mcj","2024","Preprint","","Irina Proskurina
Luc Brun
Guillaume Metzler
Julien Velcin","10.48550/arxiv.2405.00632","https://scispace.compdf/when-quantization-affects-confidence-of-large-language-1xlgex2mcj.pdf","- **Relevance Score:** 18/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on confidence and calibration of quantized LLMs, without addressing small model sizes, robustness, or adversarial security aspects.","Recent studies introduced effective compression techniques for Large Language Models (LLMs) via post-training quantization or low-bit weight representation. Although quantized weights offer storage efficiency and allow for faster inference, existing works have indicated that quantization might compromise performance and exacerbate biases in LLMs. This study investigates the confidence and calibration of quantized models, considering factors such as language model type and scale as contributors to quantization loss. Firstly, we reveal that quantization with GPTQ to 4-bit results in a decrease in confidence regarding true labels, with varying impacts observed among different language models. Secondly, we observe fluctuations in the impact on confidence across different scales. Finally, we propose an explanation for quantization loss based on confidence levels, indicating that quantization disproportionately affects samples where the full model exhibited low confidence levels in the first place. "
"Enhancing Obfuscation Attack Detection via LLM: Data Augmentation, Fine-tuning, and Quantization","https://scispace.com/paper/enhancing-obfuscation-attack-detection-via-llm-data-5ffjh8ubijnv","2025","Proceedings Article","","Yun Duan
Boren Deng
Wenyu Song
Yike Zhan
Yunfan Tian","10.1109/icncis67521.2025.11296127","","- **Relevance Score:** 18/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses 4-bit quantization on a 14B model for malware detection; does not target sub‑1B models, nor analyze security or adversarial robustness beyond minor accuracy loss.","Obfuscated malicious requests, commonly leveraging semantic nesting and encoding transformation to evade detection, pose a critical challenge in cybersecurity. This study proposes a method combining large language model-based data augmentation, supervised fine-tuning, and 4-bit grouped quantization to improve detection performance and model efficiency. By generating semantically consistent obfuscated samples through prompt engineering and refining the model via supervised fine-tuning, the approach achieves a 1.74% increase in detection accuracy and a 4.57% improvement in F1-score over the baseline Qwen2.5-14B-instruct model. Moreover, the model is compressed to 379MB using the GGUF format with negligible performance loss, demonstrated by a less than 0.5% decline in both accuracy and F1-score. This enables efficient deployment on storage-constrained Internet of Things devices. Experimental results confirm that the quantized model maintains excellent detection capabilities while significantly reducing storage demands, providing a reference for efficient deployment in resource-constrained edge scenarios."
"Alignment-Aware Quantization for LLM Safety","https://scispace.com/paper/alignment-aware-quantization-for-llm-safety-g3humrfw9xua","2025","Journal Article","arXiv.org","Sunghyun Wee
Suyoung Kim
Hyeonjin Kim
Kyomin Hwang
Nojun Kwak","10.48550/arxiv.2511.07842","","- **Relevance Score:** 18/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on alignment-preserving quantization for safety, uses standard calibration data, targets diverse model families, not small models or adversarial security.","Safety and efficiency are paramount yet often conflicting requirements for deploying Large Language Models (LLMs). While LLMs are trained to follow human alignment for safety, Post-Training Quantization (PTQ) is applied afterward to ensure efficiency. Here we identify a fundamental flaw in the conventional PTQ paradigm: quantization can turn into a safety vulnerability if it only aims to achieve low perplexity. To address this, we propose Alignment-Aware Quantization (AAQ), a novel approach that integrates an Alignment-Preserving Contrastive (APC) loss into the PTQ pipeline. Our method explicitly preserves alignment by encouraging the quantized model to mimic its safe, instruction-tuned model while diverging from the unaligned, pre-trained counterpart. AAQ achieves robust safety alignment without specialized safety-focused datasets, using only standard calibration data. We show that AAQ is compatible with standard PTQ techniques and enables robust 4-bit (W4A4) quantization across diverse model families. Our work resolves the critical trade-off between efficiency and safety, paving the way toward LLMs that are both efficient and trustworthy. Anonymized code is available in the supplementary material."
"Investigating the Impact of Quantization on Adversarial Robustness","https://scispace.com/paper/investigating-the-impact-of-quantization-on-adversarial-9oou0121mj","2024","Journal Article","arXiv.org","Qun Li
Yuan Meng
Chen Tang
Jiacheng Jiang
Zhi Wang","10.48550/arxiv.2404.05639","","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Analyzes quantization's effect on adversarial robustness for generic deep models, not limited to small LLMs; includes robustness and attack studies but lacks small‑LLM focus.","Quantization is a promising technique for reducing the bit-width of deep models to improve their runtime performance and storage efficiency, and thus becomes a fundamental step for deployment. In real-world scenarios, quantized models are often faced with adversarial attacks which cause the model to make incorrect inferences by introducing slight perturbations. However, recent studies have paid less attention to the impact of quantization on the model robustness. More surprisingly, existing studies on this topic even present inconsistent conclusions, which prompted our in-depth investigation. In this paper, we conduct a first-time analysis of the impact of the quantization pipeline components that can incorporate robust optimization under the settings of Post-Training Quantization and Quantization-Aware Training. Through our detailed analysis, we discovered that this inconsistency arises from the use of different pipelines in different studies, specifically regarding whether robust optimization is performed and at which quantization stage it occurs. Our research findings contribute insights into deploying more secure and robust quantized networks, assisting practitioners in reference for scenarios with high-security requirements and limited resources."
"Security Concerns for Large Language Models: A Survey","https://scispace.com/paper/security-concerns-for-large-language-models-a-survey-8dpklfmzfby1","2025","Journal Article","arXiv.org","Miles Q. Li
Benjamin C. M. Fung","10.48550/arxiv.2505.18889","https://scispace.compdf/security-concerns-for-large-language-models-a-survey-8dpklfmzfby1.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Survey covers LLM security broadly, discusses adversarial attacks and robustness but lacks quantization studies and focus on sub‑billion‑parameter models.","Large Language Models (LLMs) such as ChatGPT and its competitors have caused a revolution in natural language processing, but their capabilities also introduce new security vulnerabilities. This survey provides a comprehensive overview of these emerging concerns, categorizing threats into several key areas: prompt injection and jailbreaking; adversarial attacks, including input perturbations and data poisoning; misuse by malicious actors to generate disinformation, phishing emails, and malware; and the worrisome risks inherent in autonomous LLM agents. Recently, a significant focus is increasingly being placed on the latter, exploring goal misalignment, emergent deception, self-preservation instincts, and the potential for LLMs to develop and pursue covert, misaligned objectives, a behavior known as scheming, which may even persist through safety training. We summarize recent academic and industrial studies from 2022 to 2025 that exemplify each threat, analyze proposed defenses and their limitations, and identify open challenges in securing LLM-based applications. We conclude by emphasizing the importance of advancing robust, multi-layered security strategies to ensure LLMs are safe and beneficial."
"Quantized Delta Weight Is Safety Keeper","https://scispace.com/paper/quantized-delta-weight-is-safety-keeper-16dpeh07revi","2024","Journal Article","","Yule Liu
Zhen Sun
Xinlei He
Xing-Zhong Huang","10.48550/arxiv.2411.19530","https://scispace.compdf/quantized-delta-weight-is-safety-keeper-16dpeh07revi.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses delta-weight quantization on 7B Llama-2, showing security gains; evaluates robustness and backdoor resistance but targets a model larger than the small‑LLM scope.","Recent advancements in fine-tuning proprietary language models enable customized applications across various domains but also introduce two major challenges: high resource demands and security risks. Regarding resource demands, recent work proposes novel partial compression, such as BitDelta, to quantize the delta weights between the fine-tuned model and base model. Regarding the security risks, user-defined fine-tuning can introduce security vulnerabilities, such as alignment issues, backdoor attacks, and hallucinations. However, most of the current efforts in security assessment focus on the full-precision or full-compression models, it is not well-discussed how the partial compression methods affect security concerns. To bridge this gap, we evaluate the robustness of delta-weight quantization against these security threats. In this paper, we uncover a ""free lunch"" phenomenon: partial compression can enhance model security against fine-tuning-based attacks with bearable utility loss. Using Llama-2-7b-chat as a case study, we show that, with under 10% utility degradation, the partial compression mitigates alignment-breaking risks by up to 66.17%, harmful backdoor vulnerabilities by 64.46%, and targeted output manipulation risks by up to 90.53%. We further apply LogitLens to visualize internal state transformations during forward passes, suggesting mechanisms for both security failure and recovery in standard versus compressed fine-tuning. This work offers new insights into selecting effective delta compression methods for secure, resource-efficient multi-tenant services. "
"Quantized but Deceptive? A Multi-Dimensional Truthfulness Evaluation of Quantized LLMs","https://scispace.com/paper/quantized-but-deceptive-a-multi-dimensional-truthfulness-6n2an05mg2wa","2025","Journal Article","arXiv.org","Yao Fu
Xianxuan Long
Runchao Li
Haotian Yu
Mu Sheng
Xiaotian Han
Yin Yu
Pan Li","10.48550/arxiv.2508.19432","https://scispace.compdf/quantized-but-deceptive-a-multi-dimensional-truthfulness-6n2an05mg2wa.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses TruthfulnessEval to probe deceptive prompts on quantized models, but targets mainstream (often >1B) LLMs; offers limited robustness/adversarial insight, no small‑model focus.","Quantization enables efficient deployment of large language models (LLMs) in resource-constrained environments by significantly reducing memory and computation costs. While quantized LLMs often maintain performance on perplexity and zero-shot tasks, their impact on truthfulness-whether generating truthful or deceptive responses-remains largely unexplored. In this work, we introduce TruthfulnessEval, a comprehensive evaluation framework for assessing the truthfulness of quantized LLMs across three dimensions: (1) Truthfulness on Logical Reasoning; (2) Truthfulness on Common Sense; and (3) Truthfulness on Imitative Falsehoods. Using this framework, we examine mainstream quantization techniques (ranging from 4-bit to extreme 2-bit) across several open-source LLMs. Surprisingly, we find that while quantized models retain internally truthful representations, they are more susceptible to producing false outputs under misleading prompts. To probe this vulnerability, we test 15 rephrased variants of""honest"",""neutral""and""deceptive""prompts and observe that""deceptive""prompts can override truth-consistent behavior, whereas""honest""and""neutral""prompts maintain stable outputs. Further, we reveal that quantized models""know""the truth internally yet still produce false outputs when guided by""deceptive""prompts via layer-wise probing and PCA visualizations. Our findings provide insights into future designs of quantization-aware alignment and truthfulness interventions."
"Chaotic neural network quantization and its robustness against adversarial attacks","https://scispace.com/paper/chaotic-neural-network-quantization-and-its-robustness-2pzl6szvfg","2024","Journal Article","Knowledge Based Systems","Alaa Osama
Samar I. Gadallah
Lobna A. Said
Ahmed G. Radwan
Mohammed E. Fouda","10.1016/j.knosys.2023.111319","","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses stochastic chaotic quantization to boost robustness against attacks, but applies to generic neural nets, not small LLMs; robustness and attack analyses are present yet not LLM‑specific.","Achieving robustness against adversarial attacks while maintaining high accuracy remains a critical challenge in neural networks. Parameter quantization is one of the main approaches used to compress deep neural networks to have less inference time and less storage memory size. However, quantization causes severe degradation in accuracy and consequently in model robustness. This work investigates the efficacy of stochastic quantization to enhance robustness and accuracy. Noise injection during quantization is explored to understand the impact of noise types and magnitudes on model performance. A comprehensive comparison between different applying scenarios for stochastic quantization and different noise types and magnitudes was implemented in this paper. Compared to the baseline deterministic quantization, chaotic quantization achieves a comparable accuracy, however, it achieves up to a 43% increase in accuracy against various attack scenarios. This highlights stochastic quantization as a promising defense mechanism. In addition, there is a crucial role played by the choice of noise type and magnitude in stochastic quantization. Lorenz and Henon noise distributions in stochastic quantization outperform traditional uniform and Gaussian noise in defending against attacks. A transferability analysis was discussed to understand the generalizability and effectiveness of the proposed stochastic quantization techniques. A cross-validation definition was newly evaluated in this scope to analyse the model's stability and robustness against attacks. The study outperformed a quantization network technique and improved the model's robustness and stability against adversarial attacks using chaotic quantization instead of deterministic quantization or even instead of stochastic quantization using traditional noise. "
"Extreme compression of large language models via additive quantization","https://scispace.com/paper/extreme-compression-of-large-language-models-via-additive-55t7ibfgoz","2024","Journal Article","arXiv.org","Vage Egiazarian
Andrei Panferov
D. D. Kuznedelev
Elias Frantar
Artem Babenko
Dan Alistarh","10.48550/arxiv.2401.06118","https://arxiv.org/pdf/2401.06118","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses additive quantization to compress 7B‑70B LLMs to 2‑3 bits, but targets large models, lacks security, robustness, or adversarial analysis, and does not address sub‑1B models.","The emergence of accurate open large language models (LLMs) has led to a race towards quantization techniques for such models enabling execution on end-user devices. In this paper, we revisit the problem of""extreme""LLM compression--defined as targeting extremely low bit counts, such as 2 to 3 bits per parameter, from the point of view of classic methods in Multi-Codebook Quantization (MCQ). Our work builds on top of Additive Quantization, a classic algorithm from the MCQ family, and adapts it to the quantization of language models. The resulting algorithm advances the state-of-the-art in LLM compression, outperforming all recently-proposed techniques in terms of accuracy at a given compression budget. For instance, when compressing Llama 2 models to 2 bits per parameter, our algorithm quantizes the 7B model to 6.93 perplexity (a 1.29 improvement relative to the best prior work, and 1.81 points from FP16), the 13B model to 5.70 perplexity (a .36 improvement) and the 70B model to 3.94 perplexity (a .22 improvement) on WikiText2. We release our implementation of Additive Quantization for Language Models AQLM as a baseline to facilitate future research in LLM quantization."
"Auditing large language models: a three-layered approach","https://scispace.com/paper/auditing-large-language-models-a-three-layered-approach-1cb9wwbi","2023","Journal Article","AI and ethics","Jakob Mokander
Jonas Schuett
Hannah Rose Kirk
Luciano Floridi","10.1007/s43681-023-00289-2","https://scispace.com/pdf/auditing-large-language-models-a-three-layered-approach-1cb9wwbi.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses auditing framework to assess performance, robustness, and adversarial risks of LLMs, but does not address quantization or limit models to <1B parameters.","Large language models (LLMs) represent a major advance in artificial intelligence (AI) research. However, the widespread use of LLMs is also coupled with significant ethical and social challenges. Previous research has pointed towards auditing as a promising governance mechanism to help ensure that AI systems are designed and deployed in ways that are ethical, legal, and technically robust. However, existing auditing procedures fail to address the governance challenges posed by LLMs, which display emergent capabilities and are adaptable to a wide range of downstream tasks. In this article, we address that gap by outlining a novel blueprint for how to audit LLMs. Specifically, we propose a three-layered approach, whereby governance audits (of technology providers that design and disseminate LLMs), model audits (of LLMs after pre-training but prior to their release), and application audits (of applications based on LLMs) complement and inform each other. We show how audits, when conducted in a structured and coordinated manner on all three levels, can be a feasible and effective mechanism for identifying and managing some of the ethical and social risks posed by LLMs. However, it is important to remain realistic about what auditing can reasonably be expected to achieve. Therefore, we discuss the limitations not only of our three-layered approach but also of the prospect of auditing LLMs at all. Ultimately, this article seeks to expand the methodological toolkit available to technology providers and policymakers who wish to analyse and evaluate LLMs from technical, ethical, and legal perspectives. "
"On the Adversarial Robustness of Quantized Neural Networks","https://scispace.com/paper/http://arxiv.org/abs/2105.00227v1","2021","Preprint","","Micah Gorsline
James Smith
Cory Merkel","10.1145/3453688.3461755","https://arxiv.org/pdf/2105.00227v1","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Studies quantized neural networks' adversarial robustness on images, not on small LLMs; offers robustness and attack insights but lacks language model context.","Reducing the size of neural network models is a critical step in moving AI from a cloud-centric to an edge-centric (i.e. on-device) compute paradigm. This shift from cloud to edge is motivated by a number of factors including reduced latency, improved security, and higher flexibility of AI algorithms across several application domains (e.g. transportation, healthcare, defense, etc.). However, it is currently unclear how model compression techniques may affect the robustness of AI algorithms against adversarial attacks. This paper explores the effect of quantization, one of the most common compression techniques, on the adversarial robustness of neural networks. Specifically, we investigate and model the accuracy of quantized neural networks on adversarially-perturbed images. Results indicate that for simple gradient-based attacks, quantization can either improve or degrade adversarial robustness depending on the attack strength."
"A Layer-wise Adversarial-aware Quantization Optimization for Improving Robustness","https://scispace.com/paper/http://arxiv.org/abs/2110.12308v1","2021","Preprint","","Chang Song
Riya Ranjan
Hai Li","","https://arxiv.org/pdf/2110.12308v1","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses layer-wise adversarial-aware quantization to boost robustness of quantized, adversarially-trained networks, but focuses on generic nets, not small LLMs.","Neural networks are getting better accuracy with higher energy and computational cost. After quantization, the cost can be greatly saved, and the quantized models are more hardware friendly with acceptable accuracy loss. On the other hand, recent research has found that neural networks are vulnerable to adversarial attacks, and the robustness of a neural network model can only be improved with defense methods, such as adversarial training. In this work, we find that adversarially-trained neural networks are more vulnerable to quantization loss than plain models. To minimize both the adversarial and the quantization losses simultaneously and to make the quantized model robust, we propose a layer-wise adversarial-aware quantization method, using the Lipschitz constant to choose the best quantization parameter settings for a neural network. We theoretically derive the losses and prove the consistency of our metric selection. The experiment results show that our method can effectively and efficiently improve the robustness of quantized adversarially-trained neural networks."
"Assessing Adversarial Robustness of Large Language Models: An Empirical
  Study","https://scispace.com/paper/assessing-adversarial-robustness-of-large-language-models-an-swlg15cfkx","2024","Preprint","","Zeyu Yang
Meng Zhao
Xiaochen Zheng
Roger Wattenhofer","10.48550/arxiv.2405.02764","https://scispace.compdf/assessing-adversarial-robustness-of-large-language-models-an-swlg15cfkx.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Evaluates adversarial robustness of several open‑source LLMs (Llama, OPT, T5) using geometry attacks, but does not address quantization or models under 1 B parameters.","Large Language Models (LLMs) have revolutionized natural language processing, but their robustness against adversarial attacks remains a critical concern. We presents a novel white-box style attack approach that exposes vulnerabilities in leading open-source LLMs, including Llama, OPT, and T5. We assess the impact of model size, structure, and fine-tuning strategies on their resistance to adversarial perturbations. Our comprehensive evaluation across five diverse text classification tasks establishes a new benchmark for LLM robustness. The findings of this study have far-reaching implications for the reliable deployment of LLMs in real-world applications and contribute to the advancement of trustworthy AI systems. "
"Compensate Quantization Errors+: Quantized Models Are Inquisitive Learners","https://scispace.com/paper/http://arxiv.org/abs/2407.15508v3","2024","Preprint","","Yifei Gao
Jie Ou
Lei Wang
Jun Cheng
Mengchu Zhou","","https://arxiv.org/pdf/2407.15508v3","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on weight‑distribution techniques for quantizing large LLMs; no small‑model, robustness, or security analysis provided.","The quantization of large language models (LLMs) has been a prominent research area aimed at enabling their lightweight deployment in practice. Existing research about LLM's quantization has mainly explored the interplay between weights and activations, or employing auxiliary components while neglecting the necessity of adjusting weights during quantization. Consequently, original weight distributions frequently fail to yield desired results after round-to-nearest (RTN) quantization. Even though incorporating techniques such as mixed precision and low-rank error approximation in LLM's quantization can yield improved results, they inevitably introduce additional computational overhead. On the other hand, traditional techniques for weight quantization, such as Generative Post-Training Quantization, rely on manually tweaking weight distributions to minimize local errors, but they fall short of achieving globally optimal outcomes. Although the recently proposed Learnable Singular-value Increment improves global weight quantization by modifying weight distributions, it disrupts the original distribution considerably. This introduces pronounced bias toward the training data and can degrade downstream task performance. In this paper, we introduce Singular-value Diagonal Expansion, a more nuanced approach to refining weight distributions to achieve better quantization alignment. Furthermore, we introduce Cross-layer Learning that improves overall quantization outcomes by distributing errors more evenly across layers. Our plug-and-play weight-quantization methods demonstrate substantial performance improvements over state-of-the-art approaches, including OmniQuant, DuQuant, and PrefixQuant."
"Towards Resilient and Efficient LLMs: A Comparative Study of Efficiency,
  Performance, and Adversarial Robustness","https://scispace.com/paper/towards-resilient-and-efficient-llms-a-comparative-study-of-5il49ex0uc5v","2024","Journal Article","","Xiaojing Fan
Chunliang Tao","10.48550/arxiv.2408.04585","https://scispace.compdf/towards-resilient-and-efficient-llms-a-comparative-study-of-5il49ex0uc5v.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Evaluates adversarial robustness of attention-efficient LLMs, but lacks quantization methods and focus on sub‑billion‑parameter models.","With the increasing demand for practical applications of Large Language Models (LLMs), many attention-efficient models have been developed to balance performance and computational cost. However, the adversarial robustness of these models remains under-explored. In this work, we design a framework to investigate the trade-off between efficiency, performance, and adversarial robustness of LLMs by comparing three prominent models with varying levels of complexity and efficiency -- Transformer++, Gated Linear Attention (GLA) Transformer, and MatMul-Free LM -- utilizing the GLUE and AdvGLUE datasets. The AdvGLUE dataset extends the GLUE dataset with adversarial samples designed to challenge model robustness. Our results show that while the GLA Transformer and MatMul-Free LM achieve slightly lower accuracy on GLUE tasks, they demonstrate higher efficiency and either superior or comparative robustness on AdvGLUE tasks compared to Transformer++ across different attack levels. These findings highlight the potential of simplified architectures to achieve a compelling balance between efficiency, performance, and adversarial robustness, offering valuable insights for applications where resource constraints and resilience to adversarial attacks are critical. "
"Publishing Efficient On-device Models Increases Adversarial Vulnerability","https://scispace.com/paper/http://arxiv.org/abs/2212.13700v1","2022","Preprint","","Sanghyun Hong
Nicholas Carlini
Alexey Kurakin","","https://arxiv.org/pdf/2212.13700v1","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Studies efficient on-device variants of large models, not small LLMs; evaluates transfer-based attacks, offering some adversarial analysis but lacking LLM-specific robustness or size focus.","Recent increases in the computational demands of deep neural networks (DNNs) have sparked interest in efficient deep learning mechanisms, e.g., quantization or pruning. These mechanisms enable the construction of a small, efficient version of commercial-scale models with comparable accuracy, accelerating their deployment to resource-constrained devices.
  In this paper, we study the security considerations of publishing on-device variants of large-scale models. We first show that an adversary can exploit on-device models to make attacking the large models easier. In evaluations across 19 DNNs, by exploiting the published on-device models as a transfer prior, the adversarial vulnerability of the original commercial-scale models increases by up to 100x. We then show that the vulnerability increases as the similarity between a full-scale and its efficient model increase. Based on the insights, we propose a defense, $similarity$-$unpairing$, that fine-tunes on-device models with the objective of reducing the similarity. We evaluated our defense on all the 19 DNNs and found that it reduces the transferability up to 90% and the number of queries required by a factor of 10-100x. Our results suggest that further research is needed on the security (or even privacy) threats caused by publishing those efficient siblings."
